dni_persona,rango
96448163,Rango 2
59594031,Rango 3
74803767,Rango 4
96551645,Rango 0
22123326,Rango 1
54962643,Rango 2
63763747,Rango 3
81823903,Rango 4
53385678,Rango 0
51290837,Rango 1
66326682,Rango 2
18907218,Rango 3
77593718,Rango 4
14712543,Rango 0
18986535,Rango 1
16687962,Rango 2
37171483,Rango 3
29871048,Rango 4
89077103,Rango 0
90765402,Rango 1
89237648,Rango 2
97629295,Rango 3
28358733,Rango 4
52625110,Rango 0
42005702,Rango 1
52461710,Rango 2
89383552,Rango 3
21443835,Rango 4
26268416,Rango 0
54773251,Rango 1
34506633,Rango 2
71640716,Rango 3
81242508,Rango 4
99774050,Rango 0
89447683,Rango 1
39909875,Rango 2
14450261,Rango 3
83048997,Rango 4
93740336,Rango 0
11629164,Rango 1
54389345,Rango 2
29205792,Rango 3
74073624,Rango 4
79892771,Rango 0
50446455,Rango 1
34170023,Rango 2
38845547,Rango 3
44697740,Rango 4
33058098,Rango 0
80277867,Rango 1
41872208,Rango 2
17109644,Rango 3
19655547,Rango 4
77626708,Rango 0
85957390,Rango 1
95581235,Rango 2
17713783,Rango 3
25266382,Rango 4
72472400,Rango 0
26287684,Rango 1
57848636,Rango 2
21508208,Rango 3
85958505,Rango 4
49933024,Rango 0
46783021,Rango 1
37750975,Rango 2
65579848,Rango 3
42669802,Rango 4
76896010,Rango 0
19971538,Rango 1
38205461,Rango 2
90416413,Rango 3
57911510,Rango 4
86118300,Rango 0
72199288,Rango 1
39908167,Rango 2
19648405,Rango 3
42762430,Rango 4
39632745,Rango 0
47333954,Rango 1
89244754,Rango 2
18223386,Rango 3
36751483,Rango 4
59359013,Rango 0
34821554,Rango 1
91543776,Rango 2
61958407,Rango 3
50199980,Rango 4
33573433,Rango 0
48262268,Rango 1
85693421,Rango 2
67384296,Rango 3
24050198,Rango 4
20973484,Rango 0
43429251,Rango 1
67941327,Rango 2
83481959,Rango 3
37557025,Rango 4
29395959,Rango 0
57815694,Rango 1
10848579,Rango 2
27388323,Rango 3
26220738,Rango 4
80612741,Rango 0
91474901,Rango 1
95575074,Rango 2
13406091,Rango 3
33262007,Rango 4
63478774,Rango 0
39779508,Rango 1
21432691,Rango 2
69564583,Rango 3
17542095,Rango 4
58857505,Rango 0
12253806,Rango 1
25581593,Rango 2
37140177,Rango 3
65050390,Rango 4
28867117,Rango 0
82806638,Rango 1
62828609,Rango 2
80068958,Rango 3
23229000,Rango 4
89798606,Rango 0
26530428,Rango 1
57827746,Rango 2
78729903,Rango 3
85423375,Rango 4
96926516,Rango 0
17376717,Rango 1
45466485,Rango 2
29350021,Rango 3
23320479,Rango 4
53641045,Rango 0
36688608,Rango 1
56381353,Rango 2
25464680,Rango 3
48751886,Rango 4
83174077,Rango 0
42498423,Rango 1
11595490,Rango 2
54727984,Rango 3
58195605,Rango 4
23393189,Rango 0
56518576,Rango 1
98239011,Rango 2
67500463,Rango 3
91204694,Rango 4
55190501,Rango 0
33227723,Rango 1
12577007,Rango 2
25230415,Rango 3
48245394,Rango 4
99125596,Rango 0
71687115,Rango 1
91382985,Rango 2
35666250,Rango 3
38678677,Rango 4
26863358,Rango 0
87405289,Rango 1
47706905,Rango 2
53524113,Rango 3
27883479,Rango 4
41692052,Rango 0
42728553,Rango 1
27734043,Rango 2
46450365,Rango 3
23307745,Rango 4
20061387,Rango 0
94259696,Rango 1
21207226,Rango 2
45084200,Rango 3
92836742,Rango 4
68577202,Rango 0
99013965,Rango 1
70849099,Rango 2
50813194,Rango 3
34922954,Rango 4
49837249,Rango 0
46515801,Rango 1
90485899,Rango 2
35686654,Rango 3
77392536,Rango 4
35780093,Rango 0
47164157,Rango 1
70968679,Rango 2
50367212,Rango 3
76009764,Rango 4
55351641,Rango 0
66003039,Rango 1
65511699,Rango 2
66895634,Rango 3
55122380,Rango 4
24196042,Rango 0
53434690,Rango 1
73486523,Rango 2
16516520,Rango 3
44373740,Rango 4
36398360,Rango 0
17515878,Rango 1
33173910,Rango 2
38251882,Rango 3
29297372,Rango 4
53216761,Rango 0
98032667,Rango 1
58792172,Rango 2
65684337,Rango 3
87660434,Rango 4
95839066,Rango 0
79152021,Rango 1
93509378,Rango 2
87958251,Rango 3
85014463,Rango 4
34836613,Rango 0
80590161,Rango 1
71490085,Rango 2
15415147,Rango 3
28730573,Rango 4
21667606,Rango 0
91037769,Rango 1
71552828,Rango 2
58933781,Rango 3
10392389,Rango 4
54680345,Rango 0
88887296,Rango 1
47129440,Rango 2
18309806,Rango 3
23244030,Rango 4
33602204,Rango 0
11116423,Rango 1
90758067,Rango 2
31340753,Rango 3
58575908,Rango 4
55492422,Rango 0
56417616,Rango 1
41097913,Rango 2
94580579,Rango 3
72481958,Rango 4
55539545,Rango 0
74967236,Rango 1
48630433,Rango 2
34567026,Rango 3
83669934,Rango 4
65703528,Rango 0
74145645,Rango 1
36621738,Rango 2
51503343,Rango 3
90101142,Rango 4
81195230,Rango 0
76861376,Rango 1
39238702,Rango 2
98511141,Rango 3
57646185,Rango 4
40373095,Rango 0
62887325,Rango 1
86583082,Rango 2
80469538,Rango 3
57197257,Rango 4
99139356,Rango 0
25702277,Rango 1
35308757,Rango 2
39016050,Rango 3
17212316,Rango 4
62899165,Rango 0
96000181,Rango 1
18182844,Rango 2
56597398,Rango 3
84665037,Rango 4
56236146,Rango 0
76877800,Rango 1
59490648,Rango 2
45144660,Rango 3
53157904,Rango 4
48876708,Rango 0
10622037,Rango 1
52902107,Rango 2
70802045,Rango 3
71441742,Rango 4
51264205,Rango 0
37583537,Rango 1
72791937,Rango 2
35459118,Rango 3
88611595,Rango 4
59812489,Rango 0
88806765,Rango 1
68783791,Rango 2
22291337,Rango 3
39448108,Rango 4
96046744,Rango 0
72744882,Rango 1
64322230,Rango 2
12182681,Rango 3
67461577,Rango 4
99628082,Rango 0
51877871,Rango 1
72756946,Rango 2
35225795,Rango 3
34954415,Rango 4
54514173,Rango 0
84087187,Rango 1
84445460,Rango 2
15590384,Rango 3
96049781,Rango 4
20046316,Rango 0
98643195,Rango 1
50894257,Rango 2
59928011,Rango 3
53644726,Rango 4
54221367,Rango 0
23507911,Rango 1
38474089,Rango 2
68007809,Rango 3
91878806,Rango 4
56325522,Rango 0
95826118,Rango 1
18974019,Rango 2
73838653,Rango 3
29329382,Rango 4
15680055,Rango 0
58126550,Rango 1
31902274,Rango 2
71750422,Rango 3
98746708,Rango 4
25867290,Rango 0
97741536,Rango 1
61898618,Rango 2
22812026,Rango 3
51535747,Rango 4
45051188,Rango 0
30841675,Rango 1
72081513,Rango 2
73984100,Rango 3
81197592,Rango 4
77453876,Rango 0
67914899,Rango 1
31811121,Rango 2
86716560,Rango 3
48510145,Rango 4
70733235,Rango 0
16780861,Rango 1
34919557,Rango 2
86605206,Rango 3
16199247,Rango 4
60579489,Rango 0
56579845,Rango 1
67838988,Rango 2
39863518,Rango 3
36009059,Rango 4
19420261,Rango 0
15327631,Rango 1
74436874,Rango 2
92266318,Rango 3
14304347,Rango 4
66268712,Rango 0
10594260,Rango 1
38506079,Rango 2
75167369,Rango 3
68251455,Rango 4
94617122,Rango 0
75835575,Rango 1
67916461,Rango 2
11360964,Rango 3
58123036,Rango 4
31926046,Rango 0
73046955,Rango 1
88645052,Rango 2
22724573,Rango 3
70512017,Rango 4
65072498,Rango 0
73554974,Rango 1
90619116,Rango 2
66908481,Rango 3
76294340,Rango 4
75817927,Rango 0
49170245,Rango 1
57890423,Rango 2
85487392,Rango 3
29455684,Rango 4
25845944,Rango 0
31423230,Rango 1
58162207,Rango 2
35837591,Rango 3
95891880,Rango 4
81752347,Rango 0
14129205,Rango 1
71108100,Rango 2
56626545,Rango 3
50907227,Rango 4
56915095,Rango 0
24586106,Rango 1
25954506,Rango 2
48575172,Rango 3
25434124,Rango 4
44034820,Rango 0
20967574,Rango 1
72205152,Rango 2
21984918,Rango 3
63931674,Rango 4
24275518,Rango 0
29422371,Rango 1
70072837,Rango 2
31012162,Rango 3
78341236,Rango 4
81688162,Rango 0
12679736,Rango 1
55439648,Rango 2
75996616,Rango 3
49522677,Rango 4
98015954,Rango 0
42299760,Rango 1
81054331,Rango 2
41501873,Rango 3
44955983,Rango 4
18394244,Rango 0
30037149,Rango 1
63866949,Rango 2
61879806,Rango 3
33506473,Rango 4
19019860,Rango 0
48353726,Rango 1
61540323,Rango 2
18482127,Rango 3
88161328,Rango 4
65706800,Rango 0
16796043,Rango 1
92178612,Rango 2
57758030,Rango 3
94350966,Rango 4
89740855,Rango 0
32677974,Rango 1
88667453,Rango 2
43572769,Rango 3
80963395,Rango 4
63698381,Rango 0
20912227,Rango 1
65542553,Rango 2
43574569,Rango 3
28740159,Rango 4
48784081,Rango 0
96910898,Rango 1
23617896,Rango 2
59741670,Rango 3
80331111,Rango 4
24888230,Rango 0
37539129,Rango 1
27897404,Rango 2
63471321,Rango 3
43098194,Rango 4
55533100,Rango 0
72030236,Rango 1
48323839,Rango 2
86631484,Rango 3
43373669,Rango 4
89466454,Rango 0
43714187,Rango 1
79572533,Rango 2
12536605,Rango 3
38910800,Rango 4
25310870,Rango 0
74749288,Rango 1
94642828,Rango 2
37194526,Rango 3
53315488,Rango 4
42171544,Rango 0
70059173,Rango 1
56556078,Rango 2
66635345,Rango 3
70173139,Rango 4
54347524,Rango 0
57572038,Rango 1
38552207,Rango 2
25664719,Rango 3
85700292,Rango 4
36233773,Rango 0
43995154,Rango 1
18647056,Rango 2
99773774,Rango 3
27264996,Rango 4
49024252,Rango 0
12428424,Rango 1
48190644,Rango 2
79964728,Rango 3
43007810,Rango 4
82310775,Rango 0
42854299,Rango 1
36376372,Rango 2
51548116,Rango 3
27131595,Rango 4
74231725,Rango 0
50519487,Rango 1
67550412,Rango 2
92834880,Rango 3
96168385,Rango 4
49226894,Rango 0
10820070,Rango 1
68303148,Rango 2
54175467,Rango 3
87037167,Rango 4
35244795,Rango 0
86236643,Rango 1
12562910,Rango 2
34420487,Rango 3
31794174,Rango 4
88911506,Rango 0
24703042,Rango 1
45807732,Rango 2
98597716,Rango 3
10015861,Rango 4
50464485,Rango 0
97255569,Rango 1
15907538,Rango 2
64434161,Rango 3
63258114,Rango 4
14321463,Rango 0
77352400,Rango 1
66763416,Rango 2
48022490,Rango 3
66459399,Rango 4
70783552,Rango 0
77222907,Rango 1
39605490,Rango 2
16851814,Rango 3
58098597,Rango 4
25424809,Rango 0
28172120,Rango 1
36810129,Rango 2
91669103,Rango 3
10998693,Rango 4
86031385,Rango 0
68471254,Rango 1
39646167,Rango 2
94083746,Rango 3
34505795,Rango 4
98978974,Rango 0
19567849,Rango 1
39944796,Rango 2
68912153,Rango 3
38639563,Rango 4
24523629,Rango 0
90539408,Rango 1
34009856,Rango 2
47092217,Rango 3
73292265,Rango 4
80709061,Rango 0
22745295,Rango 1
75082926,Rango 2
77813756,Rango 3
52706663,Rango 4
18733020,Rango 0
27325336,Rango 1
16675678,Rango 2
95981179,Rango 3
32745300,Rango 4
93799977,Rango 0
32291127,Rango 1
80648696,Rango 2
98317777,Rango 3
64601138,Rango 4
49968087,Rango 0
59364227,Rango 1
66172148,Rango 2
69341184,Rango 3
88281086,Rango 4
37019552,Rango 0
31366807,Rango 1
46573428,Rango 2
89665277,Rango 3
66843541,Rango 4
12892237,Rango 0
94055533,Rango 1
29202124,Rango 2
54144794,Rango 3
49196356,Rango 4
62473891,Rango 0
78073104,Rango 1
59695009,Rango 2
65631765,Rango 3
93379337,Rango 4
31666924,Rango 0
88023857,Rango 1
56949242,Rango 2
51538918,Rango 3
13040726,Rango 4
26733485,Rango 0
97217027,Rango 1
98664669,Rango 2
63510051,Rango 3
44753738,Rango 4
22932651,Rango 0
42089473,Rango 1
20130358,Rango 2
97784474,Rango 3
48289868,Rango 4
51851408,Rango 0
24280846,Rango 1
69606208,Rango 2
24963991,Rango 3
55220534,Rango 4
61956986,Rango 0
36654408,Rango 1
92020053,Rango 2
67745072,Rango 3
59243957,Rango 4
70843185,Rango 0
69864285,Rango 1
67748149,Rango 2
14429436,Rango 3
78195072,Rango 4
25322422,Rango 0
46219464,Rango 1
90211202,Rango 2
56076032,Rango 3
64207477,Rango 4
66369813,Rango 0
58306758,Rango 1
38001002,Rango 2
54601068,Rango 3
52477847,Rango 4
87780423,Rango 0
51255286,Rango 1
22175625,Rango 2
11177871,Rango 3
14275597,Rango 4
25455590,Rango 0
30423220,Rango 1
85682061,Rango 2
72209428,Rango 3
67435445,Rango 4
52906301,Rango 0
23440120,Rango 1
59696698,Rango 2
75170520,Rango 3
36138552,Rango 4
75610131,Rango 0
26592355,Rango 1
24411974,Rango 2
48646866,Rango 3
76391703,Rango 4
50594955,Rango 0
11739708,Rango 1
53127744,Rango 2
25426932,Rango 3
45189878,Rango 4
53059767,Rango 0
26709876,Rango 1
79137912,Rango 2
44045125,Rango 3
73881078,Rango 4
60980407,Rango 0
29287514,Rango 1
84177898,Rango 2
27566136,Rango 3
93464841,Rango 4
52963227,Rango 0
69475840,Rango 1
46319558,Rango 2
67725913,Rango 3
78048502,Rango 4
34183218,Rango 0
40154303,Rango 1
10952563,Rango 2
23115241,Rango 3
59516334,Rango 4
98076151,Rango 0
84204729,Rango 1
87414352,Rango 2
59980858,Rango 3
62343365,Rango 4
53523879,Rango 0
33823056,Rango 1
15776257,Rango 2
89815143,Rango 3
38826611,Rango 4
13756063,Rango 0
27734948,Rango 1
16660467,Rango 2
74810374,Rango 3
30722729,Rango 4
84007700,Rango 0
81542984,Rango 1
12149401,Rango 2
38929947,Rango 3
12847779,Rango 4
86346723,Rango 0
43029772,Rango 1
31608016,Rango 2
88518911,Rango 3
38033650,Rango 4
35357741,Rango 0
56505455,Rango 1
74828275,Rango 2
32090421,Rango 3
32756662,Rango 4
26322665,Rango 0
70007637,Rango 1
91108918,Rango 2
67452841,Rango 3
68174792,Rango 4
14738645,Rango 0
91327259,Rango 1
56676049,Rango 2
83878558,Rango 3
21684745,Rango 4
88600512,Rango 0
42058365,Rango 1
37205241,Rango 2
84443291,Rango 3
44574572,Rango 4
14457665,Rango 0
39337395,Rango 1
82516338,Rango 2
91047018,Rango 3
38880870,Rango 4
30683896,Rango 0
88266760,Rango 1
49410126,Rango 2
99220101,Rango 3
78789870,Rango 4
70191236,Rango 0
92153096,Rango 1
62233180,Rango 2
96882031,Rango 3
45882163,Rango 4
59484812,Rango 0
24949571,Rango 1
51501720,Rango 2
96898842,Rango 3
74303999,Rango 4
82944473,Rango 0
44824425,Rango 1
15749853,Rango 2
21974074,Rango 3
51980987,Rango 4
17978492,Rango 0
81567596,Rango 1
87763115,Rango 2
62721321,Rango 3
13188143,Rango 4
63908488,Rango 0
56012888,Rango 1
85878491,Rango 2
39053898,Rango 3
77721190,Rango 4
80053670,Rango 0
65313687,Rango 1
68135682,Rango 2
62796123,Rango 3
48574097,Rango 4
78274625,Rango 0
45743853,Rango 1
93832570,Rango 2
71990685,Rango 3
90541689,Rango 4
15905927,Rango 0
79856424,Rango 1
51161675,Rango 2
67778857,Rango 3
80946115,Rango 4
10704669,Rango 0
30942750,Rango 1
77927982,Rango 2
75210293,Rango 3
21754191,Rango 4
66381464,Rango 0
14510001,Rango 1
24643957,Rango 2
31047247,Rango 3
64081215,Rango 4
28936569,Rango 0
22307183,Rango 1
98663318,Rango 2
20681969,Rango 3
58334955,Rango 4
48461981,Rango 0
33875026,Rango 1
33213760,Rango 2
96361492,Rango 3
30642778,Rango 4
46156292,Rango 0
17071498,Rango 1
54122758,Rango 2
48133571,Rango 3
42009662,Rango 4
61399642,Rango 0
13282745,Rango 1
84198995,Rango 2
89809110,Rango 3
65349856,Rango 4
26326302,Rango 0
22350882,Rango 1
56291647,Rango 2
16688534,Rango 3
28968006,Rango 4
43759957,Rango 0
98059719,Rango 1
54032106,Rango 2
26325999,Rango 3
55790926,Rango 4
41330198,Rango 0
47744635,Rango 1
54926258,Rango 2
26259030,Rango 3
72812971,Rango 4
59951646,Rango 0
18556012,Rango 1
45118869,Rango 2
24847579,Rango 3
56211228,Rango 4
80538211,Rango 0
43472798,Rango 1
93826452,Rango 2
81097869,Rango 3
98298861,Rango 4
31476108,Rango 0
57706210,Rango 1
25532711,Rango 2
59673616,Rango 3
43071047,Rango 4
82178074,Rango 0
26524778,Rango 1
39677730,Rango 2
12731485,Rango 3
85396884,Rango 4
38948544,Rango 0
19512100,Rango 1
69964036,Rango 2
76464977,Rango 3
64341810,Rango 4
85609675,Rango 0
64574915,Rango 1
38274154,Rango 2
42943489,Rango 3
53862550,Rango 4
94741504,Rango 0
48551660,Rango 1
55266306,Rango 2
85894108,Rango 3
70687867,Rango 4
57513354,Rango 0
20414991,Rango 1
85293718,Rango 2
50242402,Rango 3
17096694,Rango 4
96412721,Rango 0
89016843,Rango 1
75986206,Rango 2
37739710,Rango 3
17121898,Rango 4
35444935,Rango 0
93700480,Rango 1
30746773,Rango 2
94410212,Rango 3
10293444,Rango 4
32282136,Rango 0
22243509,Rango 1
26937007,Rango 2
60263952,Rango 3
51567685,Rango 4
64250142,Rango 0
58697857,Rango 1
18478916,Rango 2
12065693,Rango 3
82624665,Rango 4
53382913,Rango 0
98547368,Rango 1
15505615,Rango 2
33182054,Rango 3
24012674,Rango 4
93527439,Rango 0
53058657,Rango 1
46059965,Rango 2
74201825,Rango 3
74020358,Rango 4
99162083,Rango 0
40480380,Rango 1
74909009,Rango 2
34552445,Rango 3
52408696,Rango 4
65577944,Rango 0
21375383,Rango 1
55571080,Rango 2
34430882,Rango 3
74226420,Rango 4
34175375,Rango 0
49722619,Rango 1
76918235,Rango 2
53716993,Rango 3
78202268,Rango 4
26611312,Rango 0
44799915,Rango 1
21457214,Rango 2
49726111,Rango 3
44155367,Rango 4
79095901,Rango 0
18663426,Rango 1
74360988,Rango 2
20430517,Rango 3
49013725,Rango 4
46816708,Rango 0
27401100,Rango 1
63661690,Rango 2
28790740,Rango 3
78600138,Rango 4
84469603,Rango 0
22774302,Rango 1
22605305,Rango 2
74286506,Rango 3
89000625,Rango 4
15128702,Rango 0
49153740,Rango 1
92782924,Rango 2
17659712,Rango 3
97297550,Rango 4
79736368,Rango 0
67727776,Rango 1
85118821,Rango 2
28068047,Rango 3
58797536,Rango 4
17278324,Rango 0
66439689,Rango 1
81576236,Rango 2
11729331,Rango 3
47500578,Rango 4
37736650,Rango 0
77863441,Rango 1
43765526,Rango 2
66056603,Rango 3
69468151,Rango 4
52496971,Rango 0
79742847,Rango 1
71887717,Rango 2
37725007,Rango 3
79009984,Rango 4
75906437,Rango 0
17250939,Rango 1
92231945,Rango 2
60018251,Rango 3
40814587,Rango 4
70362212,Rango 0
50114694,Rango 1
91892161,Rango 2
50749980,Rango 3
11341005,Rango 4
52216697,Rango 0
11780658,Rango 1
64037325,Rango 2
25445508,Rango 3
68039849,Rango 4
70876381,Rango 0
17749207,Rango 1
35839321,Rango 2
22323099,Rango 3
60026683,Rango 4
60708797,Rango 0
54627304,Rango 1
64956259,Rango 2
59131066,Rango 3
33112735,Rango 4
76748438,Rango 0
35219710,Rango 1
81753243,Rango 2
95408403,Rango 3
66406704,Rango 4
57916482,Rango 0
94000258,Rango 1
99992407,Rango 2
91125009,Rango 3
96215751,Rango 4
17684367,Rango 0
61165348,Rango 1
42178994,Rango 2
46373253,Rango 3
98695384,Rango 4
79181325,Rango 0
97293650,Rango 1
53604266,Rango 2
13249918,Rango 3
79995871,Rango 4
47708168,Rango 0
54281170,Rango 1
71660133,Rango 2
98807052,Rango 3
51386264,Rango 4
52647979,Rango 0
34088883,Rango 1
54164482,Rango 2
94727837,Rango 3
48257722,Rango 4
15456738,Rango 0
70848775,Rango 1
89326920,Rango 2
66145942,Rango 3
30460109,Rango 4
50263705,Rango 0
55261688,Rango 1
80308251,Rango 2
59488235,Rango 3
25015783,Rango 4
61125654,Rango 0
92720563,Rango 1
25894117,Rango 2
96666149,Rango 3
31147897,Rango 4
63892364,Rango 0
26690139,Rango 1
77932333,Rango 2
23298353,Rango 3
37313763,Rango 4
47467476,Rango 0
41032873,Rango 1
73252338,Rango 2
85600266,Rango 3
32811571,Rango 4
45939146,Rango 0
85597118,Rango 1
65899364,Rango 2
34257296,Rango 3
61561957,Rango 4
30798830,Rango 0
50624208,Rango 1
96867128,Rango 2
77614137,Rango 3
50156430,Rango 4
43119594,Rango 0
28256064,Rango 1
61512500,Rango 2
27181939,Rango 3
16833627,Rango 4
51522903,Rango 0
40954774,Rango 1
49212326,Rango 2
63072848,Rango 3
68508448,Rango 4
73017051,Rango 0
52986851,Rango 1
24738363,Rango 2
35876772,Rango 3
79704367,Rango 4
75908215,Rango 0
42475264,Rango 1
22623561,Rango 2
58006383,Rango 3
58498827,Rango 4
90306725,Rango 0
76841635,Rango 1
46154888,Rango 2
80416798,Rango 3
72629600,Rango 4
13647015,Rango 0
27812376,Rango 1
25600235,Rango 2
85040979,Rango 3
27385415,Rango 4
73851954,Rango 0
49227392,Rango 1
59922383,Rango 2
89619079,Rango 3
77781052,Rango 4
75780361,Rango 0
64918151,Rango 1
39033788,Rango 2
43528925,Rango 3
12348166,Rango 4
96107564,Rango 0
53950430,Rango 1
24838532,Rango 2
81745936,Rango 3
37646782,Rango 4
62900481,Rango 0
13175763,Rango 1
40153104,Rango 2
35824419,Rango 3
20704508,Rango 4
48885601,Rango 0
60275253,Rango 1
69720263,Rango 2
32183565,Rango 3
12851487,Rango 4
57665448,Rango 0
52463788,Rango 1
78578476,Rango 2
49948078,Rango 3
64878390,Rango 4
35819998,Rango 0
58627144,Rango 1
76086861,Rango 2
44767803,Rango 3
66729673,Rango 4
44359228,Rango 0
28214260,Rango 1
19876169,Rango 2
51414537,Rango 3
77419746,Rango 4
12310216,Rango 0
95544303,Rango 1
65649981,Rango 2
69441771,Rango 3
82842253,Rango 4
39497382,Rango 0
67052449,Rango 1
56322666,Rango 2
55368604,Rango 3
18763043,Rango 4
57011444,Rango 0
26684501,Rango 1
96530293,Rango 2
86425293,Rango 3
82368958,Rango 4
23087953,Rango 0
69603929,Rango 1
83199632,Rango 2
76946945,Rango 3
88333757,Rango 4
32379467,Rango 0
46860093,Rango 1
32596874,Rango 2
82937136,Rango 3
89178675,Rango 4
77334757,Rango 0
38230637,Rango 1
70150721,Rango 2
50926249,Rango 3
75541916,Rango 4
95298484,Rango 0
37173957,Rango 1
65757547,Rango 2
46198710,Rango 3
22026119,Rango 4
78713943,Rango 0
51185281,Rango 1
82098617,Rango 2
93783098,Rango 3
17510940,Rango 4
87504392,Rango 0
21744370,Rango 1
71420837,Rango 2
91412860,Rango 3
67356279,Rango 4
83038415,Rango 0
58272608,Rango 1
89916386,Rango 2
48908631,Rango 3
54064184,Rango 4
39411118,Rango 0
83948756,Rango 1
33697855,Rango 2
72575125,Rango 3
76462024,Rango 4
15260154,Rango 0
83577296,Rango 1
64756745,Rango 2
55399534,Rango 3
66697301,Rango 4
35583930,Rango 0
88641390,Rango 1
90261962,Rango 2
21626294,Rango 3
11826707,Rango 4
40596146,Rango 0
92471255,Rango 1
27352234,Rango 2
19597301,Rango 3
27224983,Rango 4
83450056,Rango 0
16953752,Rango 1
43755399,Rango 2
30764503,Rango 3
24879415,Rango 4
84195608,Rango 0
10639072,Rango 1
23949503,Rango 2
81526248,Rango 3
82819057,Rango 4
67278604,Rango 0
54065987,Rango 1
30991361,Rango 2
82086255,Rango 3
28766095,Rango 4
42135135,Rango 0
83111666,Rango 1
29449975,Rango 2
28277939,Rango 3
53972705,Rango 4
80285042,Rango 0
45783688,Rango 1
24941715,Rango 2
60546318,Rango 3
79443617,Rango 4
92883355,Rango 0
15679995,Rango 1
55598907,Rango 2
16714303,Rango 3
86004792,Rango 4
82611263,Rango 0
56746058,Rango 1
77203692,Rango 2
96915439,Rango 3
24764184,Rango 4
95619118,Rango 0
76300472,Rango 1
25876779,Rango 2
88325410,Rango 3
98332399,Rango 4
99293812,Rango 0
29299295,Rango 1
69387527,Rango 2
28203792,Rango 3
32130541,Rango 4
84020799,Rango 0
48647906,Rango 1
85806279,Rango 2
42277865,Rango 3
46021882,Rango 4
73410394,Rango 0
42303408,Rango 1
54843221,Rango 2
66744376,Rango 3
57560692,Rango 4
80965238,Rango 0
93593540,Rango 1
67505400,Rango 2
10599589,Rango 3
60493125,Rango 4
65694658,Rango 0
24090794,Rango 1
64362015,Rango 2
58547160,Rango 3
83409046,Rango 4
29388555,Rango 0
91665758,Rango 1
53341090,Rango 2
38763110,Rango 3
17379072,Rango 4
31243660,Rango 0
52527532,Rango 1
90483858,Rango 2
50468437,Rango 3
73753680,Rango 4
52965247,Rango 0
83853347,Rango 1
18689964,Rango 2
75023819,Rango 3
67513622,Rango 4
49726961,Rango 0
14458903,Rango 1
55296990,Rango 2
37949788,Rango 3
87571633,Rango 4
76502983,Rango 0
29460752,Rango 1
48388609,Rango 2
40005035,Rango 3
93012808,Rango 4
81735259,Rango 0
54848871,Rango 1
67107618,Rango 2
35932888,Rango 3
80324875,Rango 4
47545499,Rango 0
50753906,Rango 1
90032166,Rango 2
84153300,Rango 3
20162207,Rango 4
42504488,Rango 0
37899114,Rango 1
97973398,Rango 2
76780236,Rango 3
63758072,Rango 4
33808015,Rango 0
38930037,Rango 1
61445879,Rango 2
76327385,Rango 3
91671869,Rango 4
41831098,Rango 0
87379676,Rango 1
19631470,Rango 2
35484412,Rango 3
55956166,Rango 4
89263111,Rango 0
96254549,Rango 1
36561292,Rango 2
50086613,Rango 3
13186016,Rango 4
96665753,Rango 0
29818116,Rango 1
97413315,Rango 2
72424738,Rango 3
72408263,Rango 4
52457234,Rango 0
51240843,Rango 1
15859111,Rango 2
23129308,Rango 3
55949639,Rango 4
19119305,Rango 0
31035523,Rango 1
68232156,Rango 2
66634396,Rango 3
86333710,Rango 4
89869726,Rango 0
54779038,Rango 1
24333431,Rango 2
96738126,Rango 3
75848942,Rango 4
92181655,Rango 0
19907170,Rango 1
66771760,Rango 2
52624087,Rango 3
78507651,Rango 4
40055107,Rango 0
65231651,Rango 1
39157535,Rango 2
41834149,Rango 3
50759833,Rango 4
35772551,Rango 0
42390068,Rango 1
95035041,Rango 2
77131127,Rango 3
24592034,Rango 4
58416054,Rango 0
51605328,Rango 1
43944027,Rango 2
13709079,Rango 3
52904923,Rango 4
50178938,Rango 0
16114886,Rango 1
98395252,Rango 2
28253754,Rango 3
91171727,Rango 4
82969238,Rango 0
79111532,Rango 1
56973409,Rango 2
17476742,Rango 3
66372649,Rango 4
99151287,Rango 0
39020112,Rango 1
43963930,Rango 2
40369387,Rango 3
69180928,Rango 4
48200949,Rango 0
69950081,Rango 1
92644358,Rango 2
79724285,Rango 3
51087060,Rango 4
99188538,Rango 0
19051847,Rango 1
42532855,Rango 2
21478891,Rango 3
61327831,Rango 4
13432833,Rango 0
59409322,Rango 1
59614578,Rango 2
73338168,Rango 3
37661255,Rango 4
96701962,Rango 0
73943266,Rango 1
53718959,Rango 2
97290009,Rango 3
47410804,Rango 4
65528412,Rango 0
27213052,Rango 1
52223134,Rango 2
66433481,Rango 3
10449561,Rango 4
30792784,Rango 0
13561059,Rango 1
69093970,Rango 2
91367673,Rango 3
28387117,Rango 4
70342022,Rango 0
67171243,Rango 1
89254078,Rango 2
81586720,Rango 3
56162709,Rango 4
14879761,Rango 0
87078060,Rango 1
25764646,Rango 2
21379204,Rango 3
52979683,Rango 4
33034938,Rango 0
42679882,Rango 1
28663697,Rango 2
29845449,Rango 3
69718794,Rango 4
58715660,Rango 0
97420390,Rango 1
16377055,Rango 2
62716284,Rango 3
43164249,Rango 4
46218300,Rango 0
47999967,Rango 1
54278939,Rango 2
18639104,Rango 3
68020417,Rango 4
68817123,Rango 0
26118603,Rango 1
59162327,Rango 2
35333188,Rango 3
69442781,Rango 4
44773206,Rango 0
