dni_persona,ruc_proveedor
29409258,20961181808
21710045,20374839377
55451310,20776621056
32130266,20133564734
20930269,20493570054
60950803,20724509151
71362285,20497921463
22836755,20091635554
63581333,20904865018
22139879,20634318022
45485326,20651801477
36762128,20991980383
80868058,20206558193
42303890,20767888096
11463697,20328382439
86108705,20749687127
67043688,20836439053
62680794,20361985987
83943939,20708049930
54139299,20328553406
61882160,20834334638
23889862,20915497053
95187716,20924973868
28020013,20133945786
42473989,20033815813
61207763,20296683815
72034433,20891587163
55044942,20112964389
24993629,20106843136
86889599,20821492944
64362288,20883446159
85066828,20128485390
14115881,20070706906
88908277,20453964382
12937978,20462214968
82219123,20072761888
12016718,20366063674
56676049,20591995527
73509678,20189710259
29344606,20718647066
78501620,20495212333
32114365,20361712965
31382110,20207656310
41470819,20422351861
25042052,20367777648
16102855,20413030191
52976032,20226685131
72407629,20899497669
71049592,20061894688
72564740,20773861586
97070201,20413740379
66685083,20263850806
15765006,20617243358
44880336,20662520062
28539776,20378775887
89317757,20464267457
59508214,20171063414
66374507,20884726892
57513354,20619904505
27639885,20107799770
17815363,20169358942
66843541,20712318671
75955835,20345370547
81342483,20463718163
91216721,20939088757
30722747,20001537900
96689510,20848714727
19038439,20883272308
29969541,20982963143
93355956,20630113626
45707307,20215919313
50784142,20297323780
74808415,20402987941
78899192,20087551179
85038906,20777362298
38354826,20517715137
49132825,20726649450
66250398,20686341925
95684181,20921461477
29363044,20560913542
21040909,20135565257
84923714,20127145837
63915767,20445837883
16790009,20894037076
60783101,20436878092
60879501,20060329028
66643053,20432932418
67060036,20426731781
66628324,20611056264
98086918,20124684191
71314029,20129094956
47482265,20983303647
73113872,20432180666
87527950,20268161763
77496583,20178241945
82784868,20021924507
39020092,20526263785
82453647,20784191511
51615830,20042324783
73557044,20318278393
29881807,20133660989
58547160,20307870017
66799500,20228489282
86616150,20767622701
80939136,20492634733
69000880,20738286104
67166140,20474134504
83669934,20506227646
72254399,20427328257
43945752,20197869607
41440155,20010341855
49511819,20905746606
36321225,20344950839
83567534,20436625097
22134999,20379458637
88310323,20498927067
80509004,20634151204
43106015,20734080769
30870767,20105349519
75036356,20807622732
48420495,20990895567
46696939,20937828639
32124773,20954210630
75139297,20892647359
41191640,20450589398
19512100,20517110040
61730912,20952043897
53987255,20825692879
16886089,20661160426
29136982,20674717229
19107081,20096129142
26300461,20106724102
19038439,20363122205
84663565,20260229267
17511513,20513830471
35847453,20938718186
82452962,20637031241
53237065,20702267053
35905375,20027820304
79749649,20702960762
89182992,20020025888
33597495,20958130090
92951966,20130271219
47002496,20501048484
74350295,20845074420
46696358,20736502772
20915758,20024327173
40449737,20491168230
72841757,20415518669
42310230,20137209632
99125596,20243125879
27078610,20286544995
76516497,20571080566
28993996,20586222617
69892265,20386388106
55988278,20727398426
84544464,20645969926
57462082,20444952228
31220860,20001205153
34102720,20490422167
35213082,20642304283
83065772,20795606346
45024795,20899683342
70624117,20595708661
22663616,20227848218
44591254,20969286157
96338821,20804589565
97340952,20421694402
71637409,20695065859
67633571,20450529701
57602041,20405797203
49373328,20427367329
50487313,20344099735
22683818,20844673348
56764780,20247228173
78523835,20051554874
50465354,20258785291
55999858,20831976628
50018092,20165979421
29059927,20290631929
80554510,20969947909
21525712,20627304183
71287666,20451928726
75822543,20858600960
37742428,20755046743
57646185,20763484615
13833390,20876573726
59050543,20005147445
70665579,20591679819
20495575,20682827467
56611817,20639981013
46754352,20569861198
18694339,20237916905
39462793,20550472673
71068110,20811676287
56395289,20113683572
38205461,20376214175
27505925,20850901313
48176844,20451465980
56927111,20486330707
35913104,20423287581
73014654,20581757612
75815926,20066348621
51515302,20697226615
55856362,20770451257
30134351,20587164790
33749312,20417593098
49994799,20463014083
46716513,20374570397
61272540,20365937264
96890615,20882328284
41706431,20151361091
62075659,20614206989
28768187,20678840438
97092649,20436384564
49771874,20672869169
25007760,20956242269
28458114,20444941659
89812926,20709432765
16502946,20441054111
92293800,20570290513
21850393,20492771017
33051305,20435317260
88946921,20994958619
73490472,20000823593
42639211,20528247498
86898196,20461501571
79261869,20033942379
42671573,20415375583
15877568,20736670139
21721598,20591466564
37362956,20815721755
97631131,20961622207
60823454,20447432810
28560481,20310486524
83214500,20481557713
56676049,20545260264
36917303,20752631299
37210090,20808853112
66635926,20934002137
37525633,20694306118
34423685,20518596294
89737674,20276119089
28606778,20695896333
77615160,20613244544
95713194,20489135953
56763529,20003885163
69286357,20801905526
49608502,20207845632
99359450,20711104808
13824412,20732624626
74531211,20527409798
65962381,20487054120
10537152,20575444891
32898067,20831740914
70040807,20720790382
73319078,20218089913
98452996,20898249634
59167462,20090120744
21626623,20067147648
21006608,20940208166
43568341,20743435148
44110084,20017274700
76354192,20480835191
89861994,20673543934
27788961,20969369583
65455193,20442171358
47673466,20568800328
22477565,20845519544
19079457,20893767886
80264761,20771526693
87939007,20863728169
67867576,20415852403
57130803,20644389429
69233259,20856915133
20580037,20755562487
33400642,20757568723
45355387,20649492264
82393474,20678366339
20844016,20377057891
89460362,20052674924
65466306,20920006933
72799460,20242341420
25699665,20074936996
37228901,20902913193
45014769,20898877265
84859585,20265611018
76350387,20833255348
93344649,20102022189
69801033,20915033232
94668900,20769401454
60638746,20801631896
81613212,20671473923
91501698,20025285513
59535915,20088555981
13743255,20894399666
95255617,20611555014
99214282,20655233341
83433580,20755221046
55057724,20567030314
76748438,20366359636
46468267,20086621833
53969992,20557029183
40195684,20232053575
18488120,20911579798
39658801,20237598198
22839043,20034723276
97189390,20549394640
53832603,20091575638
46394774,20950400366
25552799,20912717436
15980041,20551013633
98075702,20186614907
74687898,20540555896
82135934,20186846452
49898517,20300543123
10005851,20215892964
83709811,20346023736
48650714,20398298739
27136702,20337482182
75438211,20414779208
17827346,20158072463
33378569,20291345290
59409322,20370405870
18279247,20349223587
26835193,20239022251
25539882,20141844275
13596584,20869584338
20046316,20658357148
96122408,20873816313
19212959,20436748368
99615415,20330497454
98727797,20078315702
21418725,20794378691
73030122,20175898144
92394388,20330589748
97620767,20281254299
78196468,20438926415
37815378,20369193257
42093462,20192434458
43896215,20418738191
40247636,20834079682
13902038,20674986198
43020952,20995684370
30529760,20089779661
31706643,20794047545
97781309,20162117505
91732520,20151646999
82535930,20916320874
81514474,20382921189
77642583,20672765509
73100149,20752266685
95700889,20894808716
76675729,20229465404
15234164,20271086737
45398058,20354509766
94668900,20820319514
75966280,20218608014
61577277,20653373695
23870145,20386891002
44348193,20985675368
41120841,20612278861
62131403,20920381723
97496767,20674049889
17909381,20768838051
59901150,20722318319
96607103,20994731226
79902237,20637132005
43755331,20367467802
40702746,20154251445
29092534,20589426397
98228745,20976197140
80631774,20604218363
55884102,20072621904
68585655,20748069861
74020798,20960021397
17731407,20186374153
82925026,20523680204
34371071,20100617327
13638572,20515917802
19652530,20203818849
11856228,20337018021
98604089,20782192537
76115122,20676295614
65066122,20208814197
93713000,20794569771
56735838,20252053365
28989823,20958723747
83755528,20944616844
46218300,20983036897
59108735,20029585712
58005198,20216644955
85058786,20790208810
84480101,20580904296
52557140,20107908934
53099911,20896056202
59377514,20277077643
23792556,20737033897
90156731,20444867335
93256757,20018663275
10452240,20999694590
15864906,20652672711
84118728,20193289179
69891872,20003375128
80890819,20974767028
33836013,20584005016
34423685,20141459610
22313531,20076139322
73711601,20445367519
97023434,20508039970
85256055,20839816341
70241739,20456550283
68385725,20812816673
36260331,20794180947
85690111,20264330711
76230786,20122162776
78718319,20033191208
41821242,20468704571
14276365,20864740294
93474536,20497039991
24469244,20965680193
42313167,20680985524
28240967,20697630115
98068429,20604798953
49429083,20878690228
30282339,20400113786
71753582,20862312170
35390520,20820611774
74740309,20332516217
11950732,20245645577
67561812,20611151034
71535048,20683764660
97697955,20223714907
39078072,20914446125
40877257,20167515999
26940411,20038748531
35444935,20797459135
42526189,20318913589
79719474,20137268986
22568845,20530450372
19247999,20846620558
77644362,20252339594
54059348,20346615840
89921239,20089513115
23894025,20838086103
29189459,20687758328
16784858,20943726728
33814842,20110778285
94634901,20579753886
30334215,20223082999
17995447,20031183815
38315575,20131480094
70565610,20095195790
10122098,20443940982
31693354,20251666997
39183276,20170772897
48127808,20326989573
27398248,20899757922
44676007,20471402787
60943388,20113272382
59490648,20868317416
13010893,20656158659
34671940,20443620330
49004952,20282380935
47851299,20982812991
56096848,20813561266
42981580,20243840606
53576898,20403845685
44815546,20090235233
28718360,20887076199
99781134,20548958473
93867498,20925018981
40074257,20132396655
85607426,20187950535
90026567,20866592908
50257866,20252959205
83195187,20585021643
49984460,20128242337
64181455,20544328290
81164541,20795481715
87357351,20183485001
67401075,20924853000
31762026,20037674259
84670351,20831112936
29881807,20552815168
99224503,20770906394
45967321,20054919883
78669965,20702078266
71325816,20401191366
17555209,20900235852
32032762,20000805408
30562176,20128698177
32677974,20040746247
20099554,20861196202
82326683,20945196910
39846117,20927914453
47215721,20080126112
27575772,20375690272
41437615,20346252601
69946732,20006896679
88227906,20219274338
46905213,20486296929
85640586,20979949659
75237379,20810414115
81869826,20590967472
64992115,20584784685
36885863,20356771043
38854655,20875371082
35913104,20615550541
77379126,20164675667
65272858,20707585984
29586308,20175963308
12987865,20925930179
15411878,20469584914
49251359,20459067043
75832217,20303201910
76557840,20469073758
62257695,20608200124
23584462,20219007199
87709985,20679250605
77518724,20560847860
70276370,20745460094
74984510,20649970900
55467678,20782049844
57764932,20450053465
56690020,20053930812
60592365,20833376657
51382266,20963734047
92516387,20276412358
21940449,20802306775
88502926,20594941120
61067830,20044006215
53985316,20100811694
28104840,20208520772
30536924,20518495588
36061987,20125821577
43884142,20838479185
42456170,20554594960
63317531,20631962894
66681481,20312791591
70826113,20256078513
41893435,20298935211
21024536,20325813093
50336349,20888845237
39214992,20067542069
16811403,20554336899
42787210,20246402323
41868968,20922824154
91844435,20137720709
19038920,20900252144
25150193,20163197593
99927292,20961324472
39021513,20007915213
56209059,20120226318
38822858,20835738547
67329797,20414197635
75822543,20144241142
90942701,20737921913
28335816,20083331485
68284109,20694264272
63866949,20691713828
35855668,20162626811
13492974,20109644223
62738870,20478308271
58836606,20724767639
90361358,20976257767
15731496,20961589224
27261684,20007152684
17841076,20396209475
63918312,20012738202
25829190,20458929897
15276867,20108826044
75023819,20233709186
30445517,20455037484
61490072,20044441622
56153887,20770597813
48645141,20262016872
20533061,20490377610
40324816,20281803269
20991969,20756244453
53624617,20504194579
25657743,20678205680
56120677,20317609174
23822469,20273997558
25288434,20387914177
80935275,20110536556
64747879,20971812950
82715411,20509697235
27630986,20720708137
15423887,20982142556
97982321,20753053724
46776896,20111107740
88412308,20255455406
60006612,20711899674
56267524,20695145340
45208874,20637340745
56873350,20997390967
41953224,20764016787
24848342,20802248851
73138790,20789607114
15519747,20567884764
28728551,20556212050
14412032,20228841663
14927998,20989277073
96311293,20661827939
74674330,20381214827
61182744,20685383159
69066945,20135500540
20427504,20733295287
59686036,20686826413
16382143,20883743818
95346695,20493795743
70578141,20007878559
83860745,20680959267
70193798,20731462192
11952727,20733626654
62897226,20955713636
15830710,20503774159
87556854,20239206979
89736607,20583371548
39056834,20803306758
60369122,20314402422
10979405,20271854018
74107487,20981540011
56766562,20960506067
18010972,20831605231
43157611,20024671041
57861924,20569335594
74737479,20714383782
27323920,20186813867
15576281,20040590317
82910898,20231766776
33697855,20807934216
65756385,20037244322
67581964,20860979784
81061261,20130436052
78830145,20780571907
50998839,20919722440
43934546,20900918436
38703844,20505904679
79777454,20280922242
17859864,20962139255
62357508,20684797078
70835263,20963347870
21548329,20054041392
53016563,20634291877
85466549,20457920347
97606558,20557061143
87490283,20822956030
34683365,20307271936
97686076,20268520210
76421472,20440818328
21844719,20782778443
89008011,20991069946
36984322,20926883581
75456221,20213238685
42937043,20721109236
81807950,20821806985
97231637,20199318872
84329707,20515631754
15833275,20589397574
12004184,20781486735
30685521,20452892623
70171178,20403713822
80125065,20895044091
50449235,20480308587
18534784,20071624345
26606231,20354013616
63823967,20739636042
26733485,20634745905
57023714,20149092502
82796828,20591171043
50686200,20538012628
11691277,20601269242
44824425,20348924391
25931239,20969956595
89287056,20860157553
83196936,20144704586
67147807,20256951370
38748361,20631165236
56196028,20552546733
54859173,20956304092
51397668,20413799365
74274800,20592323272
15320311,20682595414
93859889,20291444828
67495309,20011552423
35229935,20260875922
19406132,20322539527
24479559,20312048485
91578300,20359884236
19069004,20364242775
95282128,20024277644
79700064,20694947442
29312829,20560461526
74286409,20336818592
45044852,20597887209
19300692,20599753232
40593156,20055560270
13053302,20719550634
49863860,20617149667
54318404,20050776344
14510001,20372074184
93168260,20920983059
96222410,20395845280
22614028,20860819182
14596970,20588427180
55904937,20157843332
36208169,20847162770
94805797,20986589445
92786221,20242484066
53359950,20189010439
69995614,20277424410
11428438,20423709215
72818980,20379371299
83389843,20812697582
14973992,20078978958
65875085,20796413906
28865081,20303397250
93236583,20454487902
91352523,20333402949
96573913,20262475006
84605539,20998073328
11050852,20100412808
69283116,20303607798
83826546,20991517378
43384721,20004383880
90586724,20850167195
58797536,20824193695
10463652,20764595725
15886041,20429793781
73831499,20461438430
97724573,20272944645
92430097,20326219208
50637757,20745659051
22643237,20372243294
17700999,20724247946
26711796,20951858410
91675255,20666083754
72291627,20162484136
41184222,20182178168
78340155,20975057834
58883977,20023384124
46232500,20081809730
24504896,20342892719
75723921,20018008706
25018460,20596575353
10508444,20792527196
44348193,20072463916
60899339,20026630969
81358688,20332002612
56450144,20510272162
67670285,20055647965
34606804,20087593689
70561498,20554280884
50565402,20870052036
97886017,20697644797
39836531,20215105559
48595755,20940688630
54037581,20321158290
44630189,20298718554
73172370,20747300983
37627664,20815311162
71414371,20979268138
60789238,20139330572
57133161,20008324346
75826428,20652336012
83433580,20677972854
51858992,20199031198
32677974,20802849439
42556538,20405241617
47714542,20618262183
39582407,20000861905
84106139,20049582888
10888988,20341829484
62209012,20599456291
23660406,20088433116
36315728,20476241328
62812432,20199576155
73950730,20415805025
31093410,20380477772
66009621,20804091238
56949242,20893140351
35585788,20786607756
91473660,20958299371
50236188,20125184910
87119812,20225478662
38423984,20378125315
20220899,20784162547
21097161,20683750291
47469447,20747849568
73659400,20059360907
20175281,20718918174
39543367,20650777185
89429228,20089430944
51278399,20396640609
27235624,20081480687
24974206,20682445885
72181662,20969545391
92017590,20594466568
45754602,20543218641
49890381,20956728348
55431089,20812083749
91624571,20374457090
45222018,20422472118
29350021,20181025053
72091229,20298888720
92625385,20610529769
88865027,20997346664
32022980,20655997764
83549215,20942052015
18525965,20070957788
77787568,20081903299
32421727,20921401907
93826452,20159357073
21844317,20765571393
19009228,20311925960
16238719,20749640832
36546579,20935865958
95711755,20423701261
33279726,20197212166
40832590,20926658256
27594775,20238402815
18178883,20803242616
45496414,20497638122
78762898,20264840949
84772884,20859685289
17157428,20720281982
62769451,20021601192
20982650,20531369731
63768342,20603646184
17594611,20342333138
83816753,20620078681
44029988,20230894238
70253101,20681141434
49292316,20196814963
59414186,20371849761
38703844,20977125686
62005185,20328688644
76847640,20268217066
52723430,20486146926
76678861,20421609036
22107532,20956112636
66816583,20138024802
40573338,20259776797
49120948,20815170901
53929901,20138826057
47032244,20800511793
78673427,20623958138
27731654,20887014777
86669603,20784185855
67481209,20213273682
10497830,20316395741
82685868,20002706623
75868599,20430088150
75713843,20779985974
97712773,20315880841
48902692,20699759738
55057614,20013975881
57647241,20253689951
33748316,20598953175
75297653,20317107863
92520500,20567328215
21122011,20553195371
78785193,20254468250
25103464,20292325504
88548201,20848300070
43410865,20217130756
89641442,20199602207
22154100,20725979502
25607576,20499980051
55463343,20466754151
82699343,20446226193
87383482,20756684693
99750417,20507080144
91678265,20311762802
88572028,20529720310
51401723,20660775882
62385335,20163289361
14013791,20487714907
96744628,20514683472
17968160,20325395467
30367177,20996011997
68295786,20376057930
23714165,20427089834
12472070,20992957860
10485110,20855398504
32635246,20376849175
89607896,20994796315
91384734,20720275303
31917331,20772925561
25792092,20287440236
28934599,20108361510
61937520,20006475342
73204832,20711976373
74572146,20154778994
40533433,20307514711
36306282,20580521905
74576750,20681061432
15672007,20314800499
81126198,20151403551
16923986,20604250756
11424896,20028629412
69351684,20163604072
62899165,20616071738
11389181,20528519027
28283912,20674983841
25587151,20719088427
14403560,20230433960
34523394,20068710890
15321585,20305118458
89944863,20392278298
23503989,20520316537
25116922,20680176453
92568658,20230608182
52633730,20332945267
54484900,20067933799
13689272,20734615824
23173556,20150711208
73783311,20243661410
74021163,20484501802
75242375,20207477473
94135054,20802660701
45208874,20680576809
59253252,20714050690
14869828,20632625202
52565657,20318975553
54123859,20430790742
43248404,20080666089
82926662,20725470527
33630863,20981705588
28000334,20601121319
71024975,20428971970
63846608,20269356760
33522019,20374560612
17583091,20248094793
22978901,20318449520
37607705,20576032858
47499169,20640912365
93708633,20372667556
62106469,20815537404
28506264,20689909291
27750916,20311987210
61750736,20299940902
95803863,20828246282
85177494,20806845439
84298355,20879371730
49983818,20084171198
97341787,20858015895
99210372,20788147629
88844433,20587164958
57816113,20433125700
71825984,20412133057
41482449,20851738709
13090113,20883056896
35783088,20463080187
33458490,20534353181
40594375,20415917606
98070700,20573747095
36352011,20637248160
27113671,20608810738
42554694,20589594400
49775366,20583814382
77691511,20256418833
88388025,20531250726
33112735,20221304291
96040818,20182741835
90157649,20871542694
51432874,20501305701
57629112,20261967910
70733235,20565802915
19232852,20237917626
93267952,20468487285
43788005,20543873731
26673893,20262132987
98848667,20313961041
25027671,20222339735
91811863,20489677753
86916367,20981701079
36361322,20154046495
80841058,20017049606
82844109,20196574546
64394849,20349422610
66395918,20324043305
77149329,20440142661
20787346,20325178992
16520835,20590078158
84740914,20031346272
39154792,20709957935
30111740,20301327824
41405387,20742215601
65649981,20444372111
34501099,20030253133
23701765,20322331794
83584137,20254479011
44435087,20418428222
86085950,20668043117
20913517,20296423238
67766824,20274487797
76197378,20087248096
51691753,20205298473
42985215,20703904334
85385198,20358867166
31516341,20771066283
53924052,20466608891
31096611,20594990387
34923760,20481925370
74473888,20838777107
26216398,20695290533
69969833,20157827630
65747511,20378846803
89631741,20288120010
44778024,20826800355
80505890,20515030663
17204914,20588689873
46599426,20032302416
29630977,20321296909
74237810,20145163644
39183276,20664688988
53158857,20229168404
20227503,20063119276
13743941,20367341369
57671981,20628623022
79812061,20289642484
73366375,20859825559
71936871,20853575447
97694209,20102499919
62363907,20304398710
25953593,20886130824
24771520,20880931032
68161547,20590600989
89631741,20881923668
94676837,20249294890
83832146,20931086820
63643506,20680195307
43108790,20977107221
17275628,20139645125
25213756,20328502586
90227292,20893770802
14933351,20370446959
47004815,20739653728
43877038,20676390099
10744184,20430544211
71990685,20480943734
26519268,20700147535
57046616,20316619913
47643655,20976006943
73622056,20565133002
55533100,20376689680
42063094,20700316373
14055130,20625363079
80010852,20694579259
29188926,20914491981
61546038,20826704570
92352037,20542213043
20299532,20862301682
71517845,20404014174
12674517,20525972994
91994369,20493049771
14057848,20252554319
83784536,20885249061
54498160,20444682950
41979486,20979306741
43132753,20729158643
86001575,20592936459
92949531,20106893109
62949779,20855072099
86346723,20373404062
33224002,20043716966
24216150,20658032132
82453419,20816564325
50140625,20157873210
75701279,20755242862
33651428,20082997161
44600454,20315928704
52405378,20780204953
15778223,20445345825
96955842,20623421411
73339583,20358023360
73814555,20255278160
78278289,20692117877
75257257,20354492372
11031821,20334856116
36125113,20911586725
83118855,20069024067
96444925,20111935275
83578975,20042741942
50113171,20154750688
12109073,20363140706
26909286,20976696869
95223951,20420774474
44353951,20885365414
28095075,20454868329
54429517,20228011830
50330003,20861967525
56499434,20228716386
41290801,20785269090
58640847,20508476216
66893525,20961945794
26696630,20206654949
90045154,20750481443
89884081,20026494860
61076668,20997466028
97538962,20783431242
75784811,20440341938
27352388,20878285170
39488909,20431540770
72235698,20868130589
77937084,20980729024
55783860,20821558379
86695090,20313363585
47884925,20323939914
26459349,20758010022
11349523,20650610739
39052615,20324026571
70587892,20461812848
90946664,20686708407
20681969,20866911766
18846633,20658153298
38364628,20243483626
52038701,20493938855
81094066,20870209388
37925216,20544071310
12247912,20489891532
13274331,20569947048
36155229,20055639031
92140318,20712610326
91500530,20585565791
20989162,20529359129
43562822,20905198787
19051084,20050183405
31955696,20080787303
49755396,20028941481
19717807,20990397982
62138766,20847969801
55351641,20500784948
60736539,20719470383
42669802,20785753202
41919014,20193529491
92977507,20533519985
84424871,20027448149
85421347,20459736605
24873095,20180788360
11634847,20538297449
73697592,20449048799
35808149,20836304158
43733761,20046401357
49459544,20490031926
46130867,20920514793
53426540,20846994252
24913400,20609858648
69374711,20535123636
67874179,20694370669
27959762,20359008778
37632574,20763929338
29089746,20746175480
59057861,20744500812
18359801,20155988262
77912711,20153554814
89375027,20031134948
23187445,20071399747
80102061,20272983699
65304813,20441797048
35327135,20432629280
59969717,20903187161
70826113,20267549182
60796755,20727534842
29640985,20561031011
58268820,20157719397
27294434,20988430721
52097431,20291481939
68192319,20872029867
41378734,20175823443
64422604,20306419964
97569216,20044777217
28896014,20364477469
67178188,20447724744
97403613,20689523755
97780359,20304520421
26442745,20094091370
38917238,20006405430
60853415,20198896727
97497081,20599461200
31954576,20748844809
48929181,20746859550
14043839,20913976974
56024482,20612662989
53033157,20217115155
72254399,20337151524
25793523,20004870854
59387258,20177472306
58797536,20780975574
24440381,20926913711
71390644,20601999397
35449665,20717651284
29092664,20666532078
68195615,20770253231
42428288,20796235665
66930032,20108820286
14018658,20585354108
99171012,20304429043
70856267,20510794685
91474901,20062529573
36247895,20947808193
62716303,20845118762
34283524,20963552648
14480000,20221269297
92245421,20193789167
93022767,20557592763
16248268,20609711330
52335052,20850067982
69658926,20930597135
64889855,20814700407
70740725,20759079753
40505144,20561787533
19331986,20971505723
73848649,20501015596
63439356,20158602935
59466570,20604875371
42143231,20399368213
20954795,20866225784
33134715,20441641355
12026795,20953295026
18215486,20349723703
98894207,20303947988
40430724,20943629809
57389862,20259873134
76780236,20980390777
17347690,20887939164
32234611,20499863724
50617363,20844113014
11300894,20241852268
27352234,20504693501
33933113,20188688464
31277232,20263479823
56405665,20117155547
46790339,20655448094
63882268,20615770699
37313763,20684564580
69310827,20700534010
58715400,20502021674
90547121,20297548717
81066322,20260756373
48718503,20032481940
35583930,20960883186
43067481,20786157986
83986994,20109016290
93713000,20992218862
44597563,20761386246
52759643,20083491922
77172901,20746738121
97421701,20610189783
13430134,20059547433
96651377,20934926079
14792931,20562811559
30902711,20269099480
94174993,20229460702
98513195,20155310534
17324314,20326697588
49983818,20177584944
29927552,20533566594
34292639,20305275048
13313106,20421523473
15393092,20606295970
84842875,20946790113
73615105,20365148864
33474799,20627931050
49112709,20904144888
11867470,20138876498
60029728,20749928406
35991149,20145192501
95006204,20615749848
18213876,20479152558
81454855,20824413696
13444296,20719602366
56746977,20952785699
96546317,20190529665
94038382,20536605997
36601024,20233537121
68688340,20689073274
69931587,20402939731
27773802,20445772544
39299384,20166156817
22827383,20939618996
69098163,20381300643
91295506,20927936124
92891411,20442695240
96153341,20034409380
17926412,20793417140
18168295,20016315215
57780435,20994842012
11841966,20749656698
98787857,20281648832
61785357,20072729872
57489864,20197284109
19044879,20781947462
45121204,20972435316
51748707,20448353709
68942785,20605424340
16555245,20432711693
31337723,20560951543
66740882,20198086103
43799679,20960135346
98337867,20117252911
16683638,20607918452
81404052,20435943889
93167442,20791654268
17198040,20886095304
69663958,20585587947
40119155,20269143070
14331701,20895518788
72337110,20337590605
94783065,20962025796
46277337,20034242725
82784868,20875879369
10998693,20717667255
58557313,20660519765
18947632,20003180021
65863524,20729596570
88758791,20237802817
69747417,20900232562
13812697,20744038091
87379676,20576414344
88685807,20874857628
18682950,20213622702
56436350,20451382240
11311351,20186061159
62745326,20163884737
22280436,20448361091
53660364,20955403945
39259391,20426378880
75580583,20205004613
36125113,20950552235
24562340,20289509134
19675149,20777058001
86303485,20952595780
15120915,20591287474
25888726,20905126912
97428790,20936955607
35598976,20367196000
98796363,20604666177
81483611,20409319176
58622539,20889406069
69714950,20464641589
71064911,20024167098
56033632,20514157926
43517958,20982893173
53591179,20761368063
87976011,20426172233
27362709,20340778434
35005352,20728968130
89548355,20706385586
79014934,20741907689
63860881,20541106781
19056515,20089244312
76419730,20270124661
58690464,20717120415
61232288,20630436006
61189180,20041169081
36198410,20545147971
71911973,20825388163
66405573,20133176244
51638086,20478518386
98575137,20730261058
36379107,20792388589
41961412,20514631026
59945876,20769938593
51865646,20727176609
69391624,20159519982
81465293,20686667178
24085435,20788498445
74058749,20284008404
48776439,20671341865
59357268,20539928064
41611331,20208045466
81616033,20439398771
74304881,20235673769
99781134,20607631819
81464980,20567332377
56699311,20672174948
12985257,20679892654
49420061,20640392998
28906336,20756506667
73850363,20007157433
55338026,20940322582
54799320,20039261237
13633188,20243810442
19047021,20654418175
39527942,20800923367
65513014,20146928116
10635617,20105902194
93146564,20986699197
60621585,20624564185
40201539,20865196892
26723591,20583399620
47764356,20768755311
43884142,20591833129
46175086,20717734581
62707206,20722342816
90102253,20123518459
36224101,20739727430
69000616,20329088851
62377969,20195457126
75399481,20153626218
69000880,20473059763
42824919,20627070648
69415724,20862675083
11535488,20589620165
38716274,20343101895
72007830,20239783812
57274957,20536458313
37324147,20439252393
46458716,20194901319
57334930,20250986493
73990655,20287493554
29168173,20325750783
91457177,20600407625
11369417,20752045786
91550461,20028307393
21271252,20766232954
42942678,20582614097
75836727,20565527371
70701438,20631801873
58843577,20707099013
58162207,20444542326
63030541,20339066578
45752346,20987550551
17275628,20900662031
58589596,20578165502
33622177,20568594421
42264493,20107079172
29986575,20476040332
38664487,20417038265
91266106,20738790059
50146788,20400625584
59519149,20536982506
20847139,20158717617
65735065,20063716221
44565277,20333614403
35459118,20291317113
18986670,20122104873
20345885,20275980535
94611578,20114244703
55578668,20519938250
33388397,20786771338
59866294,20366135890
72137741,20320402816
70999971,20199733267
67609056,20855880223
56567964,20526858259
15271544,20673346444
92612326,20011345185
58407393,20478078988
10753556,20792492563
91550509,20803397903
57516964,20261139268
31031608,20291708615
49775088,20071087930
10842804,20415364376
45175939,20205988258
48417726,20656075652
93681094,20786243394
37646782,20357790212
91407153,20936155824
36733455,20008418446
57146453,20106626103
46530458,20384730413
71695240,20920338690
67936546,20477489753
93567777,20992023223
68573717,20238346336
49033378,20233991709
30128151,20410675819
18208458,20518381223
73686771,20020889033
23818566,20322549430
11891273,20095047109
80459337,20113634311
70139502,20538803700
59371001,20140117812
95184488,20073045384
87914592,20553234132
84084490,20396883651
95388368,20752504843
74554610,20316601160
30844199,20879203454
44487967,20060950571
32635246,20913038764
30573383,20725804867
49003329,20165649830
64279682,20931147688
95227284,20792132879
63052102,20911953483
47642792,20049381051
74230350,20625181269
25918740,20647433780
61070493,20713176302
18195752,20468287524
85708134,20320001885
44632880,20619296140
11511607,20406103076
68989194,20222405690
93812038,20581028611
25169435,20683688151
97000593,20502915193
44371728,20226813448
74791846,20005093863
64810495,20274147563
17636557,20978028958
96412721,20604028759
95112672,20699322549
65200205,20357906374
73148912,20747929823
55557438,20179439081
60073271,20087344276
76747017,20366706301
43247067,20529580016
88666587,20195604213
97318417,20413741455
50637757,20182337155
24801309,20655529860
10261475,20586969054
70434249,20760273687
73296075,20855503749
23739860,20885755082
60921253,20534132056
48276715,20959312056
81464980,20475922031
92555162,20774605782
69233259,20279887601
18117772,20491098152
63698381,20460341774
46780980,20443723634
84697591,20322587277
96365604,20154855170
27370359,20964169929
12449219,20843993842
41650576,20664208684
57166342,20773910941
17858036,20687202285
47950049,20778068093
36422568,20218195575
47691050,20668286685
77725735,20990876267
50498554,20083223415
43157611,20933965396
55365864,20214413732
10463652,20740267772
96561279,20675957971
52626606,20436706957
21938263,20675178785
75211017,20916699405
17093729,20561876441
