dni_persona,num_colegiatura,especializacion
23917344,VET-285800,Cardiología
20066989,VET-529654,Medicina General
62591763,VET-748416,Medicina General
23222802,VET-700658,Cardiología
72204378,VET-487024,Cardiología
92236723,VET-436152,Dermatología
10612529,VET-175389,Dermatología
45771515,VET-927165,Cardiología
26858070,VET-051538,Cirugía
33436684,VET-261054,Oncología
76520812,VET-245744,Cardiología
90726280,VET-105537,Dermatología
87250951,VET-780941,Medicina General
18498780,VET-666590,Dermatología
72589476,VET-617978,Oncología
88705549,VET-991938,Oncología
64586858,VET-516894,Medicina General
37502321,VET-531833,Medicina General
28621770,VET-169915,Medicina General
56985202,VET-692463,Cirugía
97600168,VET-250096,Cardiología
44008666,VET-110779,Oncología
21993795,VET-683535,Oncología
96084069,VET-960505,Medicina General
37381052,VET-280668,Cardiología
80260993,VET-616289,Cardiología
33473410,VET-086569,Medicina General
22410398,VET-029064,Cirugía
78251237,VET-326286,Dermatología
67815823,VET-603696,Cardiología
52799437,VET-486015,Oncología
60217281,VET-653173,Dermatología
47411897,VET-773089,Dermatología
47780481,VET-587339,Dermatología
32402771,VET-877490,Dermatología
70581737,VET-518833,Cardiología
59629875,VET-983533,Cirugía
99826401,VET-935489,Cirugía
44271343,VET-344537,Cirugía
66734300,VET-142902,Medicina General
28196497,VET-462492,Cirugía
56075531,VET-062198,Medicina General
58184350,VET-075567,Oncología
39485579,VET-695712,Cirugía
84043831,VET-047418,Dermatología
94932341,VET-506648,Oncología
81520699,VET-799782,Dermatología
90152239,VET-237281,Cirugía
60064949,VET-730122,Dermatología
67084809,VET-476247,Dermatología
95129408,VET-063079,Medicina General
29654691,VET-423733,Cardiología
24377047,VET-745090,Oncología
50938524,VET-925390,Dermatología
51554114,VET-452587,Medicina General
86743318,VET-201701,Oncología
50346966,VET-228031,Dermatología
41269655,VET-111721,Cardiología
45027641,VET-345645,Cirugía
48596948,VET-614808,Cardiología
94200017,VET-260180,Dermatología
82235276,VET-662747,Cirugía
95452398,VET-435439,Medicina General
94230449,VET-319104,Cardiología
34736083,VET-028733,Dermatología
19940645,VET-708696,Cardiología
32488764,VET-025741,Cirugía
28438551,VET-927528,Medicina General
72869719,VET-979783,Medicina General
20353405,VET-638959,Cirugía
42567986,VET-599116,Oncología
33949924,VET-583422,Dermatología
48657504,VET-391519,Medicina General
72928363,VET-374052,Cardiología
10768416,VET-478272,Cirugía
21764604,VET-518841,Cirugía
92731515,VET-747231,Cirugía
43104042,VET-293629,Medicina General
82719264,VET-166534,Oncología
24128394,VET-785898,Cardiología
12797354,VET-170110,Cardiología
73998612,VET-069720,Oncología
72422038,VET-294310,Medicina General
41045680,VET-387985,Dermatología
89481056,VET-213335,Oncología
42696404,VET-976029,Cardiología
50191128,VET-310564,Cirugía
85599498,VET-819862,Dermatología
14168654,VET-314902,Cirugía
59362888,VET-758866,Oncología
20046845,VET-470176,Cardiología
66536269,VET-163606,Medicina General
86679210,VET-938606,Oncología
95062692,VET-049658,Oncología
56285555,VET-351769,Cirugía
29293456,VET-059420,Oncología
69496553,VET-285001,Cirugía
89778568,VET-322745,Cirugía
57420098,VET-768370,Cirugía
14345457,VET-432912,Dermatología
86929802,VET-441568,Oncología
48023019,VET-440353,Dermatología
42413697,VET-069327,Medicina General
35105725,VET-894032,Cardiología
17393670,VET-922126,Cardiología
58351447,VET-576506,Medicina General
96355301,VET-973228,Medicina General
47591379,VET-911725,Dermatología
64696064,VET-962219,Medicina General
63262295,VET-749575,Oncología
17504323,VET-670125,Dermatología
70008179,VET-616751,Medicina General
72165948,VET-195523,Dermatología
93872293,VET-513881,Cirugía
35014085,VET-891491,Medicina General
59828671,VET-294029,Oncología
10923397,VET-118612,Cirugía
61835598,VET-709207,Oncología
41575827,VET-802505,Dermatología
46012382,VET-290485,Oncología
56608920,VET-488038,Dermatología
25871954,VET-796323,Dermatología
90379591,VET-570904,Dermatología
91547256,VET-831112,Cardiología
37506004,VET-288867,Dermatología
82272739,VET-405347,Oncología
34709451,VET-432852,Oncología
94838526,VET-475209,Cirugía
70931062,VET-835338,Cirugía
28488823,VET-745322,Cardiología
28184780,VET-730986,Cardiología
36486895,VET-449531,Dermatología
95016954,VET-739203,Oncología
57540326,VET-560913,Oncología
67985428,VET-921322,Cardiología
44359333,VET-215864,Oncología
76744244,VET-226486,Cardiología
43168284,VET-126320,Cardiología
85395964,VET-162450,Cardiología
31779665,VET-331113,Cardiología
73724727,VET-191376,Dermatología
54378292,VET-263319,Medicina General
62796521,VET-428541,Oncología
24362132,VET-782162,Oncología
89247074,VET-480762,Cirugía
80996177,VET-311759,Dermatología
42434851,VET-195253,Oncología
72922953,VET-920907,Dermatología
94823658,VET-697600,Cardiología
20511651,VET-508566,Oncología
96300660,VET-877848,Dermatología
65848634,VET-342086,Dermatología
26898468,VET-836102,Oncología
51826445,VET-685039,Dermatología
11751798,VET-481981,Medicina General
51023773,VET-128532,Oncología
32810902,VET-103226,Dermatología
16064095,VET-499122,Dermatología
36513232,VET-926075,Cirugía
43006283,VET-410479,Oncología
47647566,VET-542517,Dermatología
40178879,VET-618356,Medicina General
46699906,VET-378739,Cardiología
24124018,VET-476764,Medicina General
65268671,VET-552268,Dermatología
22611385,VET-670376,Dermatología
94812479,VET-758758,Cirugía
49165350,VET-934667,Medicina General
82998377,VET-718236,Medicina General
64377464,VET-900573,Cardiología
84574715,VET-890623,Oncología
28336611,VET-462719,Cardiología
91487296,VET-394635,Cardiología
93848804,VET-108014,Dermatología
78196950,VET-486790,Cirugía
61376151,VET-606934,Oncología
12689321,VET-218761,Oncología
26896304,VET-284996,Oncología
66941622,VET-393221,Cardiología
16343979,VET-309332,Oncología
83705677,VET-680985,Cardiología
69877915,VET-663030,Medicina General
95230880,VET-289213,Medicina General
76321196,VET-578586,Oncología
75265863,VET-493116,Cardiología
51791564,VET-127146,Cardiología
51310864,VET-009214,Oncología
78780910,VET-608781,Cardiología
41444659,VET-768389,Oncología
41108742,VET-905922,Cirugía
44114895,VET-082952,Cardiología
83616722,VET-084953,Medicina General
62350574,VET-331672,Cirugía
55531242,VET-744095,Medicina General
37401451,VET-286494,Cirugía
21924275,VET-998646,Oncología
28106020,VET-817229,Cirugía
82698708,VET-460973,Cardiología
11294302,VET-237924,Cardiología
35982557,VET-278594,Dermatología
94310756,VET-174257,Medicina General
53742774,VET-582905,Oncología
24380117,VET-136619,Cardiología
30442512,VET-349800,Cirugía
22780961,VET-844290,Medicina General
34323122,VET-885247,Medicina General
36972891,VET-757299,Cardiología
52478911,VET-820001,Cirugía
21939863,VET-393034,Medicina General
18148982,VET-007732,Cirugía
39472820,VET-033310,Medicina General
24857449,VET-239449,Cardiología
48370558,VET-269656,Cirugía
45882279,VET-209742,Cirugía
91393385,VET-349016,Dermatología
11275615,VET-761915,Cirugía
70534037,VET-683347,Cirugía
79669182,VET-378346,Cirugía
43441898,VET-706032,Oncología
52518904,VET-353312,Medicina General
13212301,VET-733669,Dermatología
89582498,VET-804884,Cardiología
71708604,VET-823498,Cardiología
35336993,VET-598672,Dermatología
44307919,VET-795756,Cardiología
61300318,VET-193205,Dermatología
65853429,VET-750692,Oncología
74101774,VET-645201,Cirugía
84918843,VET-702384,Medicina General
58634795,VET-852035,Oncología
11507851,VET-865505,Cirugía
92461179,VET-060145,Cirugía
94153691,VET-914056,Oncología
51092492,VET-603607,Medicina General
38963277,VET-294086,Dermatología
96626815,VET-876932,Oncología
52084644,VET-034122,Cardiología
63709683,VET-384378,Oncología
22488563,VET-310110,Dermatología
82341861,VET-363023,Cardiología
21964828,VET-498539,Cirugía
49783281,VET-990490,Medicina General
64895205,VET-673304,Medicina General
10444834,VET-191091,Cardiología
58251465,VET-541323,Cardiología
65163824,VET-846421,Cardiología
19102805,VET-341566,Medicina General
67600127,VET-331961,Cirugía
30757423,VET-845819,Cirugía
35316343,VET-340125,Oncología
25529013,VET-182977,Oncología
46586706,VET-432025,Dermatología
37080162,VET-477387,Dermatología
17903457,VET-788606,Dermatología
41820718,VET-839226,Cirugía
42508309,VET-721629,Cardiología
19514439,VET-773746,Cirugía
44543482,VET-394292,Cirugía
13014925,VET-448853,Oncología
65973530,VET-474069,Medicina General
66637403,VET-801870,Dermatología
39364617,VET-472040,Cardiología
26549974,VET-600450,Oncología
84197025,VET-072925,Oncología
31177188,VET-310898,Cardiología
68294507,VET-368117,Cirugía
84112045,VET-109503,Dermatología
22408590,VET-095295,Cardiología
20477299,VET-100500,Dermatología
92436180,VET-347734,Cirugía
93541682,VET-643947,Cardiología
95971168,VET-590774,Oncología
12128440,VET-483549,Medicina General
49709135,VET-240866,Cardiología
50729308,VET-810675,Dermatología
27622245,VET-727435,Dermatología
29495517,VET-173779,Cirugía
67786490,VET-272554,Cirugía
83653749,VET-302930,Cardiología
94215629,VET-800479,Cardiología
20078272,VET-220481,Cardiología
79703338,VET-860184,Dermatología
69336239,VET-871177,Oncología
54312248,VET-583459,Cardiología
73790780,VET-701679,Cardiología
66270455,VET-181331,Medicina General
42997423,VET-564441,Oncología
56921105,VET-499317,Dermatología
72839474,VET-752687,Cirugía
90502649,VET-496058,Cardiología
75294974,VET-004015,Cardiología
19256426,VET-421417,Cirugía
78679465,VET-784896,Medicina General
77488183,VET-410165,Oncología
93543503,VET-160521,Medicina General
92923733,VET-864235,Cirugía
45008324,VET-753189,Cirugía
78692045,VET-734548,Medicina General
73523639,VET-412401,Cirugía
26801146,VET-874971,Cirugía
44355672,VET-193120,Medicina General
16202476,VET-725307,Oncología
66506209,VET-537444,Medicina General
38866173,VET-232373,Medicina General
26473530,VET-243557,Cirugía
16508927,VET-406306,Oncología
73218617,VET-448173,Medicina General
91493125,VET-918864,Cirugía
15151660,VET-681402,Oncología
39675359,VET-870188,Cardiología
88234917,VET-378103,Cardiología
17527348,VET-879580,Cardiología
83743047,VET-435645,Cirugía
97731559,VET-754134,Dermatología
64198858,VET-578045,Medicina General
72552661,VET-331809,Dermatología
10633664,VET-869375,Medicina General
63034029,VET-357794,Cirugía
22658557,VET-756006,Cardiología
76968152,VET-845482,Medicina General
17806519,VET-155379,Oncología
65316376,VET-542000,Medicina General
13138597,VET-315482,Cirugía
55649083,VET-932420,Cirugía
92849497,VET-324482,Medicina General
94874280,VET-485895,Cirugía
41351929,VET-781821,Cardiología
14979805,VET-926789,Cirugía
72871762,VET-562188,Oncología
97355567,VET-154917,Dermatología
96015228,VET-606662,Cirugía
21630524,VET-523456,Oncología
44403020,VET-536539,Medicina General
11572408,VET-198848,Dermatología
97875456,VET-285750,Medicina General
24553854,VET-355134,Dermatología
67884614,VET-952395,Oncología
85454163,VET-405636,Dermatología
82874677,VET-264936,Cirugía
73756709,VET-846636,Oncología
35204183,VET-524981,Medicina General
89680531,VET-077249,Medicina General
95789613,VET-620712,Cirugía
40583331,VET-382634,Cirugía
57487295,VET-613565,Medicina General
29871426,VET-285121,Cirugía
91373340,VET-483304,Dermatología
41762406,VET-496257,Medicina General
20771518,VET-488893,Cirugía
60947727,VET-105490,Medicina General
69020567,VET-343832,Oncología
44142824,VET-320542,Medicina General
57783511,VET-988864,Cirugía
23572082,VET-645026,Cardiología
88096347,VET-102464,Cirugía
17503386,VET-209891,Oncología
96761483,VET-391632,Cardiología
75814032,VET-888264,Dermatología
23834091,VET-214099,Cirugía
45818634,VET-495654,Dermatología
38270964,VET-618679,Cardiología
54544676,VET-102908,Cardiología
29497634,VET-915282,Medicina General
76892264,VET-993372,Oncología
44931011,VET-326805,Medicina General
80356860,VET-878205,Cirugía
18918076,VET-857769,Medicina General
86071134,VET-541656,Medicina General
77468702,VET-015854,Cardiología
40602645,VET-692769,Dermatología
41925881,VET-756741,Oncología
93890702,VET-473784,Dermatología
60522957,VET-045473,Cirugía
79175326,VET-048350,Dermatología
68790385,VET-404618,Cardiología
66960868,VET-630884,Oncología
89053550,VET-228521,Medicina General
44955403,VET-826557,Cardiología
39385676,VET-180073,Cardiología
96616940,VET-701822,Dermatología
69442672,VET-975429,Medicina General
26138302,VET-496129,Cardiología
71487532,VET-874497,Medicina General
92257906,VET-946086,Oncología
33254640,VET-677160,Cirugía
87272700,VET-698978,Medicina General
91907362,VET-114982,Cirugía
41456137,VET-451529,Medicina General
82300403,VET-694712,Medicina General
52698805,VET-423089,Medicina General
26904892,VET-840983,Cardiología
10731616,VET-724330,Cirugía
64675144,VET-651779,Oncología
85058443,VET-623215,Dermatología
18833348,VET-283017,Cirugía
42388891,VET-120405,Medicina General
51440504,VET-444755,Cirugía
25502549,VET-722539,Cardiología
39233188,VET-673023,Oncología
87975966,VET-940088,Medicina General
21855471,VET-990465,Oncología
77541776,VET-616565,Oncología
54678775,VET-122315,Oncología
61830411,VET-814481,Cardiología
59934807,VET-265587,Medicina General
35637375,VET-020805,Cirugía
38313138,VET-067907,Dermatología
86769381,VET-746752,Cirugía
86141612,VET-495478,Cardiología
67081203,VET-531376,Cardiología
49190907,VET-530539,Dermatología
84182501,VET-301450,Medicina General
87690878,VET-373946,Oncología
56949285,VET-583987,Medicina General
12187587,VET-437396,Cirugía
39084239,VET-748196,Dermatología
33715460,VET-604675,Oncología
78908060,VET-646924,Oncología
71074780,VET-680038,Cirugía
64137124,VET-341921,Cardiología
15095778,VET-243575,Medicina General
90438840,VET-743887,Medicina General
75919155,VET-388026,Dermatología
45006911,VET-713586,Oncología
56431784,VET-408827,Dermatología
27376444,VET-246741,Oncología
78704550,VET-058195,Oncología
20203355,VET-758450,Cardiología
11500283,VET-659998,Cardiología
62469153,VET-570332,Medicina General
13768441,VET-215243,Medicina General
93184452,VET-752906,Cirugía
83783879,VET-630599,Oncología
31601081,VET-268128,Medicina General
44417813,VET-891189,Medicina General
61342310,VET-039476,Cardiología
87806354,VET-952399,Oncología
30891134,VET-457779,Dermatología
84947608,VET-837126,Medicina General
85151485,VET-499316,Cirugía
68882417,VET-423312,Medicina General
29221615,VET-015820,Dermatología
63459241,VET-701442,Oncología
91513324,VET-027791,Medicina General
63827173,VET-654233,Cirugía
59019086,VET-862941,Cirugía
27999770,VET-250379,Dermatología
16603500,VET-043504,Cardiología
11124304,VET-645970,Oncología
62497247,VET-102859,Oncología
88714689,VET-133838,Medicina General
83355388,VET-371983,Dermatología
22012779,VET-686016,Oncología
16564780,VET-966880,Cirugía
33870150,VET-406495,Dermatología
25743695,VET-294903,Medicina General
24447815,VET-995221,Cirugía
45139557,VET-712592,Medicina General
70330057,VET-637767,Cirugía
25483092,VET-001633,Medicina General
58715273,VET-031306,Cirugía
36657840,VET-989409,Oncología
88882130,VET-981426,Cirugía
22114271,VET-142840,Cirugía
88218644,VET-140387,Oncología
61439277,VET-513550,Oncología
68982769,VET-542788,Medicina General
96905154,VET-541526,Cardiología
73074351,VET-587152,Medicina General
23786673,VET-336162,Cardiología
73322712,VET-210529,Dermatología
90276307,VET-184891,Cirugía
87833741,VET-006876,Cardiología
71843709,VET-975158,Medicina General
86743048,VET-097205,Cirugía
29977315,VET-821369,Oncología
59153590,VET-787918,Oncología
83068234,VET-343927,Medicina General
69454294,VET-356458,Oncología
57632899,VET-409698,Cardiología
51530263,VET-602559,Cirugía
22770866,VET-766878,Medicina General
26985578,VET-965209,Oncología
96953097,VET-829084,Cirugía
35798247,VET-821172,Medicina General
90975347,VET-506397,Cardiología
43251762,VET-620375,Cirugía
93458098,VET-190777,Dermatología
87069227,VET-334328,Dermatología
95179987,VET-357036,Cardiología
16799658,VET-172095,Cirugía
52202359,VET-029677,Cirugía
34688062,VET-495783,Medicina General
34830764,VET-240712,Dermatología
31686211,VET-228771,Cirugía
54271016,VET-954663,Oncología
89792764,VET-607858,Cardiología
81696686,VET-032209,Cirugía
27173235,VET-190473,Oncología
19680702,VET-998262,Medicina General
15894820,VET-240111,Cirugía
64129956,VET-885887,Cirugía
13688043,VET-812302,Cirugía
69255000,VET-551938,Dermatología
77149924,VET-698906,Cardiología
77322601,VET-128160,Cardiología
82129474,VET-627925,Cirugía
21163873,VET-547824,Oncología
18027427,VET-237605,Oncología
54014452,VET-532379,Oncología
76800696,VET-760227,Oncología
81173920,VET-935027,Cardiología
17019424,VET-635696,Cirugía
88221533,VET-537356,Oncología
54754471,VET-295076,Medicina General
31359818,VET-190296,Oncología
70738223,VET-024655,Medicina General
63018785,VET-046563,Oncología
17505716,VET-231560,Oncología
81207598,VET-214294,Dermatología
14555890,VET-667686,Medicina General
58080280,VET-156334,Cirugía
79407700,VET-418709,Oncología
86434015,VET-004860,Medicina General
36577174,VET-455163,Oncología
93666278,VET-755780,Oncología
25084967,VET-531975,Dermatología
76575932,VET-813305,Cardiología
99470986,VET-476456,Dermatología
37759826,VET-986523,Medicina General
34139977,VET-626476,Oncología
93510977,VET-107001,Cardiología
14170580,VET-473329,Dermatología
17570062,VET-604869,Oncología
17935528,VET-244855,Medicina General
38363299,VET-467498,Cirugía
69468563,VET-114266,Cirugía
35678097,VET-993105,Medicina General
22277841,VET-305586,Cardiología
44258979,VET-349709,Medicina General
19510490,VET-801082,Cardiología
40311263,VET-313152,Dermatología
86003528,VET-193759,Cardiología
44356475,VET-767877,Dermatología
52358317,VET-777446,Medicina General
21947918,VET-519642,Oncología
47732584,VET-105968,Oncología
27740464,VET-270191,Cardiología
71991759,VET-098312,Oncología
86167225,VET-205540,Oncología
65923685,VET-741262,Cirugía
10703611,VET-581869,Cardiología
34974349,VET-561363,Cirugía
83224305,VET-790209,Medicina General
16407165,VET-510303,Medicina General
99682366,VET-042056,Cirugía
79442676,VET-551554,Medicina General
89521902,VET-945610,Cirugía
93138927,VET-838157,Cardiología
77652359,VET-896807,Cirugía
46707003,VET-406550,Dermatología
37399398,VET-575312,Medicina General
54219963,VET-510614,Medicina General
57236678,VET-279363,Oncología
88024022,VET-958826,Cardiología
67271922,VET-734400,Dermatología
20866119,VET-710406,Oncología
69202613,VET-759317,Oncología
14901028,VET-511330,Dermatología
71657504,VET-871341,Oncología
45746270,VET-149230,Dermatología
65125100,VET-614337,Medicina General
22214360,VET-064014,Dermatología
37396339,VET-531079,Medicina General
19686560,VET-272180,Cirugía
94206648,VET-311145,Cirugía
95630119,VET-366665,Cardiología
81319622,VET-154909,Medicina General
38212775,VET-446361,Cirugía
78383229,VET-256135,Oncología
90213911,VET-870230,Cirugía
20490613,VET-075060,Cardiología
67735492,VET-359543,Oncología
13044590,VET-257184,Medicina General
21098400,VET-539632,Cardiología
57830804,VET-273836,Cirugía
19584452,VET-111345,Oncología
80854941,VET-681184,Cardiología
74910797,VET-306530,Medicina General
20569154,VET-955066,Cardiología
11404196,VET-714087,Cirugía
78852295,VET-567611,Medicina General
64702992,VET-709134,Oncología
95048531,VET-381453,Dermatología
44534550,VET-076167,Cirugía
23055165,VET-403461,Oncología
79709021,VET-311605,Medicina General
40267186,VET-307116,Oncología
26567107,VET-620358,Medicina General
34701822,VET-532451,Cardiología
82051807,VET-215496,Oncología
22485970,VET-225619,Dermatología
31590240,VET-185535,Dermatología
87761591,VET-711545,Medicina General
48811519,VET-004231,Dermatología
84658233,VET-095177,Medicina General
35018176,VET-499648,Cirugía
38445642,VET-987844,Medicina General
99750496,VET-928023,Cirugía
36805460,VET-915820,Cardiología
54206752,VET-374762,Oncología
58655908,VET-537662,Medicina General
53776739,VET-617204,Oncología
22426149,VET-751019,Cardiología
18968818,VET-430931,Cardiología
45778643,VET-385895,Cirugía
15004711,VET-422387,Oncología
81342949,VET-242841,Cirugía
60324741,VET-088145,Medicina General
68497360,VET-090200,Medicina General
63453342,VET-763305,Oncología
68556789,VET-184318,Oncología
40360497,VET-482655,Cirugía
38457491,VET-263952,Medicina General
88336482,VET-519004,Oncología
26052528,VET-431853,Medicina General
61491037,VET-077253,Oncología
12437203,VET-935692,Cirugía
74613376,VET-111842,Cardiología
22334470,VET-874874,Dermatología
70287046,VET-329151,Cardiología
12780656,VET-243586,Medicina General
90241077,VET-281614,Oncología
61002350,VET-415229,Dermatología
23915049,VET-789695,Cardiología
81393017,VET-616191,Cirugía
67206711,VET-861398,Cardiología
86657744,VET-457220,Cirugía
27555735,VET-494535,Cirugía
31593138,VET-163263,Medicina General
88305600,VET-943385,Oncología
91263569,VET-003846,Dermatología
15413656,VET-210553,Dermatología
87672400,VET-931436,Oncología
85366296,VET-958452,Cirugía
25909935,VET-373383,Cardiología
56650665,VET-777063,Cirugía
64281016,VET-336834,Cirugía
10555961,VET-596534,Cardiología
66645050,VET-309345,Dermatología
68293663,VET-422134,Oncología
88015543,VET-958325,Cardiología
28088699,VET-371065,Cardiología
16365637,VET-199080,Medicina General
86827799,VET-106253,Cardiología
54718687,VET-037423,Dermatología
96620121,VET-118718,Medicina General
59965225,VET-173111,Medicina General
48899380,VET-451829,Dermatología
61481933,VET-016431,Dermatología
36113204,VET-668282,Cardiología
71573529,VET-660457,Medicina General
20006593,VET-012734,Cardiología
17081210,VET-023767,Medicina General
95089698,VET-792813,Oncología
63719769,VET-808971,Dermatología
22715909,VET-666670,Cirugía
92430774,VET-023574,Dermatología
88553313,VET-145851,Dermatología
85143319,VET-764698,Dermatología
68984519,VET-854665,Medicina General
10393396,VET-555325,Cardiología
63675409,VET-773096,Cirugía
53760689,VET-898332,Cardiología
89329331,VET-731584,Oncología
87056458,VET-404021,Cirugía
31798489,VET-869810,Cirugía
58256073,VET-858600,Cirugía
66032536,VET-303647,Cirugía
25707398,VET-317552,Medicina General
80830468,VET-129695,Cirugía
97784006,VET-450892,Oncología
46283164,VET-332665,Dermatología
62025370,VET-545845,Cirugía
69150166,VET-605040,Medicina General
48793441,VET-038427,Medicina General
85332202,VET-249766,Dermatología
61944087,VET-632985,Dermatología
47364260,VET-445922,Dermatología
63786206,VET-016432,Oncología
80491123,VET-128910,Cardiología
97367535,VET-204400,Cirugía
29425312,VET-872472,Oncología
39205836,VET-488518,Oncología
37059494,VET-944891,Medicina General
74563425,VET-071035,Cardiología
40766893,VET-205988,Cirugía
88582584,VET-874339,Dermatología
15887617,VET-507927,Medicina General
11457173,VET-371848,Oncología
40283192,VET-984377,Dermatología
75626892,VET-112238,Dermatología
14548769,VET-295631,Cardiología
62615575,VET-635071,Dermatología
33171169,VET-065918,Medicina General
98164333,VET-154624,Dermatología
33848316,VET-227559,Dermatología
15487185,VET-290610,Medicina General
50396784,VET-489338,Oncología
28123702,VET-788747,Cirugía
80666764,VET-909948,Cardiología
69165227,VET-226862,Medicina General
99664440,VET-307696,Medicina General
46917194,VET-682127,Oncología
46388637,VET-628295,Dermatología
37147407,VET-681912,Dermatología
25854616,VET-085098,Cirugía
93024446,VET-907756,Cirugía
95209798,VET-028340,Cardiología
51900502,VET-956766,Cirugía
28036658,VET-909049,Oncología
52843361,VET-859862,Dermatología
67898782,VET-166432,Oncología
31709849,VET-888817,Cirugía
85482221,VET-408501,Oncología
13394786,VET-191914,Medicina General
74476036,VET-853418,Medicina General
80528779,VET-749801,Medicina General
83247385,VET-738562,Cardiología
36512314,VET-223434,Cirugía
44511464,VET-855076,Cirugía
93921047,VET-014330,Oncología
28158433,VET-595989,Cardiología
23067890,VET-373936,Oncología
59669011,VET-578585,Cardiología
54420393,VET-004688,Dermatología
53903668,VET-518385,Medicina General
30547146,VET-925929,Dermatología
74938870,VET-341797,Oncología
32325557,VET-136978,Cardiología
75124389,VET-976581,Cardiología
92930229,VET-609225,Dermatología
22103129,VET-550201,Cardiología
20633357,VET-841333,Medicina General
33793308,VET-786538,Oncología
18338420,VET-476602,Medicina General
57826750,VET-720091,Medicina General
48662616,VET-280988,Cardiología
50923672,VET-601761,Dermatología
45974723,VET-159286,Dermatología
92549260,VET-456656,Oncología
88189316,VET-691543,Oncología
33662626,VET-370153,Dermatología
54825240,VET-539331,Oncología
96518268,VET-728925,Oncología
73801431,VET-906709,Dermatología
48670872,VET-961527,Cirugía
11744945,VET-311498,Dermatología
22692486,VET-903792,Dermatología
29777885,VET-848617,Oncología
59368785,VET-154707,Medicina General
69551862,VET-714236,Oncología
83994738,VET-976874,Cardiología
26600587,VET-375288,Cardiología
92057845,VET-435496,Cardiología
36065430,VET-828514,Cirugía
51828046,VET-454366,Medicina General
99100034,VET-946758,Dermatología
60873613,VET-511857,Dermatología
10284405,VET-916689,Dermatología
17416722,VET-082152,Medicina General
27254290,VET-134229,Cirugía
87337592,VET-219308,Cirugía
14609312,VET-290807,Medicina General
59576550,VET-699604,Oncología
64792212,VET-470508,Cirugía
19630002,VET-861471,Oncología
37888390,VET-291279,Oncología
70717952,VET-612495,Cirugía
98711021,VET-976282,Dermatología
16860752,VET-333426,Oncología
68723673,VET-047950,Oncología
44582677,VET-522367,Oncología
45345612,VET-344794,Cardiología
83376831,VET-080261,Dermatología
73066541,VET-072692,Cardiología
94408558,VET-273262,Cirugía
21149729,VET-002745,Cirugía
63347952,VET-596280,Cirugía
77262766,VET-210828,Oncología
80062610,VET-371953,Cirugía
53510484,VET-013625,Cardiología
30349342,VET-396927,Medicina General
73071505,VET-782954,Oncología
11035962,VET-252896,Medicina General
76062035,VET-110822,Oncología
91140303,VET-148202,Oncología
51959495,VET-900051,Dermatología
95886416,VET-180835,Dermatología
24209103,VET-309110,Dermatología
15139164,VET-687003,Cardiología
83695370,VET-135758,Oncología
39277090,VET-803244,Medicina General
73888939,VET-570304,Oncología
22547750,VET-876340,Oncología
56953387,VET-774882,Dermatología
23115215,VET-342755,Cirugía
20711207,VET-847210,Cirugía
55432230,VET-994495,Cirugía
50464073,VET-377123,Oncología
15549589,VET-358897,Oncología
26636257,VET-565062,Oncología
57684156,VET-942759,Cardiología
24630010,VET-135900,Oncología
20226680,VET-871995,Cirugía
11250990,VET-894250,Oncología
93638282,VET-451295,Dermatología
93929090,VET-006845,Cirugía
34117232,VET-296988,Cardiología
91227067,VET-407793,Cirugía
83572928,VET-151536,Dermatología
41943031,VET-338156,Cardiología
21418953,VET-367705,Dermatología
78230905,VET-022889,Medicina General
49735010,VET-743634,Medicina General
48407725,VET-274068,Cardiología
53122587,VET-203685,Oncología
55197538,VET-204305,Cirugía
56184106,VET-818678,Dermatología
74841747,VET-106629,Oncología
77886585,VET-515805,Dermatología
54523366,VET-933496,Cirugía
76131299,VET-104028,Cirugía
85064039,VET-919685,Dermatología
73759209,VET-241249,Medicina General
49581716,VET-574364,Oncología
22932984,VET-445983,Dermatología
91373565,VET-599840,Oncología
26871437,VET-856012,Cirugía
34709196,VET-160896,Dermatología
16827653,VET-414752,Dermatología
92486263,VET-265112,Oncología
67052323,VET-051012,Medicina General
83282262,VET-000389,Dermatología
79220382,VET-946316,Oncología
29963215,VET-539011,Dermatología
63988532,VET-701681,Oncología
38331000,VET-947482,Dermatología
13816351,VET-489698,Medicina General
84810367,VET-733981,Cirugía
40903678,VET-885940,Cirugía
19737745,VET-108511,Dermatología
35660620,VET-102580,Medicina General
88049962,VET-099028,Medicina General
31763627,VET-097935,Cirugía
23406707,VET-122197,Oncología
58971753,VET-623953,Oncología
66315354,VET-637042,Medicina General
88251281,VET-748028,Medicina General
91867469,VET-190576,Cirugía
16659037,VET-744537,Cirugía
64764994,VET-343994,Medicina General
50500914,VET-686412,Cirugía
21226891,VET-970910,Cirugía
79096178,VET-831323,Cirugía
77748329,VET-712322,Cardiología
98997188,VET-872786,Cardiología
14228303,VET-590479,Dermatología
18632596,VET-555166,Dermatología
60907886,VET-608432,Cirugía
54981167,VET-918991,Oncología
42705459,VET-661716,Cirugía
33572527,VET-613571,Cirugía
63703041,VET-742073,Cirugía
12203856,VET-008015,Dermatología
47125103,VET-786643,Cardiología
74530820,VET-087346,Cirugía
48386737,VET-210318,Dermatología
21273656,VET-523507,Oncología
39975381,VET-675281,Medicina General
24043231,VET-227004,Cardiología
30885382,VET-827607,Cirugía
99437804,VET-769364,Oncología
96720550,VET-226433,Cirugía
90384856,VET-833545,Cirugía
