dni_persona,telefono_fijo
79401114,94520
33918704,39257
90299705,13991
92628258,77921
40594856,13177
98467912,99303
79888485,98764
60976705,50193
25148356,81122
49053376,39484
26882927,45089
88461983,62639
96975078,60410
21090207,54804
31223438,57857
48478180,82585
90102368,27982
43000745,30247
60933347,47160
84041757,96441
59660543,55537
82096181,54292
30013456,33571
51796765,12401
25717900,46971
26720813,53849
42406070,97817
80726435,65259
85392684,52152
87751818,85906
56038147,84894
15655341,99530
87767758,51370
72732682,84060
88948655,82472
55147904,70365
71054087,17541
33373079,44202
20792697,69124
95340734,75324
44751394,17929
58624590,69117
81855301,61975
60975135,21623
48107936,98655
94907022,57875
69038358,18993
21051047,19216
63936273,19471
93240072,12633
91071791,74538
95790253,84913
53162455,89048
60147643,33951
41129533,86169
32803699,32583
75492340,78091
34991810,46025
32693307,24644
45304381,15929
64206323,71624
22710815,48956
24402586,16354
82467509,46688
64545124,70594
14358618,81066
45537711,54618
83120687,46876
42578022,36061
86791663,83752
99163346,60405
84611799,44010
95179443,72499
75866171,88091
13027212,57488
76062092,84986
87070337,74163
34656981,47907
34966847,76958
62508008,23343
59445188,82596
91502723,73344
98651590,48494
99663683,36779
24164365,30589
68514041,15805
23611624,92579
56996014,35838
34908635,16770
88535215,11146
58565909,24967
88240214,42774
41709858,69556
22065312,57120
18197360,85721
39732884,70301
64509276,26054
89362879,58313
61166778,28338
25300968,54143
98660103,11464
11601255,47121
52661442,71448
66481196,69574
13067015,90614
99555750,96138
53357353,15904
35762827,99961
25419543,83164
53022916,82808
76007427,42486
41300909,52565
91389892,95703
87789946,86902
74496916,87900
78842196,49731
17456333,93550
61514029,50054
87675132,76459
31917771,41351
34655757,88143
31263023,36953
45367548,87528
59534020,95133
81197991,84642
89740482,84497
19763445,83089
23978599,60467
25780994,81792
71811961,69271
48310086,80010
20501743,51877
67265239,95198
58123581,81127
28833005,15704
41004702,90821
41043824,53168
87605045,69048
94886683,96821
96564121,17351
99342754,56585
32389032,86312
46833308,40946
86252793,41545
72038121,93628
90857311,20111
40510567,72848
17965402,36005
67162548,74188
93573373,16610
35172995,33665
99925552,77249
47213789,22281
13495034,27954
58964318,15778
60633633,61246
49997911,71311
62149617,32945
42133894,24724
39804290,10866
20361020,83514
93961430,65568
21780774,89859
72391757,34304
34501512,75402
14104633,65436
20749021,85710
43855205,91855
27059279,82291
59333412,41095
98130067,19784
47916453,80676
92664591,85063
22934431,11420
99378835,92335
22846333,48727
90383801,21010
21305698,39437
42944678,60502
53826561,93119
45632245,91576
17869528,72098
99214908,79530
87317490,95799
16293388,57165
51750321,70966
88764196,23543
54027198,67097
58195175,68212
41007165,85067
84878527,21627
45083075,66203
77012806,61443
32148888,95035
51907992,72428
53576928,56578
93897104,66248
90370992,37131
38499379,96929
80760946,34356
81933235,82755
32939842,83344
24147721,69326
35542037,30816
16029185,35433
95109914,17901
52080672,59099
34750086,26135
23196007,46471
28568876,88896
17440295,39765
73452117,88540
91602343,48240
10572842,46134
11906908,98188
76337872,75732
17610565,32729
75776345,85689
79599642,78382
51340663,94082
25000959,42756
79931828,36816
79166544,46312
20602632,87470
16674922,20016
52735015,59303
49806385,78933
27566227,67629
54242365,58700
24335189,71479
32460735,41791
72255504,88169
12881130,28991
72149278,93602
80317259,19970
16556481,90279
94818662,15836
54266106,97337
78773996,65992
22987285,61814
96993831,90579
74521520,40571
91872490,17493
64955219,87717
57006446,28318
87740225,38831
20786597,80337
39193492,18780
51570624,52585
98547937,19429
65624691,63836
87210602,59841
61586370,68827
53856094,69977
42712845,30600
62019268,11977
19167729,79748
33548475,60379
79405204,37099
62589013,56309
26996716,63094
26978974,64517
17610545,91410
49715890,70139
57175396,80176
62118109,81561
10882381,29014
31516652,76612
90543227,34563
50784497,65639
95859178,81178
23470424,16373
36182587,76553
81726588,85846
79244411,13519
53940191,87108
93114610,95738
45344846,79193
27580506,75532
30286890,73482
26090968,16776
47407156,44263
66410031,76108
35024509,47591
51364931,19931
42387920,92604
28818114,96883
40165019,14851
85179332,45385
97227882,52352
83778073,66064
34032559,99830
78395390,46582
52438600,94351
74290599,96770
91910109,62840
35637583,20998
78214861,99211
78957658,93320
38736121,54100
70281945,70646
89343229,13148
36568298,13948
46784598,43142
15474025,51115
14044862,77025
98589129,81282
38575658,73121
37509783,69405
41951597,85863
84631419,50368
30314884,43127
97658859,58728
40776672,42514
66242050,24268
88694901,94531
14056740,55469
33513891,85453
76523041,98983
93317199,77684
33373972,97351
18076085,42637
55405413,73327
79986958,43126
34348663,58173
60998366,87816
93875471,82441
71632351,66299
96570726,86930
24265475,94280
56378930,60052
60089088,99011
76293555,26602
75437158,28691
23379499,67756
78998628,95458
43538349,73771
46057211,54794
72686459,62131
22447196,65927
42711273,99813
64943409,42614
54975675,31647
79339171,34553
74585883,82023
60404995,97185
18161643,19769
75314266,95264
85093405,75569
94606366,32131
50510723,42433
47139094,69363
59134007,75023
55550700,20200
63043147,96560
29607807,66593
92999564,12800
73660864,50018
99734803,46296
85548929,50066
33780125,34893
14714693,48167
15513436,46468
74657469,46101
58783173,56905
89149889,85132
37297831,18967
12579987,68402
45471035,98880
47526945,58979
51968170,31173
93660650,10449
35588189,40636
91220045,61602
51986513,38273
83760883,78335
85825244,23100
92728988,24985
73507937,94872
92601637,98173
24173518,65796
26966451,73769
17914959,80749
74458453,28504
36793932,74725
90298737,65696
99452015,49328
78314966,42799
28249292,35811
80425518,71218
10157217,99597
87432628,56611
49158834,34101
32152624,19363
89369371,15723
62125966,50573
30302537,27345
83420532,68653
89077011,61541
22288557,19909
10424349,37701
90721054,18895
64977677,15754
74015790,47927
93944852,13944
39852450,19884
12834093,29179
62923074,63092
87711714,27450
78298435,49729
42153123,41632
43430693,71130
62614496,43996
25624188,27049
16749693,95749
76202803,40335
22315259,80359
77243125,38451
10190944,71383
62088165,92093
35808535,44362
33228121,95581
15230444,55136
66613635,19286
20540581,86022
24490204,80409
27849818,48206
24293480,17004
33852549,62995
64780313,93808
29936539,88172
27532259,74494
54806590,93381
15448101,85816
80075229,46253
73761466,17570
79225925,12886
29300374,18398
95083252,66644
40826368,52316
77846256,24502
94712591,24511
68221680,87473
61030109,94389
46528681,47467
14339549,27494
20099736,14431
63362919,30026
78180562,44596
28386721,48699
36472763,64655
47779879,79933
37155738,56638
43166418,62454
10207583,43401
33416290,72339
18763768,64591
31374107,64106
11594253,43930
48816588,87403
46481426,54194
13622307,76585
97303017,85333
16389849,91373
18247984,60444
70700048,80379
40406009,94146
20737692,97823
49601195,94485
54382965,60201
79224869,27172
23568646,89714
46457967,15851
97499607,41673
52233537,32297
39692444,96857
67490989,68586
96024618,86778
24392165,27843
97515769,21120
71430617,89276
17076797,94465
42886035,44323
10177052,80123
30793189,67737
59471212,29397
78072052,21204
74897912,75269
16965007,31774
94294025,11123
64258189,11717
29805539,23502
18769251,95188
78346541,11141
20763826,67334
42280564,66537
74705632,56556
19099502,82074
47570761,74841
74199694,99277
38884429,56762
81055388,78636
58696053,66904
54303854,38400
98701562,19185
91263711,14764
40768434,57481
87299491,45699
21615715,49900
78610473,42353
16517659,91341
49570939,40966
91481016,94216
71768328,68358
98314319,73863
22616278,81221
94430138,31146
79637280,97981
11718093,48828
76233383,58465
94427274,63020
60709786,12398
41022758,91234
74785053,90455
20953652,86476
71451333,16230
49233378,59182
27070419,24756
95516945,35560
91174336,21516
46514455,52783
49239420,84874
41344068,19361
64375041,16349
14340848,63805
93214036,55231
11592390,21459
45968552,32908
66445048,33697
94224619,58946
64071307,88388
40414151,78643
80848538,74878
61180916,20178
87763964,84201
93582245,27446
12607799,28274
84218996,82906
42104855,71478
42555178,37008
47142376,20613
31767687,25786
53380096,79610
19482995,62402
25366550,92273
35397899,73124
98314146,87662
79655671,25003
16687942,41411
69417829,70642
20009038,13311
26067132,81607
84006489,81272
14139190,70614
18653582,57880
52317224,86805
30481398,75067
76720488,12734
11974856,81066
55688564,53407
93454776,20999
84591923,85541
58391063,90965
58555026,31792
35187516,21054
75402978,53022
21184069,90436
59345483,15484
41334987,29198
17675501,82791
73464624,98083
50003558,50749
91070605,51758
45481412,85508
18494232,90270
62135237,24671
66200892,36365
89515189,16696
69706915,75119
97012336,35413
26883970,78075
50640653,27812
25467950,41846
17202630,30428
48491407,12361
12532105,59187
91545330,40673
83514753,56587
63312343,71608
49459807,66626
81162051,92852
30151573,32909
97844053,88244
30845303,84813
60003324,31447
14700315,83208
35673388,14920
86291996,59993
73471689,29415
63777099,22408
42713432,97451
38702091,10299
14975107,76846
54402717,13035
27288342,54409
34932213,99596
68959437,13375
90968918,58547
66346531,65482
33883853,14876
62400464,93212
77444321,27644
59047251,12847
24961873,46500
83808934,90041
58663332,49256
76665987,78961
20381238,39073
71456773,10240
37642246,36931
56303411,45158
22770643,12857
73553686,74790
64367416,47657
93801731,31935
94550842,35795
20990861,64560
39518421,19958
80147183,59460
84225412,59178
53684185,27074
70014855,52915
52363961,96291
46227146,89055
67673024,72827
89890089,59541
42347503,22450
79594388,14696
65102450,14554
58335861,92224
97572207,45033
16646031,46994
37581169,62549
42965163,81582
11176755,80168
19924395,46277
76285232,91913
57168058,91706
25596541,44639
35680828,23856
65664978,97851
51736173,73527
59971674,73553
49680022,63842
57854368,58116
21520722,58629
70832330,31450
13545753,73790
29741108,40551
43780353,45273
46412997,83493
74391964,45387
93702723,82069
38923452,85125
72661591,52194
66802643,91524
92506722,82317
98147092,62650
10276451,39470
38286710,29842
17403165,85295
83982549,37678
11249302,83984
88597689,48920
63072792,45601
96721955,31261
68255871,41146
40139802,75609
59419535,96363
48156579,42448
99430569,91733
77709455,30804
12410956,52747
90800480,19211
34277158,69026
31515445,65229
17471996,91559
30287068,23353
31529743,38497
97080363,81890
35305073,85869
16627925,93871
41071569,75414
14098257,31547
63901961,81577
78891730,62104
66014284,92798
35533339,87328
68233115,73176
95395497,24617
11051664,87261
60559028,38262
54646595,74173
66830502,97302
10516517,39873
59719017,84450
84009343,33086
73394786,55679
28188153,68859
71732911,23664
79818564,66515
73206978,62031
74957821,89026
90717407,75022
29855969,65596
94291679,69095
27240612,87225
42647509,17873
15295548,33688
83837331,36092
38654371,45287
39658859,79907
29802857,94662
65951372,42787
53000498,76151
47182460,47556
70510452,99887
25954605,88894
64294667,23422
11302537,51075
79074401,79335
76892759,16998
14111031,54790
76694922,43145
38204359,61784
97226533,93087
23608063,12945
48994576,75391
43280108,34845
52551036,43629
39940917,71974
56273255,82462
35643177,60817
79373081,29367
95438622,72227
29990885,42979
96672306,84621
71850367,67661
39101963,31978
96959906,79844
28547749,43889
58706943,33656
17738416,95734
28602481,91119
12805924,72785
93062508,36195
91364573,39603
59544941,49468
68347562,12137
17281173,88523
80865663,63923
85883421,89548
93061491,93234
79473614,61507
91414492,37615
35350644,50696
11267620,43568
13454604,50543
60593503,52743
30801535,72869
69378485,39365
56830638,63453
67952986,42957
52864826,82516
61295263,12792
36666037,34069
42666578,85081
47026380,88694
97654964,86578
16158835,83959
49639221,64704
51975148,47719
48990260,66488
81615269,65109
97891691,67289
42671979,69556
63776926,49277
12002199,31900
76085936,14931
21274169,80854
73444951,54442
31823732,47267
10796830,72315
87142606,17556
63060212,34578
47448245,19413
46515814,39848
34678439,44395
27305312,44426
83339845,15487
14296749,96022
37801737,25107
17287153,24882
18603734,79519
22148432,90507
12401864,44085
63694434,37439
29823951,15053
24863382,70142
50091357,86509
66635928,86696
43538903,12772
42129501,99525
60539430,64628
38908557,77629
85968611,61295
76952392,93320
66675070,63402
24716138,71671
40369938,90145
20633914,14703
49004135,98586
28540340,17617
96805080,98890
93535238,12082
58200835,35894
17428627,46246
11895871,38987
80781753,95822
70327554,26639
50234613,81768
20303795,84351
57791643,28838
44935580,50434
39121037,50249
92616335,27391
95976651,13362
53087378,58415
74377589,71172
46222978,34040
88839343,24576
63502662,84928
14063129,15315
44747346,26526
97024705,75563
50212623,45302
44350689,41710
30057533,65226
20979062,55285
28456184,27045
87683998,48900
76519773,82742
96140313,78281
30843392,83241
64224187,39101
91469396,85315
25712024,17441
86085183,62644
11528188,52814
73069294,68577
71734091,17479
21418386,34514
66086332,85826
47267456,32316
20302793,48774
10669603,14026
87683433,59179
22236513,84104
62073294,61104
78388650,58512
48613921,30511
17705866,27083
65039873,84054
22467307,92900
88283174,94836
46983443,95143
47306220,74186
84437202,56427
60070955,91810
30966155,19584
43673614,88834
18826001,21717
19942715,37280
59481957,78262
62728950,69772
15070767,66986
79672275,89300
98787838,90450
17902913,40542
43464703,47519
46451770,64602
27336050,52388
82108700,27246
30077546,22345
13918508,17061
39214410,30923
39353523,40968
72986115,95008
42498240,59656
12952676,90209
73244522,43202
81509835,25099
90568902,10894
94275712,28581
76808243,23283
93714142,75032
88652569,66423
47842825,80738
29647153,77845
43385933,44891
53700339,44115
21836721,57292
48179000,43874
66857610,15190
32002216,84230
10375818,90898
78907091,45679
84686792,31915
96209849,79696
68298057,79800
96860595,14076
35246800,91744
85133523,10070
89329942,32080
85987298,36274
40943234,90685
45822236,68136
27367540,11601
12813258,16041
45581829,87279
98006005,31236
18315377,81818
66597446,17721
35846944,15491
62285927,55101
88454072,89360
46714742,92844
88986672,36453
44376575,79658
64510616,60847
50574158,74229
65140670,87996
80509302,41235
18838612,69426
43627319,51833
36893455,99346
40065237,12193
12298762,58174
35038851,91652
78350762,50446
65703062,84906
76898702,40047
65943628,97815
95430728,52457
71923814,52082
12489514,23726
56175165,16363
34671417,70405
61896630,89660
81015593,40679
25544474,53167
87820220,46375
74479476,62878
33378073,24420
36921426,68371
33005269,93019
32212127,21160
22360834,98184
33242629,69053
87852070,76584
16720652,11329
16302002,73408
66385836,68558
17912903,91076
76609733,99071
25546493,58631
43368569,87914
15919173,44565
65904980,47201
73549682,68504
91186805,26328
53571965,19753
28231567,93617
27365061,87396
69105039,96372
83016191,72233
85160929,94059
57374517,22746
31948692,69710
48237110,78887
54768020,69913
69904314,57305
41286671,97854
36611606,22152
28141380,50265
42604783,30610
52519561,22170
37458823,36435
79244617,61880
49750296,82271
39427090,87025
92504069,79783
81370511,13900
34487845,38500
96181332,97281
38863522,92535
46762765,52295
84117322,57905
20679418,57403
56985772,71128
12957863,85273
74573973,48719
52090094,84720
89810822,41486
42369174,71200
19554151,84417
35685807,50595
12535284,92545
10251929,51093
97660014,83740
98780032,31608
82099431,41801
95900533,38732
50537912,19698
22041229,56566
76563044,68309
31286082,60209
22819063,20382
97925195,56582
97956546,36115
72241947,52853
73007693,95187
55688924,48750
84354991,76854
86418588,65542
84928494,93666
45049930,91117
67025934,13777
11184049,16311
30909227,57811
35001820,17058
24738680,34841
50633505,94290
54961777,20821
16659725,93020
59335817,37582
85242002,42446
90001111,30887
29133165,47001
77190846,65724
94683609,33586
25435599,27903
83530923,95785
34967905,24826
11102914,12054
13271452,43119
58603604,18023
53642985,13540
73620768,34157
78994328,98958
54822395,44774
73515825,16440
42605939,99299
38564868,80298
30142662,52021
67794217,12866
39558749,99672
20695174,85824
46683594,10158
14358602,44647
78590934,49339
42247564,65020
64624829,45965
30810713,61995
34026265,17152
99781933,42536
63420396,55725
74529867,30179
34365373,22650
33165849,24522
95062182,33904
47047602,86991
55858923,27628
67219475,81225
14812889,50659
10723455,11368
24586313,78523
34075246,53762
18567023,75692
36261493,82489
30979735,70817
12181361,82392
62474223,63149
82690736,72705
91230124,34231
95954559,25690
76950228,28371
83350224,75404
96059898,83061
61143296,88486
73790442,53215
16697071,96730
53851727,37572
94539132,84476
83611826,97514
41452973,98721
97524592,18311
19946997,10001
43430792,86581
13831225,72130
51735941,70164
36735009,19614
28061336,30635
22623972,91471
13646183,49404
36956836,81660
19955247,52892
70555019,39789
57544787,29137
97061277,70709
47745863,78337
66351040,47314
24693980,72195
40188526,64402
23947482,11374
48128265,26264
61789774,54030
44627693,62005
41510279,22709
67486020,41564
52763074,88763
61761075,80223
83857288,20388
99316621,76965
57341725,44503
11006931,50977
98389883,68333
89221140,97124
56217972,81480
38506946,95767
49362630,82424
39816983,89155
99495921,57049
80151574,55400
91619014,45754
35736315,10722
35239498,80924
49044321,88740
35711112,99987
11268259,59516
63107587,95066
51089034,28156
76396103,19346
59448002,14154
98755109,42813
10071753,69707
33950296,21502
92540636,41365
57184753,23226
71590486,16805
84427268,92666
61989953,82566
84856006,53589
89802400,97030
30713384,51539
43956314,36253
64990166,37799
76895840,35415
23461824,91478
38614477,55484
12670221,62399
18924688,62565
57213534,32559
33408049,77681
86525706,16175
66967422,91736
18947142,97474
61616680,83986
14124649,48748
27225165,13288
67364493,18493
37946649,83414
67501395,33902
77351169,68709
74124656,24374
30780878,13086
24849643,79193
39632061,24480
76262428,40257
55741618,35332
28919505,94977
45013569,30733
34309325,69174
29371170,19474
54656039,41296
97972808,46240
81556834,79844
62490981,37176
79092493,95679
34994939,45330
69319681,59358
54387368,53666
46592158,15750
81092309,53151
98579496,36301
17236587,59915
97549165,89015
34059718,57805
96704301,24095
26567340,56170
67884660,51762
92097960,27670
21364922,15909
62139916,27721
45288885,27509
26954698,24633
23803955,86154
98450956,41479
90964775,83889
96141581,86255
74797137,17430
15827549,61425
69258807,53822
93675236,30343
36232829,90915
19490806,31956
69224903,32131
28321792,51445
67543730,82527
80979704,60817
81527048,32146
16223625,62063
26457432,92456
89671226,86155
37432958,87504
22055126,60591
43147125,65299
80483556,14487
38995184,80588
90766047,30220
79955551,33315
87273597,56322
86248052,29910
76452644,54931
30925948,25382
48904889,13044
42611385,44966
71382588,71617
55725624,82027
54585745,69182
26170322,31271
28489369,73349
30562045,23894
43911801,92392
77768484,14713
47176701,20256
49636694,54026
72290565,97647
28036662,76145
42441643,78100
22360491,64644
50904200,74931
59857524,51295
82385830,99676
14520537,49517
86941783,32666
58751105,76385
20600893,64487
23627638,35685
11778000,32639
24901816,72966
48223493,24145
85107758,74506
26469439,31361
58200110,37610
89997486,80210
43079457,14118
27832785,53547
49133070,35600
79391638,32876
14704410,42441
34432239,48598
66747529,64135
31369816,18140
84997329,39253
75343141,11637
76577303,33630
92119567,92437
43218530,66530
79061482,94564
43447734,85573
82832653,21408
85265080,70043
16331351,14452
16154915,68721
35455870,63767
68517664,41999
74950650,63463
49411365,82443
13748039,74612
10849986,47678
89477246,69501
47333654,73872
51027215,48899
64598854,75821
55435625,72149
44106191,87859
75601598,39639
75435062,33881
77928326,20936
48639251,23611
17607812,38607
47599956,81442
14671575,65869
21419242,65377
66406937,59616
28452908,83589
92987964,58192
46073836,67785
62950209,98820
80655920,56517
49141966,24136
79716377,81901
24663170,55167
86721409,83287
81273888,47168
37612375,43299
54443503,38012
88768462,29402
54728769,70614
61041440,86562
90750318,23056
35069680,41362
70168830,35336
24744343,81947
23760695,23094
16302859,24487
32982067,78659
19157848,28211
32187466,65291
81302580,81372
87565100,98418
67950591,24099
17428388,58142
72369296,14476
64800534,50050
24010223,61608
31932498,66701
26888732,93387
93442546,29176
91710769,87341
60525328,52141
53518116,27396
76615807,58101
67103362,26804
84909818,96832
38709859,81640
55308542,51960
54336481,49381
83600725,67564
76449109,97742
29820233,29893
48625878,88116
21740043,52602
89088758,34281
11827644,22163
79471206,72395
69276781,84275
66600716,45174
97372778,94019
89206457,20333
18771934,66150
61918662,93150
20912741,26647
90355957,43498
82236867,47314
40259476,85446
15557854,91278
67363661,98061
84901197,67230
14649353,77009
93985345,54405
91470959,85777
89321607,76078
13793620,81839
39234824,20441
95546806,40596
85051215,69742
55826651,28302
52733883,55773
67923860,96758
58945903,24501
85761721,97061
73615886,23933
82563549,49374
10961237,53554
90110790,88175
10673739,54266
39765865,97548
21372617,10100
95257331,75087
39053519,83766
99167097,32998
87321351,11527
33795149,85385
12924964,11111
24963855,38162
23736751,49310
37702657,66571
91248049,20542
93765107,85285
81055491,41733
40280267,94013
82940680,20310
35801137,48162
22588198,75689
31685478,94071
45676408,92369
51659480,22394
50961205,33809
21565190,84493
36497402,43828
32955530,56865
84748638,72768
52798133,61096
16586428,53706
12218547,49980
38457480,34340
54428422,99727
24396583,76145
96837646,36838
33466808,11816
90893278,72553
73885877,15486
53943391,39509
70787212,94031
60025478,57031
90692386,23915
53256580,79713
50706244,43724
20247620,11539
58088587,50247
52966579,58513
91996841,49455
59891597,73373
90395671,17069
88732242,60606
43071303,45125
33097220,67708
89621886,84584
62617893,47874
30243055,23146
56291298,33917
43190190,28840
74598640,83392
35635874,96750
36988207,64193
10988979,65469
97174449,45548
70715018,50523
43755239,57820
91032129,61361
48264492,45665
84195203,46798
23698130,33302
21965669,94601
22407327,63791
81913202,78776
54075776,19631
65467057,51374
87586056,38729
88150517,50819
85465710,38629
82480414,36986
83112643,20894
48306335,72633
11204373,39362
96868795,48525
79023929,18271
27123914,75299
56012192,57167
56348114,36350
61415942,60747
72430386,44917
90261371,21406
51508306,12160
11679274,75379
26234391,28290
87726201,39863
59911674,90538
64058484,44986
81165782,64358
72979620,77701
58275594,81871
70490904,61649
34223295,91882
81218767,97503
53004810,16347
29035614,60413
49094398,81350
92744994,70356
14553841,33768
57592908,84717
11939923,57597
34977130,34394
71883993,26020
81321583,83686
61244026,48621
87534528,24238
46332830,41219
18596606,81016
83749603,76221
17930343,24282
67237254,47347
53624786,21940
67116566,27833
33940290,19302
33109113,85871
33148710,76279
71078711,53912
24075117,39297
39085680,17851
62192562,41279
68855170,87959
85398358,63900
53045822,74524
76627777,91470
38802600,41567
87472525,47491
81478340,90797
22614888,49743
71976213,88686
55070527,32224
82940450,37304
12555101,77192
87530888,66609
93349293,77557
45899169,21524
81574602,82111
37593584,67967
17349434,83145
25358065,85253
67729943,49932
36535074,70061
38900321,85849
57432306,38222
89584401,66648
89087624,45871
63132899,54113
74148021,77332
51737154,70651
35399381,29563
30839733,55827
60838330,16850
80066030,90807
93572279,66381
15989623,19268
75701990,23994
19560052,49210
56885633,68459
42951152,44140
50455919,43989
72300609,22783
68894653,24651
67544352,19035
17545589,69894
95569505,44079
24986618,44297
71852299,55640
81867466,57114
77142207,84130
92847313,15621
46985832,71950
28513079,25764
80385770,18201
77163182,81449
51910910,94604
84373771,45872
91792124,11583
44479259,71198
21083020,15590
69507145,78140
56682923,84095
83513797,77219
56939764,26638
47094921,65873
80228130,75473
54205223,64654
90095108,98759
89447609,64769
22330508,60496
21304506,93033
11614232,11367
75325251,47923
22414396,48867
76283652,73569
49203006,73557
65168210,18611
79969793,71515
95605508,40470
89036929,82235
77069423,60472
75790652,51436
73901296,61989
93653283,83401
25091742,25396
92230969,71838
37603318,20574
15050145,84030
69266032,87591
62326243,61143
18513665,55058
27344920,75138
25100214,84935
57483336,57340
70300306,89805
89378900,60861
16296146,36156
51437146,38071
38752909,17831
96645081,24591
43018432,68133
84351812,50656
28821178,71328
72621242,26374
59400280,61197
91181060,46625
88021272,95091
46838268,84495
24924566,19368
83390211,89017
56700070,47829
69246734,62034
15676636,48765
68410325,88182
86022027,10662
76120508,97366
43065224,86833
71039180,61645
18444483,71596
84102994,43815
92353093,99900
55445010,46881
56004483,52704
54195630,87925
37102925,71594
46632952,24454
43011304,33935
15645543,52048
81495552,41139
81925741,41220
54114248,26261
50519136,70940
53439246,84120
28979237,57823
16423208,35377
20707350,45824
74491079,88639
38455052,42244
19619052,44095
99688679,82445
72040771,10738
77343739,28819
89729566,27036
23536364,18014
95728697,65070
24636808,92232
51483711,21175
82834450,74269
75159342,30370
35998203,55396
85014403,66463
51632136,24178
65488179,40482
85134476,69975
93078989,20127
27241588,17080
24169727,12424
15353497,48169
49397917,80756
91715909,60841
56097920,99694
75349153,90049
46205766,49752
47899132,84271
64930677,55448
40892621,60029
52326702,14501
12958033,34910
14866066,30751
50536425,88755
55945398,54695
19315335,74417
99672989,69246
33021485,48103
99761089,82553
53765004,64655
19831588,96487
49259635,37985
94921214,94573
14778419,38612
36693630,73248
42449723,81917
45024416,86571
98137925,98308
27280265,83336
64184381,14287
40473190,79476
48288433,21532
23486830,94048
76615303,98274
72991900,82321
83462523,36980
20463183,86814
72586560,90548
56153226,61414
94581224,22764
23224476,76083
72125986,19497
21992469,35191
47141974,52422
25963228,28515
52611387,94313
11775691,75015
94772956,59257
73087028,62236
93051811,88746
78165112,69872
87600483,91930
29553898,32837
95440014,80811
43085552,72088
36700239,59400
65924913,74144
11367837,14455
54569188,77425
77548270,34010
71365689,41385
73975042,59427
84922191,86547
78097955,65616
85077087,73404
77761468,48882
35664624,20753
37759199,38708
13534837,89227
28144666,47116
96545039,47248
95713463,65067
26441074,33857
69801143,28410
84578722,98030
91710485,77512
71418452,10693
75783340,88420
98663958,64908
22822908,34254
34822316,18208
80497410,69290
19678488,76692
98354863,76528
21628108,29206
70265401,79624
32399264,49723
65550048,53921
25373359,80128
32180526,10730
82636271,17147
99658522,62563
52674099,18840
26354686,51059
83156613,77394
85285121,49007
98832552,61711
81426994,77407
83959716,50858
92878735,93299
11821186,86715
77947000,62051
85901698,13395
96704323,56471
69651853,29299
57580368,73142
69632907,74604
80277131,64009
70283228,87647
76153047,63793
47554545,25022
67599947,46155
91055331,96144
85769580,53681
60453941,58587
85387125,20942
17669209,36525
18828695,13045
94175133,67794
68985841,55697
83608470,94406
80326540,71570
46288025,37913
36550445,51844
61528779,93046
98441389,38574
76177497,46161
89815056,67846
32480014,56829
12359538,41255
63781780,99005
75593257,86304
29649540,35554
77967925,38724
35888690,12501
45480858,79819
72797631,61523
12075631,31455
49662741,88587
56266608,19361
45281526,50757
10733881,37802
83199964,42939
91198333,95954
59632309,65364
73093429,61123
98524056,21892
84480571,48437
28832700,98259
82415154,88650
53568217,76616
82389362,87089
14012151,95876
79986718,75532
55954049,17157
71595203,15228
44312955,66782
36350136,39420
13047274,15015
97020052,70645
79689408,57116
27653942,69811
50399829,88098
90328998,69568
45872230,34159
59454853,77335
25616390,76132
74787719,60468
26548352,71331
25387212,73444
20919983,60029
88421731,67224
77811897,30398
36791210,95830
61815306,16062
61936357,95854
30801269,71922
70037831,71552
12253075,99113
44333118,68344
41453836,18846
76920259,97868
52520475,84392
10781211,35681
63294363,97325
88668931,87189
43352596,86626
90325892,89541
66573273,85898
76434852,40638
61183195,91122
68759078,45094
97643750,88541
99881978,51724
83422817,81619
43851925,67722
66231432,28352
79570615,33552
89795971,11665
69246825,65553
60436088,82157
37380525,11336
39036933,97236
11931663,26798
91966956,16992
47167919,82966
83353961,65722
68573412,10937
71150787,22064
92725696,84183
22534074,38472
40518138,67462
79253460,22476
67804776,40307
42427419,23255
17713979,39147
59727440,70971
97812123,71712
93626596,90233
53748571,97309
24393893,79367
31601169,24957
15447169,58505
59603897,31254
84028321,43572
28269482,18821
82139730,56074
93116909,30758
53721883,17736
10579205,13935
91432263,84004
65908747,50735
69816238,16588
51835314,11149
88366838,26120
95587439,36750
41836854,93755
68847211,85599
32927370,51757
10716922,59087
34172394,97610
91133622,97572
64764201,25614
55179089,45558
62291183,13999
19137977,51900
94539621,29949
47090272,16517
14435010,20509
94657244,23535
66413282,84245
97712607,65802
10041980,64026
60302893,46019
44897149,54960
55174068,69467
11646678,87161
51330572,20888
85972156,44170
74601488,88705
32320103,93720
72878555,99570
12493712,12021
70837418,65378
31224096,67660
78459051,81328
34099837,28837
64132406,86255
33902350,80288
68504030,71973
61918128,44485
53424991,84756
35777575,15628
58128107,36445
18278603,85020
79994602,29536
59824506,43574
62900173,41587
49592725,57876
82059415,13362
45402848,97605
26350711,46717
57533743,83905
98134400,60720
63459485,53930
40093028,90824
77174721,50460
63050438,14523
54383984,28226
86471954,46222
65822559,66745
18457440,11953
36074351,64598
38282989,50994
66850048,91435
78651721,49385
10992886,84626
38657454,67784
63164773,82839
87444174,78418
28027185,79558
55148960,41370
75366489,76164
58627281,87617
42135716,76090
73641238,28233
62998949,36224
40791928,16274
61509653,28071
62754477,63961
41837980,38158
