dni_persona,fecha_ingreso,inicio_turno,fin_turno,salario
92964279,2023-10-23,08:00:00,17:00:00,4126.22
25247529,2020-10-10,08:00:00,17:00:00,4336.85
26141192,2021-12-14,08:00:00,17:00:00,4960.57
98524750,2020-12-18,08:00:00,17:00:00,3835.42
64721526,2022-06-20,08:00:00,17:00:00,3698.14
80460518,2021-05-30,08:00:00,17:00:00,3310.12
19260943,2023-08-13,08:00:00,17:00:00,4254.16
99106451,2022-02-20,08:00:00,17:00:00,3764.86
34241723,2023-07-17,08:00:00,17:00:00,2654.23
81386362,2023-10-14,08:00:00,17:00:00,3333.38
65057742,2023-11-05,08:00:00,17:00:00,3307.27
78255182,2024-06-04,08:00:00,17:00:00,4493.6
18874783,2022-03-31,08:00:00,17:00:00,4147.48
47783584,2021-07-04,08:00:00,17:00:00,4274.9
28093508,2023-04-30,08:00:00,17:00:00,3600.07
60781740,2024-04-12,08:00:00,17:00:00,2728.51
25031362,2022-01-01,08:00:00,17:00:00,3042.99
94275487,2022-09-05,08:00:00,17:00:00,3464.74
42038038,2021-02-14,08:00:00,17:00:00,4811.44
43010448,2020-08-23,08:00:00,17:00:00,3359.57
12393815,2024-02-01,08:00:00,17:00:00,4135.73
88878191,2024-05-30,08:00:00,17:00:00,3981.16
76500123,2024-02-14,08:00:00,17:00:00,4724.93
55814914,2021-06-17,08:00:00,17:00:00,4279.31
43656797,2023-06-09,08:00:00,17:00:00,4391.87
84936448,2020-10-13,08:00:00,17:00:00,3157.42
13406494,2022-05-14,08:00:00,17:00:00,4028.93
81852549,2023-10-08,08:00:00,17:00:00,2920.38
74360541,2020-10-19,08:00:00,17:00:00,4319.97
45233917,2021-04-26,08:00:00,17:00:00,3360.25
32875957,2023-09-29,08:00:00,17:00:00,3023.86
21747503,2020-12-06,08:00:00,17:00:00,4311.53
63420423,2023-06-07,08:00:00,17:00:00,3150.48
26419328,2021-07-08,08:00:00,17:00:00,3673.69
48296517,2022-01-09,08:00:00,17:00:00,3848.3
70478985,2022-03-28,08:00:00,17:00:00,3693.77
41418368,2022-11-13,08:00:00,17:00:00,4848.54
25026766,2023-09-24,08:00:00,17:00:00,4613.35
78365591,2022-01-11,08:00:00,17:00:00,2623.82
49519746,2023-03-16,08:00:00,17:00:00,4600.97
23642315,2021-04-26,08:00:00,17:00:00,3154.71
51553109,2021-12-15,08:00:00,17:00:00,3080.14
90609598,2024-06-02,08:00:00,17:00:00,4653.89
96600605,2022-09-23,08:00:00,17:00:00,3190.9
68886310,2022-08-25,08:00:00,17:00:00,3743.32
32396890,2024-02-07,08:00:00,17:00:00,4236.15
59225959,2021-04-04,08:00:00,17:00:00,3835.58
70990011,2023-09-16,08:00:00,17:00:00,3110.68
79893784,2024-02-22,08:00:00,17:00:00,3951.22
91508675,2021-04-27,08:00:00,17:00:00,2708.56
68258307,2023-03-04,08:00:00,17:00:00,3527.76
50817981,2022-08-23,08:00:00,17:00:00,3742.69
41675020,2020-11-04,08:00:00,17:00:00,2564.33
74391212,2021-11-15,08:00:00,17:00:00,4851.17
41805632,2022-10-21,08:00:00,17:00:00,4508.47
27532365,2022-01-13,08:00:00,17:00:00,3151.82
16720540,2021-01-29,08:00:00,17:00:00,4410.35
25955284,2022-01-01,08:00:00,17:00:00,3341.62
32502416,2022-12-23,08:00:00,17:00:00,4150.62
63160088,2021-11-01,08:00:00,17:00:00,4879.76
47511769,2020-10-16,08:00:00,17:00:00,3946.83
40566113,2023-07-17,08:00:00,17:00:00,3472.94
35101916,2023-02-05,08:00:00,17:00:00,4729.07
88670797,2021-11-26,08:00:00,17:00:00,3823.22
59570794,2021-10-10,08:00:00,17:00:00,2966.09
60092084,2022-02-26,08:00:00,17:00:00,2540.87
50716611,2023-03-01,08:00:00,17:00:00,4331.6
93202814,2023-11-10,08:00:00,17:00:00,4837.03
60364547,2022-06-27,08:00:00,17:00:00,4445.53
48820629,2024-06-04,08:00:00,17:00:00,3685.85
53458192,2022-02-24,08:00:00,17:00:00,3931.47
50633979,2022-05-07,08:00:00,17:00:00,2546.11
65008340,2022-02-03,08:00:00,17:00:00,3916.18
12978667,2023-11-03,08:00:00,17:00:00,3738.26
36442569,2021-02-22,08:00:00,17:00:00,2761.51
66757823,2022-12-03,08:00:00,17:00:00,3135.5
11580337,2021-06-14,08:00:00,17:00:00,4501.84
16397392,2023-09-27,08:00:00,17:00:00,4607.55
72725022,2023-05-18,08:00:00,17:00:00,4827.9
14979646,2023-06-06,08:00:00,17:00:00,4020.31
82669881,2021-03-17,08:00:00,17:00:00,4592.68
37665804,2020-07-23,08:00:00,17:00:00,4475.12
17429300,2021-04-23,08:00:00,17:00:00,3071.96
76582155,2023-08-14,08:00:00,17:00:00,2771.57
44890006,2020-08-30,08:00:00,17:00:00,2764.7
46639372,2022-05-20,08:00:00,17:00:00,3160.9
63965948,2022-01-25,08:00:00,17:00:00,3105.35
19994101,2023-09-19,08:00:00,17:00:00,4404.06
58095588,2022-02-26,08:00:00,17:00:00,4192.17
17690158,2021-07-14,08:00:00,17:00:00,4813.05
98223016,2023-08-19,08:00:00,17:00:00,3189.57
35495788,2023-11-22,08:00:00,17:00:00,4896.76
45758309,2023-02-18,08:00:00,17:00:00,4055.08
43805566,2023-12-01,08:00:00,17:00:00,3011.24
75940039,2023-11-20,08:00:00,17:00:00,2572.73
46485370,2022-06-10,08:00:00,17:00:00,3611.51
67167940,2021-04-25,08:00:00,17:00:00,2853.24
73432395,2022-11-18,08:00:00,17:00:00,3281.21
77120214,2023-07-31,08:00:00,17:00:00,4499.04
56706028,2022-11-04,08:00:00,17:00:00,3929.1
54108692,2022-04-04,08:00:00,17:00:00,3264.43
42305999,2021-06-12,08:00:00,17:00:00,4364.74
82198069,2023-12-12,08:00:00,17:00:00,4683.88
52936604,2024-05-08,08:00:00,17:00:00,2586.33
77046006,2020-08-16,08:00:00,17:00:00,3651.35
85039242,2024-02-04,08:00:00,17:00:00,3173.92
77399743,2022-06-27,08:00:00,17:00:00,3346.2
41433545,2022-09-18,08:00:00,17:00:00,3103.43
12776263,2021-11-12,08:00:00,17:00:00,3594.32
16730625,2024-06-05,08:00:00,17:00:00,2573.06
42527945,2024-02-18,08:00:00,17:00:00,2573.01
89669221,2022-10-16,08:00:00,17:00:00,4096.11
96270037,2020-11-11,08:00:00,17:00:00,4157.52
96942998,2021-11-03,08:00:00,17:00:00,4385.19
80954672,2024-04-19,08:00:00,17:00:00,4412.62
14813566,2023-05-09,08:00:00,17:00:00,4498.7
86389408,2024-02-17,08:00:00,17:00:00,3302.5
48266555,2022-12-06,08:00:00,17:00:00,3245.85
79549953,2023-02-09,08:00:00,17:00:00,2960.29
99856233,2021-08-03,08:00:00,17:00:00,4616.69
18283011,2021-08-16,08:00:00,17:00:00,3179.28
45102765,2023-11-03,08:00:00,17:00:00,4143.09
68158211,2023-03-24,08:00:00,17:00:00,4469.28
25978888,2023-07-18,08:00:00,17:00:00,3859.06
48150656,2021-12-07,08:00:00,17:00:00,2849.44
55358887,2022-04-04,08:00:00,17:00:00,3513.25
67905268,2024-04-19,08:00:00,17:00:00,3687.32
51018860,2022-01-09,08:00:00,17:00:00,3348.74
92976586,2022-04-02,08:00:00,17:00:00,2713.75
45681369,2022-01-26,08:00:00,17:00:00,4938.87
64096681,2020-10-21,08:00:00,17:00:00,3805.5
95304543,2022-10-19,08:00:00,17:00:00,4451.01
93217067,2022-02-17,08:00:00,17:00:00,4433.72
29630585,2020-12-22,08:00:00,17:00:00,3856.45
38423142,2020-08-12,08:00:00,17:00:00,4519.17
51722139,2023-12-06,08:00:00,17:00:00,2630.18
13701744,2023-05-09,08:00:00,17:00:00,4731.03
92749745,2022-05-29,08:00:00,17:00:00,4185.92
36154462,2023-04-29,08:00:00,17:00:00,2816.69
68333819,2022-05-10,08:00:00,17:00:00,2990.01
59095849,2024-06-23,08:00:00,17:00:00,4938.67
84374122,2023-12-17,08:00:00,17:00:00,4611.62
78832079,2024-02-09,08:00:00,17:00:00,4950.88
53268903,2021-10-18,08:00:00,17:00:00,3281.18
34864395,2024-04-06,08:00:00,17:00:00,2640.76
68688268,2021-03-02,08:00:00,17:00:00,4860.04
53551378,2020-08-09,08:00:00,17:00:00,3046.32
82230340,2023-02-13,08:00:00,17:00:00,3482.96
49022173,2021-07-11,08:00:00,17:00:00,4498.71
91143145,2022-05-12,08:00:00,17:00:00,3426.02
38317732,2023-07-21,08:00:00,17:00:00,4580.0
38265401,2020-09-04,08:00:00,17:00:00,4035.81
68765291,2020-08-15,08:00:00,17:00:00,2696.48
11782008,2021-08-05,08:00:00,17:00:00,3065.8
84764316,2023-03-11,08:00:00,17:00:00,3397.81
42671042,2023-04-03,08:00:00,17:00:00,2889.8
25666198,2024-06-07,08:00:00,17:00:00,3812.25
96234806,2022-08-24,08:00:00,17:00:00,3342.41
11945964,2021-11-30,08:00:00,17:00:00,4882.06
37952238,2023-05-08,08:00:00,17:00:00,4857.47
77806866,2022-05-06,08:00:00,17:00:00,2892.16
39551808,2020-12-21,08:00:00,17:00:00,3931.09
60077326,2023-05-13,08:00:00,17:00:00,3655.74
97209919,2021-07-19,08:00:00,17:00:00,4921.37
69644070,2020-12-24,08:00:00,17:00:00,3700.38
33013841,2024-03-28,08:00:00,17:00:00,4048.29
15881258,2023-06-01,08:00:00,17:00:00,4020.44
45071531,2022-02-08,08:00:00,17:00:00,4696.1
79037733,2022-06-19,08:00:00,17:00:00,2875.14
60513272,2022-04-21,08:00:00,17:00:00,2624.66
73472240,2021-10-04,08:00:00,17:00:00,4815.53
61049107,2021-11-27,08:00:00,17:00:00,4243.17
33958855,2021-12-06,08:00:00,17:00:00,2649.32
64633302,2023-10-10,08:00:00,17:00:00,3375.06
96061898,2021-12-09,08:00:00,17:00:00,4661.2
75450512,2021-02-08,08:00:00,17:00:00,2562.15
53296764,2022-06-24,08:00:00,17:00:00,3647.22
48971456,2022-01-30,08:00:00,17:00:00,2504.29
53427722,2022-10-05,08:00:00,17:00:00,2920.16
18451526,2023-09-25,08:00:00,17:00:00,3475.94
57531641,2024-05-05,08:00:00,17:00:00,4383.03
70230538,2021-05-08,08:00:00,17:00:00,4349.93
58728060,2021-06-08,08:00:00,17:00:00,3847.35
35731983,2022-05-10,08:00:00,17:00:00,3007.7
23913285,2023-11-03,08:00:00,17:00:00,3682.83
24929388,2024-03-04,08:00:00,17:00:00,3962.56
37930598,2023-03-06,08:00:00,17:00:00,4888.48
10836853,2023-09-28,08:00:00,17:00:00,3418.65
24575123,2022-08-21,08:00:00,17:00:00,3722.98
60026715,2020-08-08,08:00:00,17:00:00,2987.1
21280673,2022-09-10,08:00:00,17:00:00,4635.61
35539816,2022-05-07,08:00:00,17:00:00,3636.66
59438547,2023-12-01,08:00:00,17:00:00,3906.94
14562849,2024-01-29,08:00:00,17:00:00,4486.76
19160978,2020-07-16,08:00:00,17:00:00,3837.11
79098544,2022-04-26,08:00:00,17:00:00,4477.34
70634524,2022-09-20,08:00:00,17:00:00,3393.73
39783006,2021-07-21,08:00:00,17:00:00,2951.79
82566985,2023-04-02,08:00:00,17:00:00,2730.43
67108419,2023-10-17,08:00:00,17:00:00,2788.63
73380646,2020-07-18,08:00:00,17:00:00,3431.37
35844807,2021-07-18,08:00:00,17:00:00,2629.4
46321427,2023-09-21,08:00:00,17:00:00,3900.78
67443333,2022-03-25,08:00:00,17:00:00,4381.7
36577811,2022-06-23,08:00:00,17:00:00,3444.14
73321397,2024-02-02,08:00:00,17:00:00,4232.34
19538244,2021-07-28,08:00:00,17:00:00,4797.68
36669247,2023-03-18,08:00:00,17:00:00,4544.45
58550231,2021-04-10,08:00:00,17:00:00,3073.36
51829836,2022-05-20,08:00:00,17:00:00,4606.68
45272060,2020-11-02,08:00:00,17:00:00,4927.8
57354885,2022-08-03,08:00:00,17:00:00,3283.84
30099639,2022-06-12,08:00:00,17:00:00,3719.28
51644528,2024-02-22,08:00:00,17:00:00,4428.21
89475257,2020-10-04,08:00:00,17:00:00,4513.62
61403875,2022-12-17,08:00:00,17:00:00,3075.5
81448152,2023-09-22,08:00:00,17:00:00,4624.65
73788788,2024-04-17,08:00:00,17:00:00,3640.88
46157580,2023-07-10,08:00:00,17:00:00,4639.09
68342311,2023-11-13,08:00:00,17:00:00,3692.62
78157715,2023-07-25,08:00:00,17:00:00,3497.52
23382158,2023-10-13,08:00:00,17:00:00,4274.92
51767240,2021-02-03,08:00:00,17:00:00,4614.34
84714773,2021-12-01,08:00:00,17:00:00,3890.76
88996763,2023-09-22,08:00:00,17:00:00,4578.71
16248591,2024-01-10,08:00:00,17:00:00,2508.39
56862374,2020-09-18,08:00:00,17:00:00,4054.46
63422246,2023-03-25,08:00:00,17:00:00,4646.04
20745650,2023-01-14,08:00:00,17:00:00,3947.39
61962732,2021-03-19,08:00:00,17:00:00,3949.31
74160360,2021-10-24,08:00:00,17:00:00,3906.49
53871952,2021-02-06,08:00:00,17:00:00,4792.1
19372329,2020-08-04,08:00:00,17:00:00,2986.37
57425756,2024-01-15,08:00:00,17:00:00,4562.0
85654109,2024-06-24,08:00:00,17:00:00,2750.3
40598247,2024-06-19,08:00:00,17:00:00,3956.43
96991225,2023-11-09,08:00:00,17:00:00,3549.53
35776516,2022-06-21,08:00:00,17:00:00,2834.06
17059698,2022-10-01,08:00:00,17:00:00,4254.55
87365510,2021-02-16,08:00:00,17:00:00,2729.97
34182250,2020-08-10,08:00:00,17:00:00,3921.72
47136361,2023-03-08,08:00:00,17:00:00,3883.84
86489563,2020-12-05,08:00:00,17:00:00,4220.84
11096539,2023-12-22,08:00:00,17:00:00,3498.75
29402718,2023-08-03,08:00:00,17:00:00,3821.25
34149595,2023-07-10,08:00:00,17:00:00,3308.56
35726152,2024-02-18,08:00:00,17:00:00,3759.92
54312487,2022-03-02,08:00:00,17:00:00,3199.88
64451821,2021-11-05,08:00:00,17:00:00,4943.18
68903690,2024-05-16,08:00:00,17:00:00,3679.69
88780176,2023-01-11,08:00:00,17:00:00,3813.36
42403190,2020-07-08,08:00:00,17:00:00,4516.14
37852818,2021-04-16,08:00:00,17:00:00,4977.37
80171358,2024-03-21,08:00:00,17:00:00,3783.62
69380176,2021-07-27,08:00:00,17:00:00,3462.64
27643843,2022-01-12,08:00:00,17:00:00,4280.47
61645742,2023-08-25,08:00:00,17:00:00,3951.53
38699583,2024-03-08,08:00:00,17:00:00,4222.21
24767850,2023-04-24,08:00:00,17:00:00,3480.4
44733345,2023-10-17,08:00:00,17:00:00,4652.37
91108706,2022-01-24,08:00:00,17:00:00,3789.98
86742777,2020-08-15,08:00:00,17:00:00,4921.05
72305209,2023-11-17,08:00:00,17:00:00,3413.04
92708733,2022-09-22,08:00:00,17:00:00,2507.47
37108811,2023-09-16,08:00:00,17:00:00,4138.4
10848200,2022-04-28,08:00:00,17:00:00,3705.27
16227394,2022-11-12,08:00:00,17:00:00,2900.93
72118419,2021-01-12,08:00:00,17:00:00,3785.3
48963844,2022-01-08,08:00:00,17:00:00,4133.06
62278244,2023-11-08,08:00:00,17:00:00,4477.24
89812420,2021-09-28,08:00:00,17:00:00,3610.77
42635514,2023-04-21,08:00:00,17:00:00,4369.76
55243551,2022-12-04,08:00:00,17:00:00,4602.92
44031303,2021-12-20,08:00:00,17:00:00,4418.68
44060940,2020-08-29,08:00:00,17:00:00,3704.44
89010932,2021-09-16,08:00:00,17:00:00,4887.47
13459450,2022-02-08,08:00:00,17:00:00,3330.31
27595111,2022-01-01,08:00:00,17:00:00,4928.25
67571890,2023-10-12,08:00:00,17:00:00,4205.85
68920061,2020-12-15,08:00:00,17:00:00,3256.78
91950834,2021-06-22,08:00:00,17:00:00,4311.23
69935874,2022-11-18,08:00:00,17:00:00,4504.83
17798927,2023-12-11,08:00:00,17:00:00,4162.3
48836825,2020-07-17,08:00:00,17:00:00,3797.5
17577169,2023-02-03,08:00:00,17:00:00,4765.36
84060739,2024-06-24,08:00:00,17:00:00,3012.55
27156721,2022-01-03,08:00:00,17:00:00,3114.61
14991679,2020-09-22,08:00:00,17:00:00,4213.6
67225452,2021-06-19,08:00:00,17:00:00,2866.19
62819135,2021-06-29,08:00:00,17:00:00,4869.86
90334164,2020-08-20,08:00:00,17:00:00,2736.69
33016150,2021-01-30,08:00:00,17:00:00,3036.61
98103890,2021-02-06,08:00:00,17:00:00,3284.37
43676589,2023-10-13,08:00:00,17:00:00,2853.67
82495094,2020-07-02,08:00:00,17:00:00,3790.23
79902494,2022-08-22,08:00:00,17:00:00,4639.43
68917066,2021-01-04,08:00:00,17:00:00,3721.05
29727682,2024-06-27,08:00:00,17:00:00,3270.97
66124487,2023-09-25,08:00:00,17:00:00,4433.01
53955113,2024-06-08,08:00:00,17:00:00,4381.91
34637647,2023-09-01,08:00:00,17:00:00,4051.98
46649212,2020-12-29,08:00:00,17:00:00,4401.28
87407506,2023-02-26,08:00:00,17:00:00,4887.38
19535312,2023-11-06,08:00:00,17:00:00,2667.07
67617182,2021-05-09,08:00:00,17:00:00,3273.86
96091287,2021-06-21,08:00:00,17:00:00,2567.83
48839739,2023-08-04,08:00:00,17:00:00,3082.92
23706699,2020-07-05,08:00:00,17:00:00,2731.42
49680832,2022-05-17,08:00:00,17:00:00,4562.04
27499051,2023-02-25,08:00:00,17:00:00,2861.08
17195989,2020-09-14,08:00:00,17:00:00,3347.77
75304752,2024-02-22,08:00:00,17:00:00,2992.24
27371625,2021-02-07,08:00:00,17:00:00,4542.53
48904879,2021-03-17,08:00:00,17:00:00,3756.45
66107008,2024-06-08,08:00:00,17:00:00,3860.26
33213729,2024-03-27,08:00:00,17:00:00,4115.06
49572640,2022-07-18,08:00:00,17:00:00,2543.75
75609067,2023-09-12,08:00:00,17:00:00,3992.18
20386694,2020-10-07,08:00:00,17:00:00,4473.85
94231111,2024-04-28,08:00:00,17:00:00,3560.17
78267683,2020-10-31,08:00:00,17:00:00,3803.87
86956523,2024-05-15,08:00:00,17:00:00,4234.34
33245190,2021-07-30,08:00:00,17:00:00,4885.8
67480703,2022-12-07,08:00:00,17:00:00,4734.68
22781796,2024-01-17,08:00:00,17:00:00,3050.78
47724612,2023-12-28,08:00:00,17:00:00,4537.35
31189947,2022-06-29,08:00:00,17:00:00,2906.38
19992757,2022-10-27,08:00:00,17:00:00,3409.65
66254777,2021-11-03,08:00:00,17:00:00,3267.43
32926261,2024-06-27,08:00:00,17:00:00,3999.79
24530419,2024-02-29,08:00:00,17:00:00,3245.75
77377947,2024-03-04,08:00:00,17:00:00,4029.91
29418182,2024-02-23,08:00:00,17:00:00,2789.78
94419348,2024-03-25,08:00:00,17:00:00,3950.11
88251556,2021-04-20,08:00:00,17:00:00,4892.98
53467899,2021-04-02,08:00:00,17:00:00,4583.71
26045986,2022-01-19,08:00:00,17:00:00,2993.86
80193293,2021-07-26,08:00:00,17:00:00,4405.75
73403413,2021-10-21,08:00:00,17:00:00,4558.09
74052723,2021-02-16,08:00:00,17:00:00,4583.75
40654731,2023-08-20,08:00:00,17:00:00,4145.3
75637072,2023-08-04,08:00:00,17:00:00,4169.11
85219456,2023-08-16,08:00:00,17:00:00,2703.04
47517327,2022-08-19,08:00:00,17:00:00,3936.1
40522011,2023-12-14,08:00:00,17:00:00,4802.85
20016031,2022-09-07,08:00:00,17:00:00,4656.03
61330274,2022-12-02,08:00:00,17:00:00,3166.74
76575269,2022-09-30,08:00:00,17:00:00,4535.28
80990191,2022-01-25,08:00:00,17:00:00,3107.23
24602526,2022-06-16,08:00:00,17:00:00,4182.29
25549995,2020-07-04,08:00:00,17:00:00,4515.62
83106772,2021-03-04,08:00:00,17:00:00,2632.64
77206888,2024-06-01,08:00:00,17:00:00,4800.41
40741847,2023-11-29,08:00:00,17:00:00,2703.88
36338314,2022-05-22,08:00:00,17:00:00,3556.05
50629873,2023-08-31,08:00:00,17:00:00,2801.42
59425487,2024-04-17,08:00:00,17:00:00,2760.02
33950164,2022-03-10,08:00:00,17:00:00,3776.52
41723867,2023-01-21,08:00:00,17:00:00,3464.5
92226779,2024-01-29,08:00:00,17:00:00,3561.54
56040485,2020-07-14,08:00:00,17:00:00,3021.02
13125400,2021-06-21,08:00:00,17:00:00,4095.7
53474385,2024-06-01,08:00:00,17:00:00,3560.65
91196493,2023-06-06,08:00:00,17:00:00,3801.32
75595775,2023-12-03,08:00:00,17:00:00,3479.27
39711259,2022-05-21,08:00:00,17:00:00,4571.46
91775130,2023-08-08,08:00:00,17:00:00,3962.5
27557781,2023-05-05,08:00:00,17:00:00,4868.69
82891530,2022-11-04,08:00:00,17:00:00,2782.94
47310682,2023-04-03,08:00:00,17:00:00,3410.96
75638867,2024-01-24,08:00:00,17:00:00,3867.02
74743664,2021-02-13,08:00:00,17:00:00,4082.39
75802014,2022-10-22,08:00:00,17:00:00,3172.85
77665586,2021-02-06,08:00:00,17:00:00,3196.33
27993077,2023-06-07,08:00:00,17:00:00,2908.38
93323251,2022-02-04,08:00:00,17:00:00,4251.33
60082547,2022-07-29,08:00:00,17:00:00,4241.19
29000703,2021-12-16,08:00:00,17:00:00,4816.46
63260032,2020-11-23,08:00:00,17:00:00,4815.32
62278716,2022-12-21,08:00:00,17:00:00,3027.34
66189018,2022-09-26,08:00:00,17:00:00,2984.33
24795658,2020-08-24,08:00:00,17:00:00,4773.3
66757574,2023-04-09,08:00:00,17:00:00,3670.98
16460252,2022-12-15,08:00:00,17:00:00,2574.18
71652269,2024-05-07,08:00:00,17:00:00,4398.33
17844406,2023-02-04,08:00:00,17:00:00,2524.36
28157318,2024-04-29,08:00:00,17:00:00,2713.18
39902716,2020-11-18,08:00:00,17:00:00,4568.58
25477975,2021-06-24,08:00:00,17:00:00,2721.53
22106349,2021-03-09,08:00:00,17:00:00,3500.06
36435670,2021-09-24,08:00:00,17:00:00,3323.52
48392867,2023-01-10,08:00:00,17:00:00,4701.21
15964604,2024-05-25,08:00:00,17:00:00,4344.95
47639308,2021-03-10,08:00:00,17:00:00,3060.01
96067914,2021-07-05,08:00:00,17:00:00,3088.95
31375241,2021-01-29,08:00:00,17:00:00,4926.84
24576816,2020-11-04,08:00:00,17:00:00,4316.8
17003388,2023-12-20,08:00:00,17:00:00,4505.41
74350182,2024-02-06,08:00:00,17:00:00,4919.79
66378246,2020-07-21,08:00:00,17:00:00,3654.63
76852091,2023-07-04,08:00:00,17:00:00,4147.88
69473158,2020-08-23,08:00:00,17:00:00,2654.71
41834128,2020-12-14,08:00:00,17:00:00,4749.98
65819012,2022-08-30,08:00:00,17:00:00,2765.98
44370642,2024-05-29,08:00:00,17:00:00,3826.86
67976163,2023-04-09,08:00:00,17:00:00,4956.98
39040740,2021-03-16,08:00:00,17:00:00,4653.52
86596988,2023-08-05,08:00:00,17:00:00,4442.94
97338218,2021-02-24,08:00:00,17:00:00,2884.99
36722036,2024-02-17,08:00:00,17:00:00,3653.71
25058384,2020-08-31,08:00:00,17:00:00,2839.33
86024170,2023-03-11,08:00:00,17:00:00,2515.33
62414584,2024-04-20,08:00:00,17:00:00,2822.67
50248036,2022-11-11,08:00:00,17:00:00,3553.36
39569177,2023-11-02,08:00:00,17:00:00,4276.29
29175116,2020-08-17,08:00:00,17:00:00,2556.12
81451917,2021-02-21,08:00:00,17:00:00,4577.89
40397276,2021-12-10,08:00:00,17:00:00,3401.36
74636358,2024-05-02,08:00:00,17:00:00,3867.55
33919764,2020-08-22,08:00:00,17:00:00,3771.62
30852516,2021-03-14,08:00:00,17:00:00,2838.45
73412549,2022-12-04,08:00:00,17:00:00,3369.91
45588659,2020-10-17,08:00:00,17:00:00,2747.44
50793584,2020-07-17,08:00:00,17:00:00,4288.09
78294013,2021-09-29,08:00:00,17:00:00,3004.09
74958776,2023-04-22,08:00:00,17:00:00,2853.65
69515747,2022-04-29,08:00:00,17:00:00,2542.88
84433306,2022-01-04,08:00:00,17:00:00,2645.65
24528024,2023-06-04,08:00:00,17:00:00,2982.07
30941590,2023-11-02,08:00:00,17:00:00,4092.72
86263294,2023-03-07,08:00:00,17:00:00,3600.64
95700399,2023-07-07,08:00:00,17:00:00,3545.85
72625904,2020-08-27,08:00:00,17:00:00,2905.92
98133759,2023-10-20,08:00:00,17:00:00,3433.8
31503147,2020-11-16,08:00:00,17:00:00,3608.4
52870971,2023-10-29,08:00:00,17:00:00,4710.03
65626552,2022-12-18,08:00:00,17:00:00,4112.9
92918715,2022-05-09,08:00:00,17:00:00,4175.4
33880980,2023-04-08,08:00:00,17:00:00,3975.23
50709318,2023-08-23,08:00:00,17:00:00,3378.37
31573971,2021-04-12,08:00:00,17:00:00,2523.21
17692664,2021-03-01,08:00:00,17:00:00,3793.75
44982429,2020-09-14,08:00:00,17:00:00,4185.97
61900615,2020-07-15,08:00:00,17:00:00,2561.3
87183588,2023-08-03,08:00:00,17:00:00,3808.26
74652439,2020-08-26,08:00:00,17:00:00,2687.12
63072132,2020-11-29,08:00:00,17:00:00,3078.14
89860954,2021-05-23,08:00:00,17:00:00,2622.32
88813368,2023-12-30,08:00:00,17:00:00,2804.52
96460483,2023-09-14,08:00:00,17:00:00,3338.27
11033938,2022-08-14,08:00:00,17:00:00,2645.94
12424680,2022-02-10,08:00:00,17:00:00,3705.03
55537993,2022-08-22,08:00:00,17:00:00,3984.41
30808042,2024-03-26,08:00:00,17:00:00,4808.38
56972295,2022-06-26,08:00:00,17:00:00,3371.81
82938830,2024-06-21,08:00:00,17:00:00,4956.19
58164332,2024-04-16,08:00:00,17:00:00,3606.61
80697117,2021-02-03,08:00:00,17:00:00,3970.43
45200716,2023-07-19,08:00:00,17:00:00,4388.68
45147274,2021-12-27,08:00:00,17:00:00,3922.47
85788714,2023-05-01,08:00:00,17:00:00,4991.17
38572235,2023-11-12,08:00:00,17:00:00,4784.35
41850399,2020-11-10,08:00:00,17:00:00,4247.3
11501521,2023-11-12,08:00:00,17:00:00,3768.12
87498977,2023-10-06,08:00:00,17:00:00,3733.93
75230236,2022-09-18,08:00:00,17:00:00,4523.9
73549918,2024-04-05,08:00:00,17:00:00,3489.24
82229300,2020-08-31,08:00:00,17:00:00,4653.88
81504777,2023-12-04,08:00:00,17:00:00,3870.44
45260149,2024-01-06,08:00:00,17:00:00,3415.69
58771315,2023-10-03,08:00:00,17:00:00,3469.79
67932365,2023-06-04,08:00:00,17:00:00,3219.48
56521649,2023-03-02,08:00:00,17:00:00,2739.65
23151805,2021-10-18,08:00:00,17:00:00,4870.42
67624262,2021-05-28,08:00:00,17:00:00,3562.71
82174368,2022-05-24,08:00:00,17:00:00,4319.41
41174510,2020-11-03,08:00:00,17:00:00,2780.51
86396365,2022-11-19,08:00:00,17:00:00,4103.72
58454626,2021-10-28,08:00:00,17:00:00,3265.05
12484268,2024-02-28,08:00:00,17:00:00,2981.31
25725555,2020-09-05,08:00:00,17:00:00,4986.7
16077332,2020-09-23,08:00:00,17:00:00,3907.42
17360372,2023-06-20,08:00:00,17:00:00,3281.89
81959930,2022-03-08,08:00:00,17:00:00,3624.3
28503648,2023-10-19,08:00:00,17:00:00,4334.21
95931834,2023-03-30,08:00:00,17:00:00,3490.87
47146641,2022-09-18,08:00:00,17:00:00,3291.12
11084543,2021-06-25,08:00:00,17:00:00,3774.06
28620961,2023-05-30,08:00:00,17:00:00,2650.1
74693011,2022-11-09,08:00:00,17:00:00,3932.03
80475540,2020-10-05,08:00:00,17:00:00,3435.83
29042621,2022-05-11,08:00:00,17:00:00,2593.1
94089652,2021-03-27,08:00:00,17:00:00,2728.76
56139554,2020-08-14,08:00:00,17:00:00,4865.95
75751795,2023-06-25,08:00:00,17:00:00,4405.32
19292527,2021-12-08,08:00:00,17:00:00,3335.25
76729888,2020-12-05,08:00:00,17:00:00,2859.82
34827942,2024-03-12,08:00:00,17:00:00,4583.81
