id,dni_persona,nombre,ruc_proveedor,stock,precio
25624,16154112,deserunt,79543035385,669,131.92
25625,72661591,esse,54784789308,608,130.31
25626,33513891,mollitia,35292403569,468,13.06
25627,72364900,vitae,43141491124,56,144.57
25628,56830638,fuga,50196185764,917,71.93
25629,15050145,dolor,57580811390,17,187.06
25630,87530888,quam,43580518002,213,143.09
25631,76524182,velit,90292334298,413,19.54
25632,98033203,autem,23753763711,664,151.98
25633,73653675,asperiores,59083462452,243,126.65
25634,64510616,adipisci,85504259779,413,152.09
25635,49743922,dolor,24599938765,791,29.48
25636,23736751,beatae,44589496010,332,137.12
25637,57234675,perspiciatis,93079636168,252,139.54
25638,97809874,corporis,81124769175,132,25.29
25639,82713354,aliquid,38735276725,754,6.14
25640,96822142,eligendi,47612730498,283,96.4
25641,91996841,debitis,75009742451,48,55.06
25642,67162548,dicta,72030509113,372,38.26
25643,52911536,voluptate,99499566591,206,136.17
25644,73975042,consequatur,49975798991,365,25.96
25645,37178491,eveniet,80913363986,954,183.17
25646,98636845,fugiat,73633671020,260,98.97
25647,93714142,ipsam,51814240993,488,91.59
25648,69246734,odio,44111700745,643,61.28
25649,98568926,excepturi,98192576485,898,75.21
25650,43447734,magni,62928148550,556,16.01
25651,47886593,doloremque,39563227180,974,99.83
25652,67684531,reiciendis,88932868005,346,143.52
25653,36791210,architecto,92219279289,820,69.64
25654,59184231,eveniet,93173865475,967,30.07
25655,98353694,reiciendis,50938018983,767,147.1
25656,67917353,recusandae,59499278922,857,5.38
25657,91263711,magni,92952739522,833,19.66
25658,34994396,cum,79013637335,392,93.25
25659,16803508,expedita,24618657668,413,163.51
25660,80759271,quasi,94583100200,595,138.58
25661,31488705,tempora,37607923425,554,162.49
25662,30801535,error,17964893004,912,14.17
25663,87299491,autem,25287464235,862,180.94
25664,46592158,aut,10969023774,958,149.38
25665,44897149,minima,64579768021,295,12.9
25666,80830351,iusto,73301723561,444,133.08
25667,77163182,ratione,55175957158,116,141.61
25668,82009230,eum,62817767303,43,72.31
25669,90321203,blanditiis,27629530828,157,11.19
25670,57328579,quibusdam,27237300120,92,108.78
25671,54879359,repellendus,99651833846,972,19.99
25672,31959091,minima,55164307417,310,190.36
25673,90818997,ex,32628056349,878,11.45
25674,97658859,nostrum,65598481253,494,84.52
25675,40880941,inventore,35487571366,796,88.77
25676,60552674,quae,69587521634,219,173.18
25677,51737569,voluptas,51303436056,906,12.44
25678,65573889,quasi,14412898114,394,42.74
25679,65130608,reprehenderit,92231832421,862,32.45
25680,97509245,iste,22422451781,902,192.81
25681,81933235,pariatur,32728250104,163,8.32
25682,49715890,magni,80345359334,847,124.07
25683,63669235,unde,11016333313,600,9.04
25684,79986958,voluptatem,57448409807,551,94.57
25685,56646445,sapiente,57196785424,760,28.23
25686,61493674,voluptates,67867426600,655,36.12
25687,32982067,vitae,48409678613,167,155.59
25688,44333118,molestias,56293335331,643,47.74
25689,47730478,ea,55881913692,860,167.17
25690,66378583,aperiam,83748291737,268,79.46
25691,93061491,dicta,57302223919,157,185.94
25692,72896179,quaerat,99744231289,628,175.82
25693,90095108,nisi,53641309265,488,127.36
25694,23697198,iusto,66977397432,237,127.88
25695,86986534,doloremque,97834806874,954,5.07
25696,88948655,ipsam,79543035385,579,7.97
25697,45036548,et,78611945262,177,88.57
25698,94506990,totam,27385731603,422,67.95
25699,32891446,accusamus,28575578136,150,63.97
25700,74355064,recusandae,72313918376,255,40.96
25701,34816709,porro,99613871754,84,119.62
25702,75366756,totam,82268656403,775,110.85
25703,47605225,sit,53985222488,583,157.28
25704,44434434,quos,79409779581,870,12.57
25705,11601255,nostrum,35937271609,236,15.98
25706,51736173,cupiditate,24534906955,275,94.1
25707,96260925,voluptate,70922675902,445,43.84
25708,89815056,in,46793510606,129,55.2
25709,48625878,facilis,45633851591,267,11.69
25710,84705136,at,16961270638,339,26.66
25711,10336253,porro,94257439619,752,88.68
25712,40378623,nostrum,70505910949,330,54.65
25713,37818421,architecto,69738026444,371,97.74
25714,42447210,quis,66062612441,609,164.13
25715,43280108,qui,33994384386,697,50.41
25716,33110069,iure,21142159857,721,173.56
25717,89477246,suscipit,94250481337,534,90.41
25718,17428388,doloremque,39804754959,311,153.58
25719,17406264,quisquam,28106109107,142,149.66
25720,49371870,exercitationem,44256269728,674,72.91
25721,68475081,est,49434977360,580,105.51
25722,28386721,quas,44757781109,506,156.67
25723,85927893,magni,74751517893,979,24.48
25724,89682256,saepe,82471107636,759,34.92
25725,35635874,iste,71966016429,894,167.37
25726,74050039,numquam,45999375318,86,148.12
25727,23736751,est,30626158312,346,172.48
25728,31805623,at,48960278120,728,178.95
25729,32670535,sit,20719374885,539,114.61
25730,77142207,animi,83132883690,497,35.73
25731,21364922,tempora,91156607039,858,160.97
25732,17287153,alias,97583926183,28,24.93
25733,18553607,fugiat,53985222488,521,59.77
25734,38190125,repellat,56659359628,30,40.58
25735,62993155,nihil,36814138461,824,156.85
25736,28919505,culpa,10016123446,617,36.06
25737,31784128,aliquam,79250741486,730,186.59
25738,90818997,modi,26095230466,688,53.67
25739,46528681,voluptate,48260573804,382,194.3
25740,12257025,excepturi,54033802372,418,72.39
25741,26507436,voluptates,97108521005,726,182.42
25742,71656562,accusamus,79921998047,201,104.82
25743,21514764,laudantium,39771094520,709,180.14
25744,38204359,similique,62201618957,672,152.94
25745,27533710,consequuntur,65699373597,393,40.55
25746,67294130,sed,28680451594,749,75.71
25747,44479259,nisi,71973104224,701,186.82
25748,16720652,in,91467444132,245,155.9
25749,33193704,debitis,47369439375,293,86.64
25750,15963250,eligendi,96087575083,319,118.81
25751,79244617,placeat,82605406549,818,117.97
25752,82636271,architecto,33519140771,670,14.67
25753,69904314,ex,43733987394,884,168.0
25754,14778419,quaerat,49729871112,914,88.77
25755,19589223,ducimus,15032283733,12,103.81
25756,85865126,labore,48136377937,81,95.64
25757,23266414,est,65627333714,301,163.36
25758,99657110,ratione,48802577293,740,44.09
25759,29553898,tempore,30270197240,583,76.75
25760,22588198,voluptatum,47850984154,710,110.57
25761,86523442,ab,54893173468,161,37.74
25762,60988060,tempora,43412918809,779,68.4
25763,21463637,praesentium,76664630320,348,113.66
25764,27566227,deleniti,31407450481,742,76.43
25765,44399435,facilis,80182937955,48,57.01
25766,74377589,corrupti,71125742774,614,156.71
25767,76956769,omnis,41425642094,302,43.89
25768,54395170,ea,99882568045,241,9.05
25769,18912581,sunt,60304675348,777,19.29
25770,72369296,iure,26596835363,287,176.47
25771,77351169,in,50895794978,491,97.28
25772,69961853,quod,90165430948,143,169.08
25773,60408651,eos,84753514718,992,127.1
25774,36568298,architecto,36972031748,535,92.9
25775,30925948,ut,66453721641,292,78.94
25776,71157440,vitae,54163591818,690,28.81
25777,16158835,dolores,76913320686,70,52.81
25778,11249302,eaque,72440737441,811,176.6
25779,19223452,in,59824536431,181,169.95
25780,28854438,quis,31191659484,477,111.77
25781,48262513,at,28067995439,44,161.98
25782,96564121,architecto,93930107344,205,134.05
25783,58540529,natus,58715040191,493,130.79
25784,32845916,laborum,92813358503,372,77.65
25785,76956769,velit,99613871754,971,111.04
25786,22090765,vero,87367373102,237,173.33
25787,52551734,odio,39613196149,843,11.47
25788,10781211,quibusdam,54817761336,369,175.99
25789,32923954,culpa,29046109626,509,155.79
25790,68522273,reprehenderit,80883234024,256,149.25
25791,77272888,vero,24376442677,125,184.86
25792,62813132,mollitia,99273560656,592,123.69
25793,46227146,facilis,70556825371,384,170.72
25794,96868795,porro,23999391077,128,55.88
25795,38340848,quos,68588100902,652,120.83
25796,14530581,aliquam,76097624388,157,112.18
25797,16859688,adipisci,58944180581,78,127.87
25798,51986513,omnis,88315771103,783,23.2
25799,73246785,totam,34331561588,628,47.94
25800,87852070,natus,39801476981,146,191.62
25801,91827951,earum,90511215718,278,57.09
25802,32777914,perspiciatis,46927170243,535,39.02
25803,89682256,enim,55884764597,952,18.67
25804,96171741,voluptatibus,28836923663,84,169.61
25805,82652191,libero,36313826981,71,48.24
25806,85023997,facilis,67638591227,487,122.48
25807,91132999,atque,54588471069,70,98.13
25808,86659156,labore,58253484272,455,46.26
25809,31991616,voluptate,63304617015,416,124.57
25810,19619052,unde,22852529548,288,188.49
25811,34671417,eos,91765821194,903,178.4
25812,32152624,unde,61850296311,670,14.45
25813,84122394,aspernatur,63805668532,369,9.71
25814,63781780,sequi,95874471569,710,62.6
25815,12816045,vitae,38760581886,252,72.54
25816,82785791,nobis,61435716047,297,97.96
25817,78702744,alias,48091739922,767,79.1
25818,87531047,veniam,36250588045,994,66.54
25819,38654371,quas,32610614381,168,166.12
25820,96737461,vero,40657947267,994,154.01
25821,40414151,vitae,20230476976,674,27.78
25822,83872471,exercitationem,33834874977,28,83.03
25823,49655462,cum,36933643198,409,142.55
25824,42383589,dolor,81299830258,467,119.58
25825,75435062,laudantium,81613346612,858,194.8
25826,47857125,tempore,84988571474,916,95.37
25827,69897369,in,99647446092,776,27.83
25828,35673995,voluptatibus,42616587347,643,52.93
25829,16803508,unde,76162855975,513,145.41
25830,58540529,quos,62762031371,684,173.23
25831,59342367,illum,90695258154,313,134.96
25832,42604783,quae,81086077464,603,159.22
25833,76803989,impedit,33811177916,927,153.78
25834,96274116,ducimus,42283808507,601,43.89
25835,12091494,incidunt,32215389040,582,104.41
25836,68660850,quisquam,80294727245,656,134.21
25837,15602632,eius,30558291182,177,97.17
25838,29087282,repellendus,33314636743,629,59.17
25839,97956546,nihil,13883119059,778,143.38
25840,72897401,repellendus,12114791656,380,35.26
25841,88576728,dolore,59834189758,100,151.36
25842,59454853,esse,52098376780,818,57.41
25843,19223452,optio,50549588948,257,110.54
25844,16382139,suscipit,83606747744,426,42.52
25845,94539132,iure,29165749268,724,55.21
25846,26972417,fugiat,37192845980,944,79.58
25847,79689408,nulla,63460355893,149,53.84
25848,37957001,fuga,94871433798,172,41.75
25849,73107923,maxime,15003883259,353,194.88
25850,73790442,facere,27925096700,562,145.26
25851,79570615,placeat,30950058334,981,166.27
25852,20604990,ipsam,52591864789,734,107.68
25853,74408154,enim,57842541967,175,79.99
25854,45582356,aut,11456192977,209,108.79
25855,24169727,molestiae,33268755103,777,156.27
25856,11377554,quia,77668933292,285,169.25
25857,18826001,veniam,12074403862,991,123.31
25858,94539132,amet,63973478121,641,180.47
25859,85669425,nobis,28752687328,235,157.86
25860,60382160,magnam,87459627498,487,44.39
25861,92440509,asperiores,56947436713,256,62.12
25862,48932897,dolore,20908459690,857,16.51
25863,48469674,qui,55409112895,563,40.02
25864,79236851,qui,30937514304,571,10.09
25865,74224527,consequuntur,61081633831,337,151.98
25866,19265623,odio,51154722331,891,88.97
25867,47745863,porro,59096320087,813,78.01
25868,97269519,alias,20719374885,394,5.09
25869,22360491,et,22799404148,401,143.17
25870,39427090,quasi,48787581846,321,176.67
25871,19512017,ad,21643154996,431,75.77
25872,76523041,fuga,14242367183,639,123.2
25873,19589223,temporibus,19718855987,42,27.34
25874,87432628,eveniet,20714704269,204,166.43
25875,38377186,cumque,35211967748,316,108.64
25876,19247102,omnis,29138276809,819,178.12
25877,51659480,non,10361416432,308,109.88
25878,51545998,nam,36291925306,647,108.46
25879,11666152,asperiores,88825140313,94,24.68
25880,71763909,quia,51852574334,872,67.23
25881,32480014,illum,87595973373,628,82.02
25882,13918508,modi,59790848497,78,140.29
25883,36261493,ullam,39749933932,908,68.97
25884,63596428,quam,87370834725,515,12.89
25885,17958790,laborum,20048014058,580,199.45
25886,16293388,sapiente,83594341263,504,125.03
25887,20169335,illo,85681275950,262,179.42
25888,83221167,atque,79051003195,38,196.54
25889,28540340,laboriosam,46123074349,371,85.31
25890,59442236,quis,32831551620,829,71.33
25891,32347695,reiciendis,49897138399,474,148.1
25892,88421731,quo,18613305880,423,104.22
25893,67827879,a,20366661445,574,153.76
25894,94947433,facere,72076254795,475,37.58
25895,66178396,exercitationem,67852316938,26,57.02
25896,21201667,asperiores,30558291182,498,158.82
25897,84901197,odit,75521391747,168,81.12
25898,43000745,dolore,44849916226,442,116.81
25899,26056947,rem,31942128999,274,176.1
25900,46926420,eligendi,68132014496,665,142.66
25901,36693630,odit,22500062444,152,94.99
25902,82546495,similique,45245950332,522,123.62
25903,58815237,quaerat,27507910227,61,48.89
25904,98382489,nesciunt,50636667098,745,80.75
25905,56830638,inventore,38760581886,29,164.5
25906,81726588,iste,19484163605,863,20.0
25907,40394159,facilis,22839641093,56,165.85
25908,15447169,nostrum,88004881847,501,26.04
25909,97879650,laudantium,44721026442,722,171.8
25910,46833308,facilis,94983299612,825,163.65
25911,35450994,vel,14241206903,549,151.45
25912,53642985,quis,22703019408,709,153.61
25913,73180625,earum,84902090786,377,99.84
25914,28566525,autem,65833501884,975,191.15
25915,56072788,eligendi,41453985206,430,39.79
25916,76898702,ullam,11336371566,802,82.02
25917,47275299,inventore,46131905060,142,153.15
25918,84032008,id,29633575004,201,22.59
25919,32226939,minus,61248737967,60,177.66
25920,17623381,impedit,16721997695,730,9.74
25921,96170616,labore,69734859093,675,106.92
25922,47916453,eligendi,81845620137,483,73.84
25923,77449291,blanditiis,35593243931,202,98.21
25924,56509724,nesciunt,33216887618,223,38.91
25925,67725807,porro,57051572545,939,64.34
25926,76609733,ea,84472416926,17,106.89
25927,51546747,cumque,91312206629,980,63.81
25928,92104697,aperiam,38226463560,690,95.5
25929,19231450,dolores,78611945262,295,125.42
25930,45830945,quam,98820664370,26,117.6
25931,64498781,quam,47957205570,949,6.81
25932,48223493,quos,54563860191,990,94.56
25933,31823732,ullam,10146401941,189,130.35
25934,54196518,nesciunt,33400374934,479,89.18
25935,76615807,eos,16421453102,530,147.48
25936,51264303,necessitatibus,56125029515,800,89.38
25937,16296146,laudantium,25201997088,365,59.3
25938,11844079,perspiciatis,96691369583,805,100.48
25939,25616390,ea,24567032453,345,23.08
25940,94280157,modi,77893735560,863,190.68
25941,29553015,dignissimos,76802400624,750,125.49
25942,39852450,optio,77259723219,449,25.24
25943,85865126,debitis,22128285837,481,162.83
25944,43071303,quaerat,55963450638,664,24.0
25945,72290565,consequatur,58021412811,214,194.74
25946,60453941,inventore,75036020365,456,152.42
25947,45899169,alias,57919515236,741,16.55
25948,60199116,quasi,85768816060,660,57.55
25949,84631419,quaerat,44174470069,235,70.66
25950,31515445,praesentium,60648558391,951,126.1
25951,66351040,molestiae,30072235755,32,52.35
25952,71190026,voluptas,12049606514,479,197.83
25953,16036746,ipsam,99162381625,426,130.8
25954,99214908,officia,87838590097,167,76.89
25955,81127459,dolor,61191457791,319,182.5
25956,71590486,sit,38223288774,983,22.6
25957,61674359,itaque,12641784143,280,28.35
25958,99526076,neque,57222886090,662,58.91
25959,75435062,occaecati,68224842228,433,52.31
25960,20725164,doloremque,68886420350,879,34.23
25961,77959927,atque,56952233824,566,7.17
25962,93752601,voluptatem,24127979912,244,73.99
25963,19284690,praesentium,26181000494,542,80.54
25964,95790253,tempore,69201406958,10,119.66
25965,71557312,minima,66925598910,902,138.5
25966,58275594,assumenda,83320561656,998,93.73
25967,27431548,facilis,78274543856,146,157.75
25968,29836278,suscipit,98309986278,504,167.4
25969,94772956,id,93622384730,831,27.33
25970,79587950,similique,60753878230,467,19.87
25971,70037831,minima,61476605458,444,188.73
25972,21520463,recusandae,97535934184,473,97.21
25973,39940917,voluptatem,29876340644,114,63.23
25974,83907760,eaque,34872455260,740,5.49
25975,64207875,error,97535934184,841,156.9
25976,76293555,architecto,58504850923,738,142.51
25977,36921426,itaque,87864072015,32,69.44
25978,46632952,distinctio,24026932930,46,108.69
25979,83749603,incidunt,97039540875,705,124.06
25980,32777914,perspiciatis,73835891499,816,27.85
25981,56985772,doloremque,96363779969,848,55.82
25982,95986523,velit,32018655347,978,137.69
25983,35024509,consectetur,17461664185,504,44.18
25984,35214284,quibusdam,27289178523,53,32.91
25985,29147451,provident,65492391757,755,102.17
25986,41951597,officiis,42072532401,293,87.39
25987,81414405,eius,82582242992,774,195.62
25988,23046536,velit,53012018726,665,145.63
25989,69417829,laudantium,37576418910,967,73.31
25990,40139802,neque,65333440977,932,160.81
25991,53357353,soluta,28588716134,39,177.06
25992,47275299,nemo,34402878525,334,97.02
25993,16302002,laudantium,33510202100,412,165.11
25994,41166892,architecto,82710932545,435,161.07
25995,58663332,hic,47001203961,895,72.19
25996,48801358,itaque,41767759846,213,54.2
25997,66630759,minima,58248783263,233,56.5
25998,35684529,inventore,78329853042,931,11.73
25999,38608832,vitae,74975054490,228,62.98
26000,89834007,a,79197090953,759,195.68
26001,59169683,amet,91141494981,500,82.46
26002,60302893,provident,70522527125,485,13.31
26003,73507937,reprehenderit,34770085808,605,88.79
26004,14583065,harum,16418192238,525,21.61
26005,69904314,mollitia,56768672121,463,198.68
26006,50877451,temporibus,55037273416,448,56.91
26007,68797567,natus,29059870159,969,5.91
26008,28087303,impedit,34615170733,585,83.26
26009,64509276,eveniet,71787561068,366,187.24
26010,18924688,molestias,79573963090,916,6.4
26011,82059415,facere,65516166560,709,43.88
26012,21058062,optio,33981627186,884,9.99
26013,58751105,maxime,99321768957,874,175.79
26014,70562241,nihil,41731619179,677,112.72
26015,77959927,impedit,38001471185,970,140.7
26016,89681649,porro,99775898967,652,173.09
26017,80492789,quia,97325957651,718,16.91
26018,53576928,adipisci,66974320618,648,176.06
26019,55070527,voluptatem,59893724818,467,37.94
26020,52646843,magnam,48411250202,795,28.41
26021,26526944,quo,19060202426,354,47.74
26022,94295595,ut,84758324240,428,25.16
26023,94923323,fuga,17451878067,235,53.79
26024,48428186,odio,91457876554,22,26.29
26025,91509726,cumque,20994537066,541,42.42
26026,71331073,omnis,45813228769,607,178.49
26027,79405204,quod,95687041876,867,56.43
26028,58937436,et,89614961110,594,129.21
26029,52345994,nisi,88238147548,439,15.86
26030,21554622,assumenda,64452447358,524,42.86
26031,93317034,dolores,58247416888,400,24.86
26032,74356679,aliquid,93318613429,771,96.32
26033,41103067,sint,91948355071,227,56.2
26034,29904271,deserunt,83659050987,74,53.93
26035,74502815,doloribus,78448281797,593,120.52
26036,14426156,illo,62415991755,816,169.71
26037,98755109,sed,13749062095,221,170.86
26038,50494585,dolore,50980497831,370,183.76
26039,22750258,quam,66701430004,161,45.13
26040,77351169,enim,25788598178,986,197.32
26041,18603725,provident,59375505645,732,21.08
26042,77138308,ipsa,82680948914,827,151.01
26043,15925871,cumque,61291474375,545,197.34
26044,18771934,inventore,61447213318,637,77.46
26045,43040325,nostrum,36059672660,549,63.08
26046,47635879,rem,63287168825,611,97.97
26047,78994328,maiores,17451878067,342,17.06
26048,31376599,modi,61554132135,258,52.67
26049,27356901,soluta,33375294562,296,132.28
26050,18653582,neque,58218195195,146,21.08
26051,10669603,nesciunt,14162237000,835,31.12
26052,30128045,dolore,81440400951,436,5.65
26053,17713979,reiciendis,19975203064,561,45.01
26054,71157440,odio,87458016942,783,162.27
26055,56201711,explicabo,20720558722,457,95.38
26056,14426156,neque,67014443312,967,13.18
26057,58323697,qui,95768801704,246,124.82
26058,29500708,perspiciatis,74832291920,337,33.17
26059,60031060,quisquam,88626855653,633,73.96
26060,63489416,debitis,14270752911,262,71.53
26061,79994602,sit,20932144317,919,152.68
26062,16803508,ex,11266243756,609,51.58
26063,49044321,amet,86125620645,638,33.54
26064,32187466,animi,55355713477,794,73.92
26065,58964318,odit,54243842910,809,17.8
26066,32389032,amet,80109533259,730,169.8
26067,45536883,consectetur,45168222464,502,168.5
26068,75790652,debitis,23651588651,595,6.58
26069,39911397,nobis,63045751796,187,43.06
26070,12954638,dicta,52248054039,250,138.93
26071,65822559,sint,74308515808,337,33.41
26072,57510188,eos,71704766415,56,70.22
26073,33021485,error,30851736527,452,47.39
26074,33790674,cum,31191659484,151,68.72
26075,33094423,suscipit,92334254038,122,31.01
26076,28979237,ut,21169220058,747,62.81
26077,59747323,perspiciatis,53274698631,381,168.63
26078,53130709,praesentium,72661720420,780,51.98
26079,34656981,accusantium,66850075367,797,16.56
26080,11206300,ad,68194779368,921,23.39
26081,38964345,nisi,20439608991,123,146.9
26082,52132226,omnis,89288684819,453,156.4
26083,52363961,tempora,70687082383,244,34.42
26084,68065084,aliquid,16995086164,180,168.99
26085,40892621,delectus,38173836006,882,143.99
26086,53045822,sed,10302302366,471,82.4
26087,59400280,error,19970133653,445,16.84
26088,31823732,quas,52971128606,834,5.47
26089,99262292,repellat,98790399418,275,128.89
26090,41344068,laudantium,34683460123,396,28.87
26091,43265538,voluptatem,43428305968,415,9.65
26092,44125918,quae,54050420825,549,61.38
26093,92481947,expedita,65619985034,254,83.8
26094,74897912,dicta,44256269728,907,7.08
26095,57267047,iste,27003644329,189,103.29
26096,99495921,ipsum,54178038133,562,135.38
26097,24663170,sunt,21155809404,554,158.24
26098,33513891,placeat,68318411134,618,21.1
26099,92847313,eius,10558973373,493,146.37
26100,12253075,nulla,32912094558,555,10.73
26101,89424820,et,74553062706,681,38.37
26102,83221167,modi,81217821391,593,100.12
26103,58323697,fugiat,66696379882,456,47.84
26104,79339171,necessitatibus,33169614812,286,80.17
26105,60832892,blanditiis,99875658191,839,92.58
26106,53130709,vel,37817654237,896,32.03
26107,44770850,sapiente,90986907051,416,114.04
26108,85645522,amet,98210989587,145,12.07
26109,99399916,veritatis,48506127451,16,143.36
26110,26354686,accusamus,59610304163,758,130.99
26111,55308542,dignissimos,11410719165,697,59.54
26112,30142662,laudantium,34430297739,47,45.06
26113,24920359,qui,47121631271,12,142.09
26114,86393699,occaecati,79051003195,895,72.07
26115,87530888,eos,20128898717,227,169.71
26116,31623383,possimus,86201210754,732,102.85
26117,62900173,aliquam,34844798185,697,5.48
26118,62838161,exercitationem,34631626933,405,116.45
26119,46983443,reiciendis,95641761669,126,154.45
26120,34056191,eius,71742182002,218,109.33
26121,57942750,veritatis,61039459337,801,146.56
26122,75560772,sit,29064997056,678,74.8
26123,92868639,quos,48851016317,392,50.85
26124,31223438,consequatur,80980491170,646,174.26
26125,55435625,praesentium,57784750332,46,70.81
26126,42712845,blanditiis,50701873872,136,115.62
26127,33852549,aspernatur,56261340025,818,66.09
26128,91132999,reprehenderit,81628521592,980,49.68
26129,60453941,hic,85334041230,186,56.55
26130,23266414,vel,30732931404,210,187.12
26131,14788249,beatae,36630824857,644,183.58
26132,39086688,veritatis,96617088235,957,67.91
26133,36497402,provident,65886678110,156,91.43
26134,88444320,harum,42724651699,550,44.31
26135,76099458,odio,18737669376,583,181.53
26136,55936006,tenetur,86479868262,370,115.5
26137,18567023,ea,79279389331,257,5.58
26138,47398368,neque,95026693200,748,139.95
26139,70157478,nemo,36689812992,915,118.13
26140,60070955,blanditiis,12695816900,907,195.54
26141,22318051,blanditiis,43715987299,318,30.96
26142,71513290,excepturi,47957205570,574,176.26
26143,22579609,dolore,40657947267,417,154.43
26144,24738680,aut,15371091173,551,77.11
26145,31623383,sunt,60267440471,142,143.38
26146,70462568,suscipit,22788176494,793,40.1
26147,80277131,voluptatem,17444054039,239,22.55
26148,19177247,nam,53534944858,315,127.71
26149,73757008,fugiat,44318908958,70,196.04
26150,61096558,saepe,19130737775,862,36.3
26151,34319816,animi,90695258154,399,64.42
26152,44627693,molestiae,46691764197,286,29.7
26153,27356901,porro,79589776884,613,149.7
26154,73244522,repudiandae,31135069285,415,14.25
26155,13418302,doloribus,63031925617,727,72.72
26156,63056934,veritatis,30352224778,169,111.22
26157,85358546,a,65977670272,308,14.38
26158,95605508,aut,69959354071,991,16.13
26159,82004615,nulla,54003870066,505,76.72
26160,23486830,illo,69723590881,213,21.83
26161,29087282,occaecati,51193573403,887,166.96
26162,11051664,eius,33825520814,162,116.96
26163,83837331,totam,52740537031,201,160.16
26164,22780354,ad,29965316345,139,102.73
26165,41800441,doloribus,36410015807,165,52.24
26166,52963512,eaque,32991720294,138,138.74
26167,88998095,atque,94646542491,378,96.17
26168,36026596,rem,26480556587,345,192.56
26169,18198164,quaerat,37380195580,93,59.95
26170,99163346,est,13786590107,498,191.15
26171,59422806,cumque,34175971534,193,192.3
26172,85265080,optio,12114791656,426,22.94
26173,12091494,ratione,40497646833,862,105.98
26174,87569751,molestiae,95332123669,757,35.47
26175,23956436,nemo,70564600357,92,82.98
26176,66378583,architecto,76403696489,915,151.81
26177,65550048,assumenda,36425581462,564,89.88
26178,34822316,eaque,58680767201,106,51.86
26179,92956815,nostrum,41569963828,916,47.22
26180,28743916,exercitationem,27189859462,409,119.6
26181,18229872,unde,57406918611,418,61.99
26182,33378073,necessitatibus,90695258154,122,185.46
26183,56005111,nam,19975203064,154,185.31
26184,52551734,distinctio,39611451842,302,88.84
26185,97844053,excepturi,87811927499,269,125.83
26186,16697071,tenetur,30370320498,398,144.82
26187,44434434,deleniti,72892355609,848,47.82
26188,76613260,assumenda,37948307560,741,86.58
26189,96589834,a,11734837627,471,163.77
26190,24075117,recusandae,22500807454,41,116.88
26191,34962835,amet,33061534114,168,54.18
26192,93675236,fuga,50294240749,514,67.12
26193,22050518,ipsa,53188483991,692,105.52
26194,99288268,debitis,61968157036,587,191.62
26195,64943409,ad,46153997467,237,89.0
26196,23196117,voluptatem,13718073023,990,47.66
26197,11408064,eveniet,43575842134,331,133.09
26198,44434434,suscipit,53012018726,555,170.54
26199,98546667,atque,38616183134,876,17.39
26200,29936539,eum,41410987690,410,23.82
26201,58466919,fugit,42226535080,787,137.55
26202,72797631,velit,76997541416,154,29.14
26203,67827879,doloribus,49321755921,861,115.88
26204,55486289,dolorum,21714543597,683,142.64
26205,62617893,eos,64642339799,704,144.19
26206,89378900,cupiditate,24724731863,695,181.41
26207,15134144,eligendi,81167149556,915,134.95
26208,88502060,dolore,72776653189,243,58.62
26209,28036662,ducimus,18723158496,655,145.63
26210,20949826,facilis,30177560912,857,117.41
26211,22276935,ea,30608166570,866,177.83
26212,19315335,est,53012018726,194,78.18
26213,45759062,eligendi,40412235558,63,177.23
26214,84409434,at,72076254795,637,192.56
26215,12813258,dolorum,31677363975,390,198.68
26216,43032134,eaque,36250588045,686,63.08
26217,35673995,eos,77959555094,39,150.33
26218,40188526,odio,89078120691,582,115.32
26219,92999564,voluptates,30971632761,515,18.5
26220,52024444,corporis,28604168528,365,24.65
26221,24396583,autem,81886221960,891,199.33
26222,75349153,aspernatur,90307128247,175,98.63
26223,54318448,consequuntur,94871433798,538,131.25
26224,69796788,sequi,71522708231,375,29.05
26225,83316433,qui,70505910949,962,7.37
26226,18640674,unde,50556765404,908,21.67
26227,59881025,fugiat,94716187390,275,171.84
26228,78143837,eius,55197829918,693,136.95
26229,38614477,voluptate,28628479362,468,167.72
26230,21021126,quaerat,40775567176,584,104.35
26231,96461235,nesciunt,58246096802,378,157.43
26232,27308718,sit,95023352554,422,135.28
26233,11594253,explicabo,45073452158,403,49.49
26234,81556834,accusamus,89397034716,191,20.12
26235,68347562,pariatur,85770711776,911,113.94
26236,99321069,iste,80742459577,207,58.73
26237,74787719,sit,69027840562,226,56.06
26238,46683594,architecto,96306591012,903,165.83
26239,21632296,perferendis,68413704125,921,117.22
26240,82893728,ipsa,82602989852,508,159.29
26241,26966451,dicta,87759499805,475,77.62
26242,35673388,soluta,17998112464,356,24.31
26243,19493400,minima,87687352667,713,181.68
26244,36497402,nam,94817872676,967,12.7
26245,78236927,sint,24171676053,423,9.27
26246,50510723,enim,79589776884,103,119.34
26247,12056861,facilis,14316658939,377,187.99
26248,78957940,dolorem,83561837300,258,65.45
26249,95847623,dolores,80893684744,589,60.35
26250,44106191,delectus,48393908065,631,69.8
26251,92540636,eius,99288241445,44,110.01
26252,72027189,dolorem,47919956347,995,158.21
26253,74950650,ab,42894712989,562,134.06
26254,47116242,accusantium,53534944858,966,16.32
26255,23698130,assumenda,83433190892,526,155.46
26256,28821178,veniam,32509279521,507,69.34
26257,89014832,modi,81310211361,159,192.91
