dni_persona,num_colegiatura,especializacion
10857506,VET-044407,Cirugía
15811512,VET-670703,Oncología
99313307,VET-000026,Cardiología
84437647,VET-647373,Medicina General
78220194,VET-541528,Cirugía
66769618,VET-562494,Oncología
41396740,VET-946918,Cardiología
47508149,VET-634637,Oncología
91444268,VET-636046,Medicina General
42724237,VET-984105,Medicina General
92097745,VET-374544,Oncología
64940124,VET-801980,Medicina General
31999229,VET-012526,Dermatología
44043147,VET-629712,Oncología
10073414,VET-276642,Medicina General
80113933,VET-241356,Cirugía
29583453,VET-025476,Cirugía
25086587,VET-946688,Medicina General
89088863,VET-842464,Medicina General
69008185,VET-646822,Dermatología
14784715,VET-398870,Cirugía
26095887,VET-965810,Dermatología
74714225,VET-640297,Cardiología
83771504,VET-420245,Cardiología
88874732,VET-812990,Oncología
75841397,VET-873589,Cardiología
24775121,VET-509159,Medicina General
26525583,VET-982072,Oncología
65693941,VET-011726,Cirugía
73284673,VET-713230,Oncología
36276929,VET-957288,Dermatología
92773026,VET-261455,Cirugía
84457015,VET-245733,Cirugía
83515003,VET-731121,Dermatología
39019127,VET-692412,Oncología
87302261,VET-513002,Cardiología
46757066,VET-872313,Cardiología
87789024,VET-951211,Cirugía
62901638,VET-715228,Cirugía
20617032,VET-760147,Medicina General
77647717,VET-003709,Oncología
17983054,VET-658681,Medicina General
37557003,VET-136042,Cardiología
69046080,VET-395242,Oncología
69827233,VET-581510,Cardiología
34778582,VET-756849,Medicina General
52344402,VET-573130,Cardiología
59610298,VET-349141,Cirugía
68580021,VET-952714,Cirugía
78774117,VET-987592,Medicina General
82133300,VET-148715,Dermatología
64533961,VET-776556,Dermatología
60106974,VET-256219,Medicina General
51604713,VET-055772,Oncología
41792148,VET-849249,Medicina General
61421113,VET-691937,Cirugía
19871660,VET-155819,Cirugía
24096213,VET-662293,Dermatología
10400236,VET-763384,Dermatología
73151428,VET-622331,Medicina General
10580529,VET-139474,Cirugía
12705669,VET-523956,Medicina General
35242540,VET-337862,Medicina General
50545437,VET-108912,Medicina General
79813679,VET-468548,Dermatología
53499604,VET-146104,Dermatología
29861453,VET-231903,Dermatología
35265619,VET-874321,Oncología
39590496,VET-329601,Dermatología
72216425,VET-062547,Cardiología
41215063,VET-471718,Cardiología
90914795,VET-442324,Dermatología
93590447,VET-854452,Cirugía
79297632,VET-719858,Oncología
79756853,VET-189225,Medicina General
77561784,VET-399173,Cardiología
48500152,VET-997651,Cardiología
51198199,VET-779298,Cardiología
26786551,VET-669728,Oncología
79053821,VET-928654,Medicina General
86563214,VET-800288,Cirugía
88577471,VET-584572,Cardiología
43532359,VET-611709,Oncología
48583929,VET-183802,Medicina General
55170329,VET-543961,Medicina General
16346014,VET-189567,Cardiología
71889800,VET-904323,Medicina General
41199326,VET-018605,Oncología
20256678,VET-933200,Medicina General
46928972,VET-465668,Oncología
45508698,VET-885413,Dermatología
44194737,VET-217614,Cardiología
16712408,VET-344712,Dermatología
80916628,VET-155472,Medicina General
87061836,VET-791892,Medicina General
12391883,VET-465977,Medicina General
51013655,VET-841284,Cardiología
44967887,VET-833002,Oncología
97147155,VET-288933,Medicina General
28632153,VET-329354,Cardiología
96703343,VET-499345,Cirugía
99525127,VET-956989,Cardiología
65714148,VET-861068,Cirugía
21820640,VET-831091,Medicina General
61387180,VET-443760,Oncología
56708393,VET-247609,Oncología
33764027,VET-973671,Oncología
10943000,VET-969128,Medicina General
94106656,VET-315700,Dermatología
95032921,VET-081663,Medicina General
90878801,VET-853411,Medicina General
61125313,VET-110942,Cardiología
87387935,VET-107154,Medicina General
35103002,VET-004364,Cirugía
60627362,VET-114183,Cirugía
81544094,VET-311177,Cardiología
15947634,VET-956911,Cirugía
27506158,VET-949471,Cirugía
21385251,VET-096752,Dermatología
79877819,VET-310154,Cardiología
73485661,VET-021619,Cirugía
15603468,VET-022027,Cirugía
32510486,VET-224932,Oncología
89408564,VET-740239,Cirugía
16207029,VET-152087,Cardiología
15242754,VET-973550,Oncología
97073218,VET-727891,Medicina General
84790510,VET-324645,Oncología
32171118,VET-688276,Cirugía
92438520,VET-080716,Medicina General
27678215,VET-676598,Medicina General
15556977,VET-741377,Cirugía
44405333,VET-779548,Medicina General
46882647,VET-249825,Oncología
51140146,VET-740929,Oncología
80927492,VET-216473,Cardiología
65940403,VET-312970,Oncología
37352541,VET-156368,Cardiología
40664222,VET-285715,Medicina General
81591612,VET-002424,Dermatología
62141294,VET-350226,Medicina General
46752275,VET-631645,Cirugía
35728190,VET-045068,Medicina General
61045383,VET-858095,Medicina General
19946072,VET-113669,Cirugía
50486740,VET-021940,Dermatología
73192650,VET-676541,Medicina General
78426905,VET-806034,Medicina General
46948717,VET-611468,Cardiología
26585154,VET-571745,Cardiología
44072839,VET-214474,Medicina General
68538415,VET-253863,Cardiología
91202499,VET-117065,Dermatología
54702451,VET-187857,Cardiología
78291688,VET-695505,Medicina General
40299937,VET-311583,Dermatología
58057912,VET-186529,Medicina General
30102556,VET-136170,Cirugía
13013179,VET-934809,Cirugía
95437530,VET-641232,Cardiología
46955723,VET-973668,Oncología
16494026,VET-445975,Cirugía
67636387,VET-935172,Cardiología
72365030,VET-678157,Dermatología
10997372,VET-561136,Medicina General
25373710,VET-324918,Oncología
65985060,VET-931778,Medicina General
62415013,VET-981584,Cirugía
41221849,VET-285464,Cardiología
14727816,VET-328920,Dermatología
10084637,VET-127551,Dermatología
92063570,VET-407285,Dermatología
25189862,VET-312064,Medicina General
73314740,VET-075683,Medicina General
91402115,VET-980026,Cardiología
78548396,VET-788932,Cardiología
78349862,VET-105938,Medicina General
14157807,VET-144045,Cardiología
43324271,VET-230376,Dermatología
18264927,VET-279205,Cirugía
79345299,VET-630567,Cirugía
63375131,VET-424338,Oncología
92771179,VET-711116,Medicina General
63784941,VET-956535,Cirugía
96371066,VET-910608,Cardiología
64016344,VET-401631,Medicina General
77477843,VET-908348,Medicina General
27641029,VET-305799,Oncología
46547637,VET-475380,Dermatología
81114675,VET-595058,Cirugía
46599570,VET-334932,Oncología
96685492,VET-045007,Cardiología
97162657,VET-792691,Cardiología
34331741,VET-178970,Medicina General
55786707,VET-432952,Oncología
53867919,VET-407552,Cirugía
16915425,VET-016100,Cirugía
66804291,VET-400079,Cirugía
92080165,VET-852830,Oncología
44165090,VET-954787,Cirugía
10710905,VET-667147,Medicina General
76750755,VET-960891,Dermatología
14369561,VET-073850,Oncología
39210945,VET-057967,Dermatología
59275798,VET-144566,Oncología
46887839,VET-497364,Dermatología
74755270,VET-163154,Cardiología
14382206,VET-374842,Oncología
47659742,VET-577271,Cirugía
40701979,VET-380873,Oncología
59517545,VET-647539,Medicina General
29982092,VET-891203,Cardiología
61614826,VET-305329,Medicina General
88287919,VET-250859,Oncología
90064125,VET-127204,Dermatología
38680416,VET-524525,Oncología
72251350,VET-051562,Cardiología
50489842,VET-729651,Dermatología
56354147,VET-304769,Medicina General
59239217,VET-732697,Cardiología
51387817,VET-163990,Cirugía
44167836,VET-048750,Dermatología
65340251,VET-774966,Cardiología
91421732,VET-846783,Medicina General
80742972,VET-941166,Cirugía
29787098,VET-004908,Cardiología
62108429,VET-135957,Cardiología
81750493,VET-527896,Oncología
19612946,VET-251424,Oncología
34958353,VET-917702,Oncología
71159276,VET-057337,Oncología
56516483,VET-707953,Cardiología
37876391,VET-004876,Oncología
64046938,VET-855786,Oncología
91925435,VET-452057,Oncología
24000344,VET-173493,Cirugía
96721899,VET-706609,Medicina General
53107934,VET-286643,Medicina General
38862548,VET-390137,Cardiología
21899896,VET-643372,Dermatología
54543598,VET-998840,Cirugía
69375080,VET-627227,Cirugía
91679605,VET-917600,Medicina General
89440442,VET-001180,Medicina General
14745799,VET-315506,Medicina General
46222753,VET-430495,Dermatología
73189546,VET-955514,Dermatología
34470226,VET-138014,Cirugía
91570014,VET-588110,Cardiología
91815595,VET-034798,Oncología
45617791,VET-606353,Medicina General
95686491,VET-224833,Cirugía
27956420,VET-335015,Dermatología
57239569,VET-391817,Cardiología
65196110,VET-086311,Medicina General
44796501,VET-335778,Cardiología
34890883,VET-484503,Oncología
34361120,VET-395328,Cardiología
70967273,VET-987562,Dermatología
41180005,VET-319745,Medicina General
98297872,VET-239718,Medicina General
31524291,VET-222989,Dermatología
66155341,VET-994657,Dermatología
93502946,VET-728135,Oncología
51221894,VET-412604,Medicina General
71619369,VET-171304,Dermatología
56327610,VET-933443,Medicina General
28823886,VET-630913,Medicina General
50412606,VET-497819,Cirugía
28247865,VET-031643,Medicina General
31472135,VET-114334,Oncología
82210750,VET-905078,Medicina General
87323244,VET-457288,Dermatología
20500919,VET-638373,Dermatología
60644167,VET-350180,Cirugía
90440255,VET-389235,Medicina General
13879578,VET-303294,Dermatología
93760793,VET-017212,Dermatología
85892593,VET-762609,Cirugía
67411388,VET-454504,Cardiología
75135589,VET-576464,Dermatología
29964661,VET-869458,Cirugía
13165488,VET-769989,Dermatología
56620646,VET-569962,Cardiología
91317937,VET-247557,Oncología
62342988,VET-855820,Medicina General
79047175,VET-553547,Dermatología
62479046,VET-709322,Oncología
89347628,VET-175020,Oncología
16729571,VET-811093,Medicina General
60538793,VET-156409,Cirugía
17836295,VET-069066,Oncología
99646094,VET-791844,Oncología
59240039,VET-573077,Medicina General
57660551,VET-615767,Oncología
40663825,VET-511803,Medicina General
55902720,VET-265013,Cirugía
58178376,VET-044619,Cirugía
10596612,VET-034561,Oncología
52953945,VET-391042,Cardiología
83492017,VET-215967,Dermatología
37109055,VET-654227,Oncología
36527146,VET-973274,Dermatología
73049086,VET-594713,Cardiología
18214762,VET-950489,Cardiología
96466860,VET-933883,Cardiología
89551181,VET-386002,Dermatología
57774286,VET-439828,Oncología
82476152,VET-491705,Cirugía
46531103,VET-825596,Oncología
36799918,VET-346932,Cirugía
44276283,VET-448822,Cardiología
80071817,VET-125308,Medicina General
55585822,VET-160595,Cirugía
59276052,VET-049388,Oncología
42666129,VET-461122,Oncología
15791743,VET-515813,Cirugía
34090274,VET-330468,Medicina General
36718802,VET-670119,Oncología
79647210,VET-747060,Medicina General
86559536,VET-021107,Oncología
20526945,VET-856982,Oncología
59205003,VET-620099,Cirugía
79740085,VET-009053,Oncología
78824015,VET-992920,Medicina General
88572808,VET-201832,Cirugía
77174959,VET-702654,Cardiología
33869283,VET-822363,Oncología
50393846,VET-536612,Dermatología
38707601,VET-839762,Dermatología
11116933,VET-074171,Dermatología
81692560,VET-331177,Oncología
71639677,VET-187924,Dermatología
52248227,VET-013908,Dermatología
91920654,VET-747619,Cirugía
24612618,VET-695541,Cirugía
87543694,VET-117108,Cardiología
41584484,VET-552067,Medicina General
23383612,VET-107900,Cardiología
80148130,VET-529740,Oncología
43108186,VET-071698,Cardiología
12347931,VET-643128,Cardiología
36322099,VET-344867,Cardiología
77293669,VET-685696,Medicina General
79320965,VET-131065,Dermatología
72624024,VET-627006,Dermatología
11417566,VET-182467,Cardiología
46621074,VET-811273,Medicina General
47142095,VET-714469,Medicina General
32056877,VET-165460,Medicina General
55892816,VET-825568,Cirugía
20117329,VET-774608,Dermatología
66174963,VET-422237,Dermatología
37416032,VET-239053,Dermatología
59716521,VET-061025,Cardiología
35912535,VET-628886,Medicina General
73036801,VET-811970,Cirugía
81348480,VET-916011,Medicina General
94128346,VET-714439,Oncología
92134115,VET-529967,Medicina General
73677241,VET-419677,Cirugía
70102466,VET-075499,Oncología
20134041,VET-342777,Cardiología
38089814,VET-393384,Medicina General
15251180,VET-046220,Cardiología
68563065,VET-325321,Medicina General
36636036,VET-607363,Medicina General
64512147,VET-506469,Cirugía
93160375,VET-068712,Oncología
75583538,VET-781702,Cirugía
61984624,VET-324486,Oncología
69935183,VET-514437,Cardiología
97849333,VET-016266,Dermatología
44319543,VET-000429,Dermatología
84121911,VET-624577,Oncología
17001882,VET-462558,Medicina General
85347686,VET-607506,Oncología
97614368,VET-237649,Cirugía
97997413,VET-903262,Cardiología
91863109,VET-717914,Dermatología
44676951,VET-963392,Medicina General
36030602,VET-361135,Cirugía
62805452,VET-760901,Dermatología
29201290,VET-791575,Cirugía
37338638,VET-551751,Cirugía
42908427,VET-224189,Dermatología
27572715,VET-179000,Cirugía
62794421,VET-586884,Cirugía
47598266,VET-373131,Medicina General
90620126,VET-098999,Medicina General
66247595,VET-020781,Cirugía
54598425,VET-003448,Medicina General
12674985,VET-251443,Medicina General
14003710,VET-979947,Medicina General
40204548,VET-293677,Cirugía
90235726,VET-088920,Cardiología
94558535,VET-370768,Dermatología
51011770,VET-706895,Dermatología
47236961,VET-921658,Cirugía
43147384,VET-986721,Cardiología
14027843,VET-470473,Medicina General
88323433,VET-308308,Oncología
22333514,VET-027546,Dermatología
68843112,VET-441505,Dermatología
17015846,VET-746388,Medicina General
10722829,VET-135628,Dermatología
12330576,VET-599715,Cirugía
13417448,VET-986040,Cirugía
66542337,VET-459892,Cardiología
49444576,VET-872563,Cardiología
54891526,VET-988469,Dermatología
75717592,VET-379083,Medicina General
14758828,VET-930755,Dermatología
66992149,VET-031973,Oncología
70185078,VET-508832,Medicina General
73197649,VET-655523,Oncología
63594676,VET-923365,Dermatología
40463316,VET-636247,Medicina General
43092710,VET-122657,Cardiología
54293904,VET-439760,Cirugía
88085233,VET-816810,Cirugía
31092261,VET-064130,Cardiología
40680585,VET-594068,Medicina General
15881100,VET-749729,Cardiología
42510407,VET-303547,Dermatología
89789225,VET-239990,Oncología
84758513,VET-442261,Cardiología
16983034,VET-051240,Cirugía
13285174,VET-751221,Medicina General
29667732,VET-278502,Cardiología
71789178,VET-219713,Cirugía
62573346,VET-415071,Dermatología
63556784,VET-039114,Cardiología
60609280,VET-671324,Cardiología
38087813,VET-424398,Medicina General
40820258,VET-867826,Cirugía
60976548,VET-748363,Dermatología
57507153,VET-956835,Oncología
59481164,VET-937919,Medicina General
22168882,VET-237240,Cardiología
45842466,VET-375031,Cirugía
94762396,VET-211973,Cirugía
95813589,VET-302855,Medicina General
26638365,VET-595858,Cirugía
93178885,VET-885455,Oncología
56704695,VET-500060,Dermatología
90368437,VET-377088,Cirugía
80102809,VET-753961,Oncología
58591536,VET-663174,Medicina General
34612249,VET-769406,Cirugía
55533431,VET-448297,Cardiología
75952854,VET-135202,Cirugía
68193672,VET-052877,Cardiología
28132730,VET-609895,Dermatología
12357615,VET-279793,Cirugía
66479446,VET-278832,Cardiología
63402511,VET-202241,Medicina General
86994987,VET-414936,Medicina General
24529116,VET-117887,Cirugía
80161582,VET-524774,Oncología
97272521,VET-844633,Oncología
90716881,VET-469822,Oncología
36760490,VET-990788,Cardiología
73395361,VET-947526,Dermatología
51935632,VET-629616,Cardiología
26103818,VET-717470,Cirugía
27538951,VET-816002,Dermatología
25169100,VET-106830,Oncología
51791635,VET-341535,Cardiología
24139773,VET-160021,Cirugía
26089001,VET-955149,Cardiología
11042561,VET-560927,Cardiología
86121262,VET-201010,Oncología
63804618,VET-262816,Dermatología
41632824,VET-997800,Cirugía
41320334,VET-622074,Cardiología
49782947,VET-243435,Oncología
82625030,VET-896712,Dermatología
44481740,VET-758049,Dermatología
78526320,VET-216743,Cirugía
59463617,VET-885087,Cardiología
62937861,VET-914848,Dermatología
62489635,VET-562461,Cirugía
49061323,VET-892403,Dermatología
33232579,VET-327103,Medicina General
16440677,VET-490402,Cirugía
42329688,VET-883318,Cardiología
74791951,VET-059330,Cardiología
70858250,VET-965161,Dermatología
67502366,VET-423554,Cirugía
57252060,VET-020643,Oncología
30198515,VET-296714,Oncología
70884193,VET-480765,Oncología
70549503,VET-362070,Oncología
42845830,VET-972809,Cirugía
44579493,VET-351695,Cardiología
73513603,VET-985718,Cirugía
31302804,VET-191422,Medicina General
64559753,VET-371129,Dermatología
37677171,VET-262632,Cirugía
90427733,VET-752827,Dermatología
21950387,VET-089441,Dermatología
90410707,VET-257465,Cirugía
92490513,VET-264239,Oncología
17484750,VET-048701,Medicina General
48708558,VET-377276,Dermatología
49240826,VET-534007,Medicina General
68799824,VET-645869,Dermatología
68587310,VET-822587,Cirugía
32130774,VET-128083,Cirugía
10394552,VET-586822,Cirugía
69769705,VET-740403,Cirugía
64702551,VET-221355,Cirugía
31790099,VET-311572,Cirugía
94603449,VET-696825,Dermatología
33828245,VET-536157,Cardiología
31190181,VET-494171,Medicina General
97608524,VET-653611,Dermatología
60415256,VET-195802,Medicina General
71511086,VET-306547,Cardiología
24874977,VET-533671,Dermatología
20681377,VET-208670,Dermatología
64765675,VET-390847,Cirugía
50063901,VET-793822,Cirugía
74985144,VET-105224,Oncología
68392486,VET-190326,Cardiología
38331025,VET-862331,Oncología
48551420,VET-452160,Oncología
73564192,VET-202308,Medicina General
17391334,VET-045301,Cardiología
23933071,VET-644958,Cirugía
36168135,VET-551846,Cardiología
58053859,VET-595714,Cardiología
12156665,VET-129617,Medicina General
60885062,VET-227256,Oncología
33098284,VET-570299,Medicina General
19105611,VET-686471,Cardiología
28180364,VET-277715,Medicina General
87250947,VET-335312,Dermatología
64147111,VET-379288,Cardiología
15353067,VET-229423,Cardiología
96983250,VET-578370,Oncología
17342984,VET-992389,Oncología
83259414,VET-984037,Oncología
53688083,VET-955757,Medicina General
28994619,VET-803809,Medicina General
26929900,VET-879171,Oncología
90237933,VET-822077,Cirugía
63993762,VET-184046,Medicina General
66249450,VET-170249,Cardiología
66276134,VET-233517,Cardiología
34324535,VET-949455,Cirugía
77544431,VET-104431,Medicina General
14397134,VET-080096,Cardiología
59489480,VET-324349,Cardiología
54104444,VET-586784,Dermatología
90471149,VET-467002,Dermatología
26122242,VET-802519,Oncología
37067966,VET-074613,Cardiología
65840600,VET-388158,Oncología
16042489,VET-662280,Dermatología
27545576,VET-641468,Cardiología
27379403,VET-000963,Medicina General
60419613,VET-065369,Medicina General
41512882,VET-367298,Cardiología
42941435,VET-725014,Cirugía
77219459,VET-664940,Medicina General
22145551,VET-165079,Medicina General
41143528,VET-625318,Cardiología
45336796,VET-065504,Cardiología
42601800,VET-763558,Cardiología
38391779,VET-436814,Oncología
44281381,VET-224789,Dermatología
66861129,VET-595227,Dermatología
17397296,VET-608396,Oncología
70852934,VET-835637,Oncología
93719876,VET-195801,Cirugía
89442040,VET-906881,Medicina General
85648664,VET-805850,Oncología
98382600,VET-919619,Medicina General
43931112,VET-477853,Medicina General
59385235,VET-169344,Oncología
82390883,VET-789691,Cirugía
33283398,VET-881697,Oncología
47181306,VET-662670,Cirugía
21022829,VET-227683,Cirugía
52632836,VET-000142,Dermatología
91295374,VET-687846,Cirugía
53606836,VET-041873,Dermatología
66415448,VET-650489,Oncología
32158492,VET-096302,Medicina General
80915996,VET-430483,Medicina General
74957682,VET-385247,Dermatología
73990220,VET-503805,Cirugía
27552873,VET-995697,Oncología
74631122,VET-976227,Cirugía
68090471,VET-374356,Dermatología
33638844,VET-526125,Dermatología
98488753,VET-788831,Dermatología
27795931,VET-689424,Dermatología
66275566,VET-513180,Oncología
61117115,VET-551458,Oncología
31615941,VET-784221,Oncología
31756292,VET-407281,Cirugía
48794735,VET-605184,Dermatología
48652584,VET-445698,Dermatología
44356032,VET-665395,Dermatología
44190944,VET-564200,Medicina General
35251512,VET-127070,Medicina General
69636680,VET-702074,Medicina General
96148488,VET-369562,Dermatología
85466262,VET-217076,Medicina General
16804983,VET-327317,Oncología
75988508,VET-815525,Oncología
66311971,VET-405817,Dermatología
13838808,VET-537102,Cirugía
53596192,VET-010078,Cardiología
11740624,VET-175135,Oncología
97025466,VET-870520,Cirugía
43030459,VET-519826,Dermatología
92566532,VET-988522,Cirugía
30404448,VET-512522,Cardiología
86611176,VET-189009,Cirugía
23982371,VET-406000,Cirugía
86156331,VET-175989,Medicina General
98197079,VET-358696,Oncología
48771150,VET-150025,Cirugía
36922063,VET-621379,Cirugía
12777887,VET-237603,Cirugía
94514596,VET-675501,Cardiología
17122018,VET-548320,Oncología
68394891,VET-669963,Medicina General
83562616,VET-056400,Dermatología
89656464,VET-200588,Medicina General
98489922,VET-725814,Medicina General
96961145,VET-510354,Medicina General
16174517,VET-636791,Cardiología
32051477,VET-677118,Cardiología
79976607,VET-579892,Cirugía
69149929,VET-818208,Cardiología
65801287,VET-704610,Medicina General
84661403,VET-240441,Medicina General
15376847,VET-545382,Cirugía
36958923,VET-916526,Oncología
59277059,VET-047351,Oncología
94761081,VET-133707,Dermatología
28214767,VET-071487,Oncología
72943426,VET-269613,Medicina General
36072935,VET-303369,Cardiología
79467389,VET-748430,Oncología
56665290,VET-957196,Dermatología
69286968,VET-865533,Oncología
22905235,VET-615668,Oncología
76622287,VET-609198,Cirugía
56014176,VET-310720,Cardiología
19403826,VET-292005,Medicina General
49196299,VET-726389,Cirugía
31430502,VET-291883,Cardiología
93361683,VET-080890,Dermatología
95524390,VET-286325,Medicina General
66440910,VET-289234,Cirugía
47969227,VET-132452,Dermatología
84675689,VET-124889,Medicina General
91720082,VET-115976,Dermatología
64940342,VET-640474,Dermatología
93769553,VET-304745,Oncología
14574592,VET-522249,Oncología
90386706,VET-576058,Dermatología
78038993,VET-397120,Dermatología
50975974,VET-201276,Oncología
28691157,VET-754455,Oncología
97335983,VET-208689,Cardiología
62942640,VET-476163,Oncología
47001042,VET-240155,Dermatología
78916623,VET-277590,Dermatología
67536304,VET-742716,Cardiología
89517708,VET-728708,Oncología
55560516,VET-096403,Medicina General
22891207,VET-864177,Oncología
41503312,VET-465451,Cirugía
78425433,VET-097476,Cardiología
50552495,VET-569051,Cirugía
26543119,VET-038578,Cardiología
82356788,VET-957210,Dermatología
17793869,VET-286487,Cardiología
29918496,VET-918214,Dermatología
74490199,VET-064443,Medicina General
20628891,VET-411007,Cardiología
10685597,VET-966480,Cardiología
88823108,VET-092994,Medicina General
54524872,VET-814681,Oncología
96318346,VET-827749,Cirugía
81485683,VET-433993,Cardiología
22815877,VET-132965,Dermatología
60323587,VET-447870,Oncología
55403052,VET-776853,Medicina General
92757730,VET-890296,Cirugía
28126365,VET-519704,Medicina General
33747592,VET-239320,Cardiología
71420589,VET-099999,Dermatología
75986491,VET-980842,Cirugía
15395464,VET-842590,Cirugía
87899961,VET-598817,Dermatología
41774540,VET-563449,Oncología
96575925,VET-888893,Cardiología
84298058,VET-440573,Cardiología
38202311,VET-575676,Cardiología
71650060,VET-474582,Cirugía
57623395,VET-764311,Oncología
66361211,VET-708077,Cirugía
68530678,VET-556444,Cirugía
59195638,VET-735884,Oncología
79114972,VET-300030,Medicina General
98974520,VET-424539,Cirugía
64157287,VET-175622,Medicina General
24142580,VET-484478,Cirugía
36245575,VET-926161,Dermatología
90134721,VET-626675,Medicina General
81990977,VET-489242,Cirugía
47515939,VET-005726,Oncología
91707615,VET-256991,Cirugía
65932374,VET-893960,Medicina General
35172558,VET-679918,Cardiología
85447343,VET-452468,Dermatología
37215502,VET-676987,Medicina General
33311092,VET-761624,Cardiología
60022190,VET-921495,Oncología
87478821,VET-580549,Cardiología
73935639,VET-962600,Medicina General
62927407,VET-580860,Cardiología
53616978,VET-205325,Oncología
87146323,VET-585843,Oncología
88842784,VET-733724,Dermatología
68311018,VET-557851,Cirugía
26738922,VET-776265,Dermatología
32731768,VET-820527,Dermatología
17506339,VET-812052,Cirugía
54365162,VET-757798,Oncología
88948822,VET-593432,Medicina General
43112370,VET-694820,Medicina General
35200538,VET-349354,Cardiología
46773098,VET-945070,Dermatología
33105466,VET-824371,Cirugía
84841780,VET-398242,Cardiología
21224674,VET-167026,Dermatología
33979590,VET-278782,Oncología
32355900,VET-671364,Cirugía
33827155,VET-644033,Medicina General
13857899,VET-478482,Oncología
26521762,VET-615239,Medicina General
26189533,VET-926880,Medicina General
89835705,VET-190602,Cardiología
28709795,VET-412577,Medicina General
81237007,VET-003952,Oncología
59224725,VET-551439,Cirugía
98290331,VET-359835,Cardiología
25740111,VET-818270,Oncología
14669966,VET-722582,Cirugía
19338940,VET-013802,Oncología
79282868,VET-380441,Cirugía
65378040,VET-180519,Dermatología
92842847,VET-411512,Cirugía
49487543,VET-646953,Cirugía
65602175,VET-822761,Oncología
15757521,VET-207758,Cirugía
31010703,VET-716707,Oncología
79004591,VET-829333,Oncología
21290290,VET-979733,Medicina General
71742111,VET-229339,Oncología
46690158,VET-749580,Medicina General
10113456,VET-160671,Cirugía
75543353,VET-281739,Dermatología
42089387,VET-055984,Dermatología
42107709,VET-364236,Medicina General
69182141,VET-075974,Medicina General
80191127,VET-772525,Dermatología
63945879,VET-104436,Medicina General
43307274,VET-566388,Cardiología
74434641,VET-463486,Dermatología
98692890,VET-274152,Oncología
69213375,VET-870079,Oncología
97321254,VET-411140,Cirugía
71906327,VET-381636,Oncología
21919866,VET-694150,Cardiología
46349538,VET-307124,Oncología
57506972,VET-889543,Medicina General
46880804,VET-236994,Oncología
97590977,VET-510316,Oncología
26149158,VET-522065,Dermatología
81236740,VET-383008,Cardiología
48598229,VET-267936,Cirugía
71684443,VET-443889,Cardiología
75717166,VET-928635,Dermatología
49360590,VET-427960,Cardiología
14110900,VET-110156,Oncología
30379375,VET-053087,Cardiología
42824844,VET-208009,Oncología
96192178,VET-484271,Oncología
46638986,VET-020959,Oncología
78129224,VET-978232,Dermatología
54724839,VET-059014,Oncología
10531225,VET-118022,Cirugía
93525772,VET-259059,Dermatología
57722434,VET-062939,Cardiología
80063221,VET-360840,Dermatología
80650610,VET-934385,Dermatología
77904464,VET-671449,Dermatología
17673634,VET-376838,Oncología
20303545,VET-732664,Medicina General
27329714,VET-846590,Dermatología
24506384,VET-049611,Cardiología
76289855,VET-442713,Cardiología
96904164,VET-156611,Dermatología
78352307,VET-925226,Cardiología
67680126,VET-555984,Cardiología
98576720,VET-732992,Dermatología
64235565,VET-903449,Cardiología
76778681,VET-762683,Medicina General
22275156,VET-469766,Cirugía
66312530,VET-402648,Cirugía
56763980,VET-025848,Oncología
56948286,VET-592726,Medicina General
78633905,VET-216457,Dermatología
16670572,VET-176225,Medicina General
48931722,VET-520657,Medicina General
56851157,VET-265544,Medicina General
15035436,VET-049867,Cirugía
16563540,VET-356712,Oncología
59839350,VET-720903,Oncología
39854615,VET-837049,Medicina General
28161950,VET-110520,Dermatología
95910552,VET-656375,Dermatología
60905364,VET-059096,Dermatología
25063768,VET-228271,Cirugía
20722242,VET-285723,Cardiología
81917998,VET-037720,Cardiología
78012698,VET-636166,Cardiología
30378266,VET-630980,Dermatología
95454163,VET-373069,Cardiología
89028677,VET-175289,Cirugía
57549353,VET-951013,Cardiología
54531635,VET-811579,Medicina General
31439811,VET-038352,Cardiología
35306041,VET-868104,Oncología
92158781,VET-970318,Cardiología
83409561,VET-160641,Cirugía
43721851,VET-912420,Oncología
79965640,VET-390466,Oncología
46849315,VET-525639,Medicina General
94618295,VET-140870,Oncología
83361219,VET-428460,Medicina General
61270052,VET-971226,Cardiología
10670824,VET-679285,Medicina General
19437341,VET-882090,Oncología
92339532,VET-761383,Dermatología
12818419,VET-709440,Cardiología
57311958,VET-086970,Oncología
19404321,VET-931495,Medicina General
32769513,VET-234125,Cirugía
73494953,VET-253101,Dermatología
37486114,VET-882537,Medicina General
91365917,VET-178183,Dermatología
33906972,VET-767860,Medicina General
28560490,VET-136091,Oncología
50425501,VET-813452,Cardiología
39439720,VET-258697,Oncología
70983063,VET-279395,Medicina General
48449763,VET-967039,Medicina General
74535339,VET-042149,Medicina General
15773096,VET-150807,Medicina General
20762231,VET-593929,Medicina General
44659116,VET-641131,Oncología
35064849,VET-926538,Cardiología
34661571,VET-330964,Oncología
93099277,VET-791737,Dermatología
96086295,VET-850782,Dermatología
16630118,VET-916563,Dermatología
95651202,VET-014915,Cardiología
57907598,VET-546552,Medicina General
92491422,VET-120769,Oncología
55316408,VET-972356,Oncología
33901400,VET-201575,Cirugía
23669005,VET-052202,Cirugía
73737500,VET-928127,Medicina General
33322835,VET-685228,Medicina General
